purchase_id,student_id,purchase_type,date_purchased
18166,263579,Annual,2022-03-31
18167,266477,Annual,2022-03-31
18169,269066,Annual,2022-03-31
18171,269070,Annual,2022-03-31
18174,268825,Annual,2022-03-31
18176,268929,Annual,2022-03-31
18179,269068,Annual,2022-03-31
18183,264131,Annual,2022-03-31
18184,268805,Annual,2022-03-31
18189,262148,Annual,2022-03-31
18192,269120,Annual,2022-03-31
18193,265906,Monthly,2022-03-31
18197,269174,Annual,2022-04-01
18200,269188,Monthly,2022-04-01
18201,269204,Annual,2022-04-01
18202,265317,Monthly,2022-04-01
18203,262190,Monthly,2022-04-01
18212,265519,Monthly,2022-04-01
18213,268985,Annual,2022-04-01
18214,269314,Annual,2022-04-02
18222,259039,Monthly,2022-04-02
18226,265165,Annual,2022-04-02
18232,262421,Monthly,2022-04-03
18237,268556,Monthly,2022-04-03
18239,269220,Monthly,2022-04-03
18241,269485,Annual,2022-04-03
18242,269492,Annual,2022-04-03
18243,268390,Monthly,2022-04-03
18244,266112,Monthly,2022-04-04
18245,265176,Monthly,2022-04-04
18246,269549,Annual,2022-04-04
18247,268811,Annual,2022-04-04
18250,259026,Monthly,2022-04-04
18255,259258,Monthly,2022-04-04
18257,262677,Monthly,2022-04-04
18260,269013,Annual,2022-04-04
18261,269570,Monthly,2022-04-04
18262,269540,Annual,2022-04-04
18264,269594,Annual,2022-04-04
18265,269633,Monthly,2022-04-04
18266,265902,Monthly,2022-04-04
18268,269670,Annual,2022-04-05
18271,262792,Monthly,2022-04-05
18281,269518,Annual,2022-04-05
18282,267885,Monthly,2022-04-05
18284,269744,Monthly,2022-04-05
18286,265966,Monthly,2022-04-05
18289,265878,Monthly,2022-04-05
18291,269771,Monthly,2022-04-06
18292,269796,Quarterly,2022-04-06
18293,266001,Monthly,2022-04-06
18297,264253,Monthly,2022-04-06
18299,262821,Monthly,2022-04-06
18301,262596,Monthly,2022-04-06
18307,269662,Annual,2022-04-06
18308,268529,Monthly,2022-04-06
18309,269843,Monthly,2022-04-06
18310,269862,Annual,2022-04-06
18311,269470,Annual,2022-04-06
18314,269646,Monthly,2022-04-07
18315,269894,Monthly,2022-04-07
18316,269896,Annual,2022-04-07
18317,269741,Annual,2022-04-07
18318,269908,Monthly,2022-04-07
18319,269909,Monthly,2022-04-07
18320,269924,Annual,2022-04-07
18321,269934,Annual,2022-04-07
18322,264732,Monthly,2022-04-07
18329,259884,Monthly,2022-04-07
18330,269978,Annual,2022-04-07
18331,269981,Monthly,2022-04-07
18332,265005,Annual,2022-04-07
18333,269653,Monthly,2022-04-07
18334,270003,Annual,2022-04-07
18335,270000,Monthly,2022-04-07
18336,264563,Monthly,2022-04-07
18337,262992,Monthly,2022-04-07
18338,269535,Monthly,2022-04-07
18339,263693,Monthly,2022-04-07
18340,270014,Annual,2022-04-08
18341,270022,Annual,2022-04-08
18346,259702,Monthly,2022-04-08
18356,266386,Monthly,2022-04-08
18357,264502,Monthly,2022-04-08
18358,270098,Annual,2022-04-08
18359,270099,Monthly,2022-04-08
18360,266402,Monthly,2022-04-08
18363,269289,Annual,2022-04-08
18365,266325,Monthly,2022-04-08
18366,269976,Monthly,2022-04-08
18367,266731,Annual,2022-04-08
18369,263104,Monthly,2022-04-08
18370,270135,Annual,2022-04-08
18374,269671,Annual,2022-04-09
18375,263076,Monthly,2022-04-09
18376,270175,Monthly,2022-04-09
18388,270197,Annual,2022-04-09
18389,270209,Monthly,2022-04-09
18392,270042,Monthly,2022-04-09
18393,269457,Annual,2022-04-09
18394,266455,Monthly,2022-04-09
18395,266366,Monthly,2022-04-09
18396,270263,Annual,2022-04-10
18398,270265,Annual,2022-04-10
18400,270179,Monthly,2022-04-10
18401,266548,Monthly,2022-04-10
18405,259860,Monthly,2022-04-10
18406,259965,Monthly,2022-04-10
18408,270240,Quarterly,2022-04-10
18410,263845,Monthly,2022-04-10
18412,270324,Annual,2022-04-10
18415,263210,Monthly,2022-04-10
18416,269519,Annual,2022-04-10
18417,261883,Monthly,2022-04-10
18418,270075,Annual,2022-04-10
18419,269501,Annual,2022-04-10
18420,266462,Monthly,2022-04-10
18421,266615,Monthly,2022-04-10
18422,270247,Monthly,2022-04-10
18431,266788,Monthly,2022-04-11
18434,261828,Monthly,2022-04-11
18435,270363,Monthly,2022-04-11
18436,270455,Annual,2022-04-11
18437,270036,Monthly,2022-04-11
18438,270103,Monthly,2022-04-11
18439,269754,Annual,2022-04-11
18440,266894,Monthly,2022-04-12
18441,270517,Monthly,2022-04-12
18442,270518,Annual,2022-04-12
18443,270018,Monthly,2022-04-12
18447,260180,Monthly,2022-04-12
18449,260164,Quarterly,2022-04-12
18455,270596,Annual,2022-04-12
18457,265003,Monthly,2022-04-12
18459,270486,Monthly,2022-04-12
18460,262260,Monthly,2022-04-13
18461,270616,Monthly,2022-04-13
18463,270529,Annual,2022-04-13
18464,270648,Monthly,2022-04-13
18472,259996,Monthly,2022-04-13
18481,260173,Quarterly,2022-04-13
18485,270619,Monthly,2022-04-13
18488,270710,Monthly,2022-04-13
18489,269864,Annual,2022-04-13
18490,270700,Monthly,2022-04-13
18493,270738,Annual,2022-04-13
18494,266616,Monthly,2022-04-13
18496,269898,Annual,2022-04-14
18497,263481,Monthly,2022-04-14
18499,263483,Monthly,2022-04-14
18501,270062,Annual,2022-04-14
18503,260465,Monthly,2022-04-14
18516,270784,Annual,2022-04-14
18519,265848,Monthly,2022-04-14
18520,267254,Monthly,2022-04-14
18521,270811,Monthly,2022-04-14
18522,269975,Annual,2022-04-14
18540,267358,Monthly,2022-04-15
18541,270898,Annual,2022-04-15
18542,267413,Monthly,2022-04-15
18544,270906,Monthly,2022-04-15
18546,270367,Annual,2022-04-15
18548,263690,Monthly,2022-04-15
18549,270931,Annual,2022-04-15
18554,263791,Monthly,2022-04-16
18555,269130,Monthly,2022-04-16
18559,270957,Monthly,2022-04-16
18563,260646,Monthly,2022-04-16
18588,270244,Annual,2022-04-16
18589,267546,Monthly,2022-04-16
18591,271015,Annual,2022-04-16
18593,271029,Annual,2022-04-17
18595,270474,Annual,2022-04-17
18596,271035,Annual,2022-04-17
18610,271006,Monthly,2022-04-17
18612,271075,Monthly,2022-04-17
18614,271077,Monthly,2022-04-17
18616,271087,Monthly,2022-04-17
18617,271089,Monthly,2022-04-17
18618,263913,Monthly,2022-04-17
18619,270911,Annual,2022-04-17
18621,268242,Monthly,2022-04-17
18622,266725,Monthly,2022-04-17
18625,270848,Monthly,2022-04-18
18627,267721,Monthly,2022-04-18
18648,267843,Monthly,2022-04-18
18649,270824,Monthly,2022-04-18
18651,271220,Annual,2022-04-18
18653,271228,Monthly,2022-04-19
18656,267930,Monthly,2022-04-19
18657,270393,Monthly,2022-04-19
18660,271296,Monthly,2022-04-19
18675,262270,Quarterly,2022-04-19
18676,271310,Annual,2022-04-19
18677,264254,Monthly,2022-04-19
18678,270606,Annual,2022-04-19
18680,271326,Monthly,2022-04-20
18681,269984,Monthly,2022-04-20
18694,268863,Quarterly,2022-04-20
18696,271348,Annual,2022-04-20
18699,271388,Annual,2022-04-20
18700,271392,Monthly,2022-04-20
18702,270599,Monthly,2022-04-20
18703,271154,Annual,2022-04-20
18704,270968,Annual,2022-04-20
18705,264259,Monthly,2022-04-20
18706,271338,Monthly,2022-04-20
18713,271426,Monthly,2022-04-21
18715,268045,Monthly,2022-04-21
18733,264417,Monthly,2022-04-21
18737,263934,Monthly,2022-04-21
18740,270188,Monthly,2022-04-21
18743,264295,Monthly,2022-04-21
18747,271543,Annual,2022-04-22
18749,271557,Monthly,2022-04-22
18754,261212,Monthly,2022-04-22
18775,270744,Monthly,2022-04-22
18776,270930,Annual,2022-04-22
18777,271670,Annual,2022-04-23
18778,264514,Monthly,2022-04-23
18798,268412,Monthly,2022-04-23
18799,271094,Monthly,2022-04-23
18800,271720,Annual,2022-04-23
18802,267498,Monthly,2022-04-24
18803,271755,Annual,2022-04-24
18804,271300,Monthly,2022-04-24
18827,271760,Annual,2022-04-24
18834,264888,Monthly,2022-04-25
18835,271851,Annual,2022-04-25
18838,271197,Annual,2022-04-25
18839,271768,Annual,2022-04-25
18840,271787,Annual,2022-04-25
18842,261564,Quarterly,2022-04-25
18850,271664,Monthly,2022-04-25
18851,268129,Monthly,2022-04-25
18852,267195,Monthly,2022-04-25
18853,264291,Monthly,2022-04-26
18857,271761,Annual,2022-04-26
18859,271083,Monthly,2022-04-26
18865,261491,Monthly,2022-04-26
18870,266811,Monthly,2022-04-26
18871,272001,Monthly,2022-04-26
18872,272017,Monthly,2022-04-26
18873,271991,Annual,2022-04-26
18874,265130,Monthly,2022-04-26
18875,272027,Monthly,2022-04-26
18876,272029,Annual,2022-04-26
18877,271951,Annual,2022-04-26
18878,272035,Annual,2022-04-26
18879,271950,Monthly,2022-04-26
18880,271371,Annual,2022-04-26
18881,262487,Annual,2022-04-26
18882,271896,Annual,2022-04-26
18884,272063,Annual,2022-04-26
18889,272083,Monthly,2022-04-27
18893,265196,Monthly,2022-04-27
18906,265110,Monthly,2022-04-27
18907,271488,Annual,2022-04-27
18908,271519,Annual,2022-04-27
18909,271243,Annual,2022-04-28
18910,272191,Monthly,2022-04-28
18911,272198,Monthly,2022-04-28
18912,272199,Monthly,2022-04-28
18915,261466,Monthly,2022-04-28
18952,270833,Annual,2022-04-28
18957,272255,Monthly,2022-04-28
18958,268796,Monthly,2022-04-28
18959,271617,Annual,2022-04-28
18961,271872,Annual,2022-04-28
18963,271903,Annual,2022-04-28
18965,264502,Monthly,2022-04-28
18974,271465,Monthly,2022-04-29
18975,270671,Annual,2022-04-29
18979,269872,Monthly,2022-04-29
18980,265250,Monthly,2022-04-29
18983,258956,Monthly,2022-04-30
18985,272425,Annual,2022-04-30
18988,270509,Monthly,2022-04-30
18991,265906,Monthly,2022-04-30
18993,272463,Annual,2022-04-30
18994,272472,Monthly,2022-04-30
18999,269188,Monthly,2022-05-01
19001,272157,Monthly,2022-05-01
19014,272437,Monthly,2022-05-01
19015,271800,Annual,2022-05-01
19016,265519,Monthly,2022-05-01
19017,272543,Monthly,2022-05-01
19021,261608,Quarterly,2022-05-02
19026,259039,Monthly,2022-05-02
19031,272659,Annual,2022-05-03
19032,272510,Annual,2022-05-03
19034,262421,Monthly,2022-05-03
19038,269220,Monthly,2022-05-03
19039,272696,Monthly,2022-05-03
19040,270725,Monthly,2022-05-03
19041,266395,Monthly,2022-05-03
19043,272261,Monthly,2022-05-03
19044,272717,Monthly,2022-05-03
19045,272359,Annual,2022-05-03
19046,272128,Annual,2022-05-03
19047,265176,Monthly,2022-05-04
19053,259026,Monthly,2022-05-04
19055,262677,Monthly,2022-05-04
19061,259258,Monthly,2022-05-04
19063,263307,Annual,2022-05-04
19065,269570,Monthly,2022-05-04
19068,272452,Annual,2022-05-04
19069,272616,Monthly,2022-05-04
19070,272838,Annual,2022-05-04
19076,272596,Monthly,2022-05-05
19088,272282,Annual,2022-05-05
19089,270009,Monthly,2022-05-05
19090,272283,Annual,2022-05-05
19091,272902,Monthly,2022-05-05
19092,272903,Monthly,2022-05-05
19097,267885,Monthly,2022-05-05
19098,265966,Monthly,2022-05-05
19099,269744,Monthly,2022-05-05
19103,265878,Monthly,2022-05-05
19106,272909,Annual,2022-05-05
19107,269771,Monthly,2022-05-06
19109,266001,Monthly,2022-05-06
19111,272983,Annual,2022-05-06
19122,262821,Monthly,2022-05-06
19123,262596,Monthly,2022-05-06
19125,272991,Annual,2022-05-06
19127,265578,Annual,2022-05-06
19131,273017,Monthly,2022-05-06
19134,272965,Monthly,2022-05-06
19136,269894,Monthly,2022-05-07
19137,269646,Monthly,2022-05-07
19138,273034,Monthly,2022-05-07
19139,272979,Monthly,2022-05-07
19140,269908,Monthly,2022-05-07
19142,264732,Monthly,2022-05-07
19147,259884,Monthly,2022-05-07
19148,269981,Monthly,2022-05-07
19151,273117,Monthly,2022-05-07
19152,269653,Monthly,2022-05-07
19153,273126,Annual,2022-05-07
19154,270000,Monthly,2022-05-07
19155,271806,Monthly,2022-05-07
19156,263693,Monthly,2022-05-07
19157,273131,Annual,2022-05-08
19158,272865,Monthly,2022-05-08
19160,273164,Monthly,2022-05-08
19165,259702,Monthly,2022-05-08
19171,266402,Monthly,2022-05-08
19174,273214,Annual,2022-05-08
19175,266325,Monthly,2022-05-08
19176,272842,Monthly,2022-05-08
19177,269976,Monthly,2022-05-08
19178,263104,Monthly,2022-05-08
19180,273235,Annual,2022-05-08
19182,269843,Monthly,2022-05-09
19183,263076,Monthly,2022-05-09
19184,270175,Monthly,2022-05-09
19196,272906,Annual,2022-05-09
19198,270042,Monthly,2022-05-09
19199,266455,Monthly,2022-05-09
19200,266366,Monthly,2022-05-09
19201,272755,Annual,2022-05-10
19206,259965,Monthly,2022-05-10
19207,261189,Monthly,2022-05-10
19209,259860,Monthly,2022-05-10
19215,273371,Monthly,2022-05-10
19217,263210,Monthly,2022-05-10
19218,269633,Monthly,2022-05-10
19219,261883,Monthly,2022-05-10
19220,266462,Monthly,2022-05-10
19221,273499,Annual,2022-05-11
19223,272977,Quarterly,2022-05-11
19232,266788,Monthly,2022-05-11
19234,273423,Monthly,2022-05-11
19235,261828,Monthly,2022-05-11
19237,260833,Monthly,2022-05-11
19238,270036,Monthly,2022-05-11
19239,270103,Monthly,2022-05-11
19240,266894,Monthly,2022-05-12
19242,273628,Annual,2022-05-12
19243,273060,Annual,2022-05-12
19244,270018,Monthly,2022-05-12
19245,270517,Monthly,2022-05-12
19246,273654,Monthly,2022-05-12
19248,260180,Monthly,2022-05-12
19249,265317,Monthly,2022-05-12
19254,273695,Monthly,2022-05-12
19255,273671,Monthly,2022-05-12
19256,272923,Annual,2022-05-12
19257,270363,Monthly,2022-05-12
19258,273630,Annual,2022-05-12
19259,270460,Monthly,2022-05-12
19262,269064,Annual,2022-05-12
19263,270616,Monthly,2022-05-13
19264,262260,Monthly,2022-05-13
19266,263483,Monthly,2022-05-13
19268,273763,Annual,2022-05-13
19269,270648,Monthly,2022-05-13
19273,259996,Monthly,2022-05-13
19278,273839,Annual,2022-05-13
19279,272918,Monthly,2022-05-13
19280,270710,Monthly,2022-05-13
19284,269535,Monthly,2022-05-13
19285,266616,Monthly,2022-05-13
19286,263481,Monthly,2022-05-14
19287,273068,Annual,2022-05-14
19300,260465,Monthly,2022-05-14
19302,270811,Monthly,2022-05-14
19303,273978,Annual,2022-05-15
19304,273953,Monthly,2022-05-15
19312,274000,Annual,2022-05-15
19314,273249,Annual,2022-05-15
19316,274039,Annual,2022-05-15
19317,270906,Monthly,2022-05-15
19318,274057,Annual,2022-05-15
19319,263690,Monthly,2022-05-15
19321,270619,Monthly,2022-05-16
19324,269130,Monthly,2022-05-16
19325,273523,Annual,2022-05-16
19331,260646,Monthly,2022-05-16
19334,272175,Monthly,2022-05-16
19336,274137,Annual,2022-05-16
19337,267546,Monthly,2022-05-16
19339,265848,Monthly,2022-05-16
19342,274163,Annual,2022-05-16
19343,274162,Annual,2022-05-16
19344,274166,Monthly,2022-05-16
19346,273846,Annual,2022-05-16
19350,265241,Monthly,2022-05-17
19361,274157,Monthly,2022-05-17
19362,271089,Monthly,2022-05-17
19363,263913,Monthly,2022-05-17
19364,273841,Annual,2022-05-17
19366,266725,Monthly,2022-05-17
19367,268242,Monthly,2022-05-17
19368,274269,Annual,2022-05-17
19369,274273,Annual,2022-05-17
19372,273486,Monthly,2022-05-18
19373,270848,Monthly,2022-05-18
19375,267721,Monthly,2022-05-18
19376,274209,Annual,2022-05-18
19382,267843,Monthly,2022-05-18
19387,263888,Quarterly,2022-05-18
19388,274377,Annual,2022-05-18
19389,270824,Monthly,2022-05-18
19390,274382,Annual,2022-05-18
19391,274276,Monthly,2022-05-18
19393,267930,Monthly,2022-05-19
19394,274371,Monthly,2022-05-19
19398,274438,Annual,2022-05-19
19400,264254,Monthly,2022-05-19
19401,271326,Monthly,2022-05-20
19402,274402,Monthly,2022-05-20
19403,262714,Quarterly,2022-05-20
19404,268045,Monthly,2022-05-20
19405,269984,Monthly,2022-05-20
19406,274536,Annual,2022-05-20
19415,270902,Monthly,2022-05-20
19416,274433,Monthly,2022-05-20
19419,274521,Annual,2022-05-20
19420,274576,Annual,2022-05-20
19421,268883,Annual,2022-05-20
19422,269541,Annual,2022-05-20
19424,273329,Annual,2022-05-20
19425,274585,Annual,2022-05-20
19426,271508,Annual,2022-05-20
19427,272472,Annual,2022-05-20
19428,274597,Annual,2022-05-20
19429,274589,Monthly,2022-05-20
19430,271338,Monthly,2022-05-20
19431,274070,Annual,2022-05-20
19433,264295,Quarterly,2022-05-20
19446,273994,Annual,2022-05-21
19447,274631,Annual,2022-05-21
19448,264417,Monthly,2022-05-21
19451,274572,Annual,2022-05-21
19452,274639,Annual,2022-05-21
19454,271326,Annual,2022-05-21
19455,272504,Annual,2022-05-21
19457,274652,Annual,2022-05-21
19458,268857,Monthly,2022-05-21
19459,263934,Monthly,2022-05-21
19461,274498,Annual,2022-05-21
19462,261788,Monthly,2022-05-21
19463,274684,Annual,2022-05-22
19465,271557,Monthly,2022-05-22
19470,261212,Monthly,2022-05-22
19474,267824,Annual,2022-05-22
19479,270599,Monthly,2022-05-22
19480,270744,Monthly,2022-05-22
19482,270188,Monthly,2022-05-22
19483,274501,Monthly,2022-05-22
19484,274766,Annual,2022-05-23
19485,274779,Annual,2022-05-23
19486,274780,Annual,2022-05-23
19488,274798,Annual,2022-05-23
19489,274564,Annual,2022-05-23
19495,274630,Annual,2022-05-23
19496,274814,Annual,2022-05-23
19497,274825,Annual,2022-05-23
19498,271605,Annual,2022-05-23
19499,274838,Annual,2022-05-23
19500,274847,Annual,2022-05-23
19504,267498,Monthly,2022-05-24
19512,274908,Annual,2022-05-24
19514,274940,Annual,2022-05-24
19515,274951,Annual,2022-05-24
19520,274879,Annual,2022-05-25
19521,260929,Annual,2022-05-25
19523,274985,Annual,2022-05-25
19526,274904,Monthly,2022-05-25
19535,274996,Annual,2022-05-25
19537,271185,Annual,2022-05-25
19539,274958,Annual,2022-05-25
19541,268129,Monthly,2022-05-25
19542,272058,Annual,2022-05-25
19543,275049,Annual,2022-05-25
19544,275021,Annual,2022-05-25
19545,275050,Annual,2022-05-25
19546,267195,Monthly,2022-05-25
19547,274130,Annual,2022-05-25
19548,275056,Annual,2022-05-25
19549,264291,Monthly,2022-05-26
19552,274880,Annual,2022-05-26
19553,275069,Annual,2022-05-26
19556,275081,Annual,2022-05-26
19559,261491,Monthly,2022-05-26
19565,266811,Monthly,2022-05-26
19567,269959,Annual,2022-05-26
19568,270188,Annual,2022-05-26
19569,275113,Annual,2022-05-26
19570,265130,Monthly,2022-05-26
19571,275112,Annual,2022-05-26
19572,272027,Monthly,2022-05-26
19573,271664,Monthly,2022-05-26
19574,275126,Annual,2022-05-26
19575,271950,Monthly,2022-05-26
19576,275129,Annual,2022-05-26
19577,262821,Annual,2022-05-26
19578,274836,Monthly,2022-05-26
19581,264502,Monthly,2022-05-26
19583,275154,Annual,2022-05-27
19586,266395,Annual,2022-05-27
19587,274999,Annual,2022-05-27
19596,275103,Annual,2022-05-27
19602,262270,Annual,2022-05-27
19608,265250,Monthly,2022-05-27
19609,265110,Monthly,2022-05-27
19612,275246,Annual,2022-05-28
19613,272199,Monthly,2022-05-28
19614,271140,Annual,2022-05-28
19615,274681,Annual,2022-05-28
19622,261466,Monthly,2022-05-28
19638,261693,Annual,2022-05-28
19643,270393,Monthly,2022-05-28
19644,275273,Annual,2022-05-28
19645,275275,Annual,2022-05-28
19646,275277,Annual,2022-05-28
19647,275092,Annual,2022-05-28
19648,275276,Annual,2022-05-28
19649,272255,Monthly,2022-05-28
19650,263309,Annual,2022-05-28
19651,275292,Annual,2022-05-28
19652,275295,Annual,2022-05-28
19653,275282,Monthly,2022-05-28
19655,275293,Annual,2022-05-29
19663,275033,Annual,2022-05-29
19665,274645,Annual,2022-05-29
19666,275334,Annual,2022-05-29
19667,259860,Annual,2022-05-29
19668,275008,Annual,2022-05-29
19670,275343,Annual,2022-05-29
19671,275346,Annual,2022-05-29
19673,275347,Annual,2022-05-29
19676,275290,Annual,2022-05-29
19678,270928,Annual,2022-05-29
19679,267488,Annual,2022-05-29
19681,275286,Annual,2022-05-29
19682,275371,Annual,2022-05-29
19683,275373,Annual,2022-05-29
19685,275375,Annual,2022-05-29
19686,263456,Annual,2022-05-29
19690,267235,Annual,2022-05-30
19691,273936,Annual,2022-05-30
19692,275389,Monthly,2022-05-30
19693,271125,Annual,2022-05-30
19694,274861,Annual,2022-05-30
19696,275402,Annual,2022-05-30
19711,270509,Monthly,2022-05-30
19712,275412,Annual,2022-05-30
19714,274087,Annual,2022-05-30
19715,270183,Annual,2022-05-30
19717,259884,Annual,2022-05-30
19719,275438,Annual,2022-05-30
19720,275442,Annual,2022-05-30
19721,275444,Annual,2022-05-30
19722,274882,Annual,2022-05-30
19724,273992,Annual,2022-05-30
19725,275449,Annual,2022-05-30
19726,265906,Monthly,2022-05-30
19727,274906,Annual,2022-05-30
19729,274278,Annual,2022-05-30
19730,274901,Annual,2022-05-30
19731,275468,Annual,2022-05-30
19733,275479,Annual,2022-05-30
19735,275486,Annual,2022-05-31
19737,271856,Annual,2022-05-31
19738,258956,Monthly,2022-05-31
19739,275490,Annual,2022-05-31
19740,275163,Annual,2022-05-31
19741,274663,Annual,2022-05-31
19743,275498,Annual,2022-05-31
19744,275503,Annual,2022-05-31
19745,274050,Annual,2022-05-31
19746,275408,Annual,2022-05-31
19762,275510,Annual,2022-05-31
19763,275513,Annual,2022-05-31
19765,269937,Annual,2022-05-31
19767,275529,Annual,2022-05-31
19770,275470,Annual,2022-05-31
19771,275532,Annual,2022-05-31
19772,275533,Annual,2022-05-31
19773,271082,Annual,2022-05-31
19775,275100,Annual,2022-05-31
19777,275548,Annual,2022-05-31
19778,272586,Annual,2022-05-31
19779,275422,Annual,2022-05-31
19781,275554,Annual,2022-05-31
19782,275552,Annual,2022-05-31
19783,272965,Annual,2022-05-31
19784,275132,Annual,2022-05-31
19786,270009,Annual,2022-05-31
19788,275158,Monthly,2022-05-31
19789,275566,Annual,2022-05-31
19792,275413,Annual,2022-05-31
19795,271098,Annual,2022-05-31
19797,274611,Annual,2022-05-31
19798,275039,Monthly,2022-05-31
19800,275574,Annual,2022-05-31
19801,275362,Annual,2022-05-31
19803,274475,Annual,2022-05-31
19804,268178,Annual,2022-05-31
19805,275582,Annual,2022-05-31
19807,275148,Annual,2022-05-31
19808,272261,Annual,2022-05-31
19809,275583,Annual,2022-05-31
19811,275572,Annual,2022-05-31
19812,271114,Annual,2022-05-31
19813,275590,Annual,2022-05-31
19814,275591,Annual,2022-05-31
19816,275592,Annual,2022-06-01
19817,275571,Annual,2022-06-01
19818,275440,Annual,2022-06-01
19819,275593,Annual,2022-06-01
19821,275598,Annual,2022-06-01
19825,275589,Annual,2022-06-01
19826,271925,Annual,2022-06-01
19827,261004,Annual,2022-06-01
19828,275612,Annual,2022-06-01
19829,275629,Annual,2022-06-01
19830,275624,Annual,2022-06-01
19831,275637,Annual,2022-06-01
19833,275644,Annual,2022-06-01
19834,275457,Annual,2022-06-01
19835,275165,Annual,2022-06-01
19836,274746,Annual,2022-06-01
19837,275659,Annual,2022-06-01
19838,275518,Annual,2022-06-01
19839,275660,Annual,2022-06-01
19840,272570,Annual,2022-06-01
19841,275495,Annual,2022-06-01
19842,275664,Annual,2022-06-01
19843,275534,Annual,2022-06-01
19845,275516,Annual,2022-06-01
19847,275677,Annual,2022-06-01
19848,275253,Annual,2022-06-01
19849,275682,Annual,2022-06-01
19850,267090,Annual,2022-06-01
19851,275684,Annual,2022-06-01
19852,275689,Annual,2022-06-01
19853,267878,Annual,2022-06-01
19855,273671,Annual,2022-06-01
19858,275694,Annual,2022-06-01
19859,274994,Annual,2022-06-01
19878,272157,Monthly,2022-06-01
19880,275741,Annual,2022-06-01
19882,275757,Annual,2022-06-01
19884,265519,Monthly,2022-06-01
19901,276112,Annual,2022-06-02
19902,275788,Monthly,2022-06-02
19904,275992,Annual,2022-06-02
19905,275567,Monthly,2022-06-02
19912,262421,Monthly,2022-06-03
19928,272696,Monthly,2022-06-03
19930,270725,Monthly,2022-06-03
19931,276395,Monthly,2022-06-03
19932,276414,Monthly,2022-06-03
19933,276420,Annual,2022-06-03
19934,276232,Annual,2022-06-03
19935,272717,Monthly,2022-06-03
19936,275799,Annual,2022-06-03
19937,265176,Monthly,2022-06-04
19938,276479,Annual,2022-06-04
19939,276480,Annual,2022-06-04
19945,262677,Monthly,2022-06-04
19952,259258,Monthly,2022-06-04
19955,269570,Monthly,2022-06-04
19957,276510,Annual,2022-06-04
19958,276439,Monthly,2022-06-04
19959,276490,Monthly,2022-06-04
19960,276553,Annual,2022-06-04
19962,270633,Monthly,2022-06-04
19963,276562,Monthly,2022-06-04
19964,276383,Annual,2022-06-05
19972,269744,Monthly,2022-06-05
19973,265966,Monthly,2022-06-05
19975,276666,Annual,2022-06-05
19976,276671,Annual,2022-06-05
19978,265878,Monthly,2022-06-05
19979,269771,Monthly,2022-06-06
19980,266001,Monthly,2022-06-06
19986,262596,Monthly,2022-06-06
19988,276135,Annual,2022-06-06
19989,276783,Monthly,2022-06-06
19990,276784,Monthly,2022-06-06
19991,273017,Monthly,2022-06-06
19993,276829,Annual,2022-06-06
19995,276265,Monthly,2022-06-06
19997,269646,Monthly,2022-06-07
19998,269894,Monthly,2022-06-07
19999,273034,Monthly,2022-06-07
20002,272979,Monthly,2022-06-07
20003,269908,Monthly,2022-06-07
20005,276857,Annual,2022-06-07
20009,269981,Monthly,2022-06-07
20013,276932,Monthly,2022-06-07
20014,269653,Monthly,2022-06-07
20015,274460,Monthly,2022-06-07
20016,276130,Annual,2022-06-07
20017,270000,Monthly,2022-06-07
20018,263693,Monthly,2022-06-07
20019,275463,Monthly,2022-06-08
20020,272865,Monthly,2022-06-08
20021,259702,Monthly,2022-06-08
20029,276998,Annual,2022-06-08
20030,266402,Monthly,2022-06-08
20032,277078,Annual,2022-06-08
20033,266325,Monthly,2022-06-08
20034,277095,Annual,2022-06-08
20035,277099,Annual,2022-06-08
20036,269976,Monthly,2022-06-08
20037,272842,Monthly,2022-06-08
20044,276104,Annual,2022-06-09
20045,263076,Monthly,2022-06-09
20046,270175,Monthly,2022-06-09
20047,277063,Monthly,2022-06-09
20048,272596,Monthly,2022-06-09
20059,277182,Annual,2022-06-09
20060,277105,Annual,2022-06-09
20062,270042,Monthly,2022-06-09
20066,266455,Monthly,2022-06-09
20070,277271,Annual,2022-06-10
20074,259965,Monthly,2022-06-10
20081,277066,Annual,2022-06-10
20082,276938,Monthly,2022-06-10
20083,277328,Annual,2022-06-10
20084,261883,Monthly,2022-06-10
20086,266462,Monthly,2022-06-10
20088,276598,Annual,2022-06-11
20094,266788,Monthly,2022-06-11
20095,273423,Monthly,2022-06-11
20097,277410,Monthly,2022-06-11
20098,260833,Monthly,2022-06-11
20099,270103,Monthly,2022-06-11
20100,266894,Monthly,2022-06-12
20101,276781,Annual,2022-06-12
20102,270517,Monthly,2022-06-12
20109,277398,Annual,2022-06-12
20110,277499,Annual,2022-06-12
20111,276887,Annual,2022-06-12
20112,273695,Monthly,2022-06-12
20113,277521,Monthly,2022-06-12
20114,270460,Monthly,2022-06-12
20115,263104,Monthly,2022-06-12
20116,277556,Annual,2022-06-12
20117,277562,Monthly,2022-06-12
20118,277544,Annual,2022-06-12
20119,262260,Monthly,2022-06-13
20120,270616,Monthly,2022-06-13
20121,263483,Monthly,2022-06-13
20123,270648,Monthly,2022-06-13
20126,259996,Monthly,2022-06-13
20135,277285,Annual,2022-06-13
20136,270619,Monthly,2022-06-13
20138,277670,Annual,2022-06-13
20139,277557,Monthly,2022-06-13
