quiz_id,question_id,answer_id,answer_correct
295,420,1662,n
295,420,1663,n
295,420,1664,n
308,421,1665,y
308,421,1666,n
308,421,1667,n
308,421,1668,n
307,422,1669,n
307,422,1670,n
307,422,1671,n
307,422,1672,y
305,423,1673,y
305,423,1674,n
305,423,1675,n
305,423,1676,n
309,424,1677,n
309,424,1678,n
309,424,1679,n
309,424,1680,y
306,425,1681,y
306,425,1682,n
306,425,1683,n
306,425,1684,n
310,426,1685,n
310,426,1686,y
310,426,1687,n
310,426,1688,n
310,427,1689,n
310,427,1690,n
310,427,1691,n
310,427,1692,n
310,427,1693,n
310,427,1694,y
312,428,1695,y
312,428,1696,n
312,428,1697,n
312,428,1698,n
313,429,1699,n
313,429,1700,y
313,429,1701,n
313,429,1702,n
312,430,1703,n
312,430,1704,y
312,430,1705,n
312,430,1706,n
327,431,1707,n
327,431,1708,n
327,431,1709,n
327,431,1710,y
318,432,1711,y
318,432,1712,n
318,432,1713,n
318,432,1714,n
335,433,1715,n
335,433,1716,n
335,433,1717,n
335,433,1718,y
323,434,1719,n
323,434,1720,n
323,434,1721,y
323,434,1722,n
314,435,1723,n
314,435,1724,n
314,435,1725,n
314,435,1726,y
314,436,1727,y
314,436,1728,n
314,436,1729,n
314,436,1730,n
334,437,1731,n
334,437,1732,n
334,437,1733,n
334,437,1734,y
328,438,1735,n
328,438,1736,y
328,438,1737,n
328,438,1738,n
310,439,1739,n
310,439,1740,y
310,439,1741,n
310,439,1742,n
322,440,1743,y
322,440,1744,n
322,440,1745,n
322,440,1746,n
337,441,1747,n
337,441,1748,n
337,441,1749,y
337,441,1750,n
332,442,1751,n
332,442,1752,n
332,442,1753,y
332,442,1754,n
311,443,1755,n
311,443,1756,y
311,443,1757,n
311,443,1758,n
331,444,1759,n
331,444,1760,n
331,444,1761,y
331,444,1762,n
330,445,1763,n
330,445,1764,n
330,445,1765,n
330,445,1766,y
324,446,1767,n
324,446,1768,n
324,446,1769,n
324,446,1770,y
341,447,1771,n
341,447,1772,n
341,447,1773,n
341,447,1774,y
320,448,1775,n
320,448,1776,n
320,448,1777,y
320,448,1778,n
329,449,1779,y
329,449,1780,n
329,449,1781,n
329,449,1782,n
323,450,1783,n
323,450,1784,n
323,450,1785,n
323,450,1786,y
333,451,1787,n
333,451,1788,n
333,451,1789,n
333,451,1790,y
317,452,1791,n
317,452,1792,n
317,452,1793,y
317,452,1794,n
340,453,1795,n
340,453,1796,n
340,453,1797,n
340,453,1798,y
336,454,1799,y
336,454,1800,n
336,454,1801,n
336,454,1802,n
316,455,1803,y
316,455,1804,n
316,455,1805,n
316,455,1806,n
315,456,1807,n
315,456,1808,y
315,456,1809,n
315,456,1810,n
338,457,1811,n
338,457,1812,n
338,457,1813,n
338,457,1814,y
325,458,1815,n
325,458,1816,n
325,458,1817,n
325,458,1818,y
346,459,1819,y
346,459,1820,n
346,459,1821,n
346,459,1822,n
319,460,1823,n
319,460,1824,n
319,460,1825,n
319,460,1826,y
321,461,1827,y
321,461,1828,n
321,461,1829,n
321,461,1830,n
349,462,1831,n
349,462,1832,n
349,462,1833,n
349,462,1834,y
354,463,1835,n
354,463,1836,n
354,463,1837,y
354,463,1838,n
343,464,1839,n
343,464,1840,y
343,464,1841,n
343,464,1842,n
339,465,1843,y
339,465,1844,n
339,465,1845,n
339,465,1846,n
356,466,1847,y
356,466,1848,n
356,466,1849,n
356,466,1850,n
355,467,1851,n
355,467,1852,n
355,467,1853,y
355,467,1854,n
350,468,1855,y
350,468,1856,n
350,468,1857,n
350,468,1858,n
342,469,1859,y
342,469,1860,n
342,469,1861,n
342,469,1862,n
344,470,1863,n
344,470,1864,y
344,470,1865,n
344,470,1866,n
347,471,1867,n
347,471,1868,n
347,471,1869,y
347,471,1870,n
348,472,1871,n
348,472,1872,n
348,472,1873,n
348,472,1874,y
326,473,1875,y
326,473,1876,n
326,473,1877,n
326,473,1878,n
359,474,1879,n
359,474,1880,y
359,474,1881,n
359,474,1882,n
352,475,1883,n
352,475,1884,y
352,475,1885,n
352,475,1886,n
353,476,1887,n
353,476,1888,n
353,476,1889,n
353,476,1890,y
364,477,1891,n
364,477,1892,n
364,477,1893,y
364,477,1894,n
361,478,1895,n
361,478,1896,n
361,478,1897,y
361,478,1898,n
358,479,1899,n
358,479,1900,n
358,479,1901,n
358,479,1902,y
362,480,1903,n
362,480,1904,n
362,480,1905,y
362,480,1906,n
368,481,1907,n
368,481,1908,n
368,481,1909,y
368,481,1910,n
345,482,1911,y
345,482,1912,n
345,482,1913,n
345,482,1914,n
360,483,1915,n
360,483,1916,n
360,483,1917,n
360,483,1918,y
366,484,1919,y
366,484,1920,n
366,484,1921,n
366,484,1922,n
367,485,1923,n
367,485,1924,n
367,485,1925,y
367,485,1926,n
365,486,1927,n
365,486,1928,n
365,486,1929,y
365,486,1930,n
351,487,1931,n
351,487,1932,n
351,487,1933,n
351,487,1934,y
357,488,1935,y
357,488,1936,n
357,488,1937,n
357,488,1938,n
363,489,1939,y
363,489,1940,n
363,489,1941,n
363,489,1942,n
370,490,1943,n
370,490,1944,y
370,491,1945,y
370,491,1946,n
370,491,1947,n
370,491,1948,n
370,492,1949,n
370,492,1950,n
370,492,1951,y
370,492,1952,n
369,493,1953,y
369,493,1954,n
369,493,1955,n
369,493,1956,n
370,494,1957,n
370,494,1958,y
370,495,1959,n
370,495,1960,y
369,496,1961,n
369,496,1962,y
369,496,1963,n
369,496,1964,n
369,497,1965,n
369,497,1966,y
370,498,1967,n
370,498,1968,y
369,499,1969,y
369,499,1970,n
369,500,1971,n
369,500,1972,y
369,501,1973,n
369,501,1974,y
369,501,1975,n
369,501,1976,n
372,502,1977,y
372,502,1978,n
372,502,1979,n
373,503,1980,n
373,503,1981,y
373,504,1982,n
373,504,1983,y
373,504,1984,n
372,505,1985,n
372,505,1986,y
372,505,1987,n
373,506,1988,n
373,506,1989,n
373,506,1990,y
372,507,1991,n
372,507,1992,y
372,507,1993,n
373,508,1994,n
373,508,1995,y
373,508,1996,n
372,509,1997,n
372,509,1998,n
372,509,1999,y
371,510,2000,n
371,510,2001,y
371,511,2002,n
371,511,2003,y
372,512,2004,y
372,512,2005,n
372,512,2006,n
371,513,2007,y
371,513,2008,n
371,514,2009,y
371,514,2010,n
374,515,2011,n
374,515,2012,y
374,515,2013,n
374,515,2014,n
381,516,2015,n
381,516,2016,n
381,516,2017,y
381,516,2018,n
377,517,2019,n
377,517,2020,n
377,517,2021,y
377,517,2022,n
374,518,2023,n
374,518,2024,y
374,518,2025,n
374,518,2026,n
374,519,2027,n
374,519,2028,y
377,520,2029,n
377,520,2030,y
377,520,2031,n
377,521,2032,y
377,521,2033,n
377,521,2034,n
379,522,2035,y
379,522,2036,n
379,522,2037,n
379,522,2038,n
376,523,2039,n
376,523,2040,n
376,523,2041,y
376,523,2042,n
375,524,2043,n
375,524,2044,y
375,524,2045,n
375,524,2046,n
376,525,2047,n
376,525,2048,y
376,525,2049,n
376,525,2050,n
386,526,2051,y
386,526,2052,n
386,526,2053,n
386,526,2054,n
379,527,2055,y
379,527,2056,n
379,527,2057,n
379,527,2058,n
386,528,2059,n
386,528,2060,n
386,528,2061,n
386,528,2062,y
386,529,2063,n
386,529,2064,n
386,529,2065,y
386,529,2066,n
378,530,2067,n
378,530,2068,n
378,530,2069,n
378,530,2070,y
376,531,2071,n
376,531,2072,y
374,532,2073,n
374,532,2074,y
380,533,2075,n
380,533,2076,n
380,533,2077,y
380,533,2078,n
384,534,2079,n
384,534,2080,y
380,535,2081,n
380,535,2082,y
380,535,2083,n
380,535,2084,n
385,536,2085,y
385,536,2086,n
385,536,2087,n
385,536,2088,n
384,537,2089,n
384,537,2090,y
384,537,2091,n
384,537,2092,n
384,538,2093,n
384,538,2094,y
384,538,2095,n
384,538,2096,n
380,539,2097,n
380,539,2098,y
380,539,2099,n
384,540,2100,n
384,540,2101,y
387,541,2102,n
387,541,2103,n
387,541,2104,y
387,541,2105,n
383,542,2106,n
383,542,2107,y
383,542,2108,n
383,542,2109,n
387,543,2110,n
387,543,2111,y
387,543,2112,n
387,543,2113,n
385,544,2114,n
385,544,2115,n
385,544,2116,n
385,544,2117,y
385,545,2118,n
385,545,2119,n
385,545,2120,n
385,545,2121,y
388,546,2122,y
388,546,2123,n
388,546,2124,n
388,546,2125,n
382,547,2126,n
382,547,2127,n
382,547,2128,y
382,547,2129,n
382,548,2130,n
382,548,2131,y
382,548,2132,n
382,548,2133,n
383,549,2134,n
383,549,2135,n
383,549,2136,y
383,549,2137,n
383,550,2138,y
383,550,2139,n
383,550,2140,n
383,550,2141,n
388,551,2142,n
388,551,2143,n
388,551,2144,y
388,551,2145,n
385,552,2146,n
385,552,2147,y
385,552,2148,n
385,552,2149,n
388,553,2150,n
388,553,2151,n
388,553,2152,y
388,553,2153,n
392,554,2154,n
392,554,2155,n
392,554,2156,y
392,554,2157,n
392,555,2158,n
392,555,2159,y
392,555,2160,n
392,556,2161,y
392,556,2162,n
392,556,2163,n
396,557,2164,n
396,557,2165,n
396,557,2166,y
396,557,2167,n
395,558,2168,n
395,558,2169,y
395,558,2170,n
395,559,2171,n
395,559,2172,y
395,559,2173,n
395,559,2174,n
395,560,2175,n
395,560,2176,n
395,560,2177,y
395,560,2178,n
391,561,2179,n
391,561,2180,n
391,561,2181,y
391,561,2182,n
398,562,2183,n
398,562,2184,y
398,562,2185,n
398,562,2186,n
401,563,2187,y
401,563,2188,n
401,563,2189,n
401,563,2190,n
401,564,2191,n
401,564,2192,n
401,564,2193,n
401,564,2194,y
390,565,2195,n
390,565,2196,y
390,565,2197,n
390,565,2198,n
398,566,2199,y
398,566,2200,n
398,566,2201,n
398,566,2202,n
391,567,2203,n
391,567,2204,y
393,568,2205,n
393,568,2206,n
393,568,2207,n
393,568,2208,y
391,569,2209,n
391,569,2210,y
391,569,2211,n
391,569,2212,n
401,570,2213,n
401,570,2214,n
401,570,2215,y
401,570,2216,n
402,571,2217,n
402,571,2218,n
402,571,2219,y
402,571,2220,n
402,572,2221,n
402,572,2222,y
402,572,2223,n
402,572,2224,n
399,573,2225,n
399,573,2226,y
399,573,2227,n
399,573,2228,n
399,574,2229,n
399,574,2230,y
399,575,2231,n
399,575,2232,y
399,575,2233,n
399,575,2234,n
398,576,2235,n
398,576,2236,n
398,576,2237,y
398,576,2238,n
399,577,2239,n
399,577,2240,y
397,578,2241,n
397,578,2242,y
397,578,2243,n
397,578,2244,n
394,579,2245,y
394,579,2246,n
394,579,2247,n
394,579,2248,n
403,580,2249,y
403,580,2250,n
403,580,2251,n
403,580,2252,n
394,581,2253,y
394,581,2254,n
394,581,2255,n
394,581,2256,n
403,582,2257,n
403,582,2258,n
403,582,2259,y
403,582,2260,n
397,583,2261,n
397,583,2262,n
397,583,2263,y
397,583,2264,n
403,584,2265,n
403,584,2266,n
403,584,2267,y
403,584,2268,n
400,585,2269,y
400,585,2270,n
400,585,2271,n
400,585,2272,n
400,586,2273,n
400,586,2274,n
400,586,2275,n
400,586,2276,y
400,587,2277,n
400,587,2278,y
400,587,2279,n
400,587,2280,n
400,588,2281,n
400,588,2282,n
400,588,2283,n
400,588,2284,y
389,589,2285,n
389,589,2286,y
389,589,2287,n
389,589,2288,n
389,590,2289,n
389,590,2290,y
389,591,2291,n
389,591,2292,y
389,591,2293,n
389,591,2294,n
389,592,2295,n
389,592,2296,y
406,593,2297,n
406,593,2298,y
406,593,2299,n
406,593,2300,n
407,594,2301,y
407,594,2302,n
407,594,2303,n
407,594,2304,n
404,595,2305,n
404,595,2306,y
404,595,2307,n
404,595,2308,n
407,596,2309,n
407,596,2310,y
407,596,2311,n
407,596,2312,n
404,597,2313,y
404,597,2314,n
404,597,2315,n
404,597,2316,n
405,598,2317,n
405,598,2318,n
405,598,2319,y
405,598,2320,n
405,599,2321,n
405,599,2322,n
405,599,2323,n
405,599,2324,y
408,600,2325,y
408,600,2326,n
408,600,2327,n
408,600,2328,n
408,601,2329,n
408,601,2330,y
408,601,2331,n
408,601,2332,n
408,602,2333,y
408,602,2334,n
408,602,2335,n
408,602,2336,n
408,603,2337,n
408,603,2338,n
408,603,2339,n
408,603,2340,y
404,604,2341,n
404,604,2342,n
404,604,2343,y
404,604,2344,n
408,605,2345,n
408,605,2346,n
408,605,2347,y
408,605,2348,n
405,606,2349,n
405,606,2350,n
405,606,2351,y
405,606,2352,n
408,607,2353,n
408,607,2354,y
408,607,2355,n
408,607,2356,n
408,607,2357,n
404,608,2358,n
404,608,2359,n
404,608,2360,n
404,608,2361,y
405,609,2362,y
405,609,2363,n
405,609,2364,n
405,609,2365,n
404,610,2366,n
404,610,2367,n
404,610,2368,n
404,610,2369,y
411,611,2370,y
411,611,2371,n
411,611,2372,n
411,611,2373,n
411,612,2374,n
411,612,2375,n
411,612,2376,n
411,612,2377,y
416,613,2378,n
416,613,2379,n
416,613,2380,y
416,613,2381,n
412,614,2382,n
412,614,2383,n
412,614,2384,n
412,614,2385,y
416,615,2386,y
416,615,2387,n
416,615,2388,n
416,615,2389,n
413,616,2390,n
413,616,2391,n
413,616,2392,n
413,616,2393,y
411,617,2394,n
411,617,2395,y
411,617,2396,n
411,617,2397,n
409,618,2398,n
409,618,2399,n
409,618,2400,y
409,618,2401,n
413,619,2402,n
413,619,2403,n
413,619,2404,n
413,619,2405,y
412,620,2406,n
412,620,2407,n
412,620,2408,y
412,620,2409,n
409,621,2410,n
409,621,2411,y
409,621,2412,n
409,621,2413,n
413,622,2414,n
413,622,2415,n
413,622,2416,n
413,622,2417,y
410,623,2418,y
410,623,2419,n
410,623,2420,n
410,623,2421,n
414,624,2422,n
414,624,2423,y
414,624,2424,n
414,624,2425,n
415,625,2426,n
415,625,2427,n
415,625,2428,n
415,625,2429,y
414,626,2430,n
414,626,2431,n
414,626,2432,n
414,626,2433,y
426,627,2434,n
426,627,2435,n
426,627,2436,n
426,627,2437,y
426,628,2438,n
426,628,2439,y
426,628,2440,n
426,628,2441,n
418,629,2442,n
418,629,2443,n
418,629,2444,y
418,629,2445,n
419,630,2446,n
419,630,2447,y
419,630,2448,n
419,630,2449,n
421,631,2450,n
421,631,2451,n
421,631,2452,y
421,631,2453,n
427,632,2454,y
427,632,2455,n
427,632,2456,n
427,632,2457,n
423,633,2458,n
423,633,2459,y
423,633,2460,n
423,633,2461,n
423,634,2462,n
423,634,2463,n
423,634,2464,n
423,634,2465,y
423,635,2466,n
423,635,2467,n
423,635,2468,n
423,635,2469,y
420,636,2470,n
420,636,2471,n
420,636,2472,n
420,636,2473,y
427,637,2474,n
427,637,2475,n
427,637,2476,y
427,637,2477,n
427,638,2478,n
427,638,2479,y
427,638,2480,n
427,638,2481,n
422,639,2482,y
422,639,2483,n
422,639,2484,n
422,639,2485,n
424,640,2486,n
424,640,2487,y
424,640,2488,n
424,640,2489,n
424,641,2490,n
424,641,2491,n
424,641,2492,n
424,641,2493,y
424,642,2494,n
424,642,2495,n
424,642,2496,n
424,642,2497,y
425,643,2498,n
425,643,2499,n
425,643,2500,y
425,643,2501,n
425,644,2502,n
425,644,2503,y
425,644,2504,n
425,644,2505,n
417,645,2506,y
417,645,2507,n
417,645,2508,n
417,645,2509,n
428,646,2510,n
428,646,2511,n
428,646,2512,y
428,646,2513,n
430,647,2514,y
430,647,2515,n
430,647,2516,n
430,647,2517,n
430,648,2518,n
430,648,2519,n
430,648,2520,y
430,648,2521,n
431,649,2522,n
431,649,2523,n
431,649,2524,n
431,649,2525,y
431,650,2526,y
431,650,2527,n
431,650,2528,n
431,650,2529,n
431,651,2530,n
431,651,2531,y
431,651,2532,n
431,651,2533,n
435,652,2534,n
435,652,2535,n
435,652,2536,y
435,652,2537,n
435,653,2538,n
435,653,2539,n
435,653,2540,y
435,653,2541,n
432,654,2542,y
432,654,2543,n
432,654,2544,n
432,654,2545,n
429,655,2546,n
429,655,2547,n
429,655,2548,y
429,655,2549,n
434,656,2550,n
434,656,2551,n
434,656,2552,n
434,656,2553,y
434,657,2554,n
434,657,2555,n
434,657,2556,y
434,657,2557,n
434,658,2558,y
434,658,2559,n
434,658,2560,n
434,658,2561,n
433,659,2562,n
433,659,2563,y
433,659,2564,n
433,659,2565,n
438,660,2566,n
438,660,2567,n
438,660,2568,y
438,660,2569,n
444,661,2570,n
444,661,2571,n
444,661,2572,n
444,661,2573,y
437,662,2574,n
437,662,2575,y
437,662,2576,n
437,662,2577,n
440,663,2578,n
440,663,2579,y
440,663,2580,n
440,663,2581,n
449,664,2582,n
449,664,2583,n
449,664,2584,n
449,664,2585,y
446,665,2586,y
446,665,2587,n
446,665,2588,n
446,665,2589,n
442,666,2590,n
442,666,2591,n
442,666,2592,y
442,666,2593,n
436,667,2594,n
436,667,2595,y
436,667,2596,n
436,667,2597,n
441,668,2598,n
441,668,2599,n
441,668,2600,y
441,668,2601,n
448,669,2602,n
448,669,2603,n
448,669,2604,y
448,669,2605,n
439,670,2606,n
439,670,2607,y
439,670,2608,n
439,670,2609,n
453,671,2610,n
453,671,2611,n
453,671,2612,y
453,671,2613,n
445,672,2614,n
445,672,2615,y
445,672,2616,n
445,672,2617,n
454,673,2618,y
454,673,2619,n
454,673,2620,n
454,673,2621,n
447,674,2622,n
447,674,2623,n
447,674,2624,y
447,674,2625,n
450,675,2626,n
450,675,2627,y
450,675,2628,n
450,675,2629,n
443,676,2630,n
443,676,2631,n
443,676,2632,y
443,676,2633,n
451,677,2634,n
451,677,2635,n
451,677,2636,n
451,677,2637,y
452,678,2638,n
452,678,2639,n
452,678,2640,n
452,678,2641,y
455,679,2642,n
455,679,2643,y
455,679,2644,n
455,679,2645,n
467,680,2646,n
467,680,2647,n
467,680,2648,y
467,680,2649,n
467,681,2650,n
467,681,2651,y
467,681,2652,n
467,681,2653,n
462,682,2654,n
462,682,2655,n
462,682,2656,y
462,682,2657,n
456,683,2658,n
456,683,2659,y
456,683,2660,n
456,683,2661,n
472,684,2662,y
472,684,2663,n
472,684,2664,n
472,684,2665,n
466,685,2666,y
466,685,2667,n
466,685,2668,n
466,685,2669,n
459,686,2670,y
459,686,2671,n
459,686,2672,n
459,686,2673,n
465,687,2674,n
465,687,2675,y
465,687,2676,n
465,687,2677,n
474,688,2678,n
474,688,2679,y
474,688,2680,n
474,688,2681,n
475,689,2682,n
475,689,2683,n
475,689,2684,n
475,689,2685,y
469,690,2686,n
469,690,2687,n
469,690,2688,y
469,690,2689,n
463,691,2690,n
463,691,2691,n
463,691,2692,n
463,691,2693,y
478,692,2694,n
478,692,2695,n
478,692,2696,y
478,692,2697,n
460,693,2698,y
460,693,2699,n
460,693,2700,n
460,693,2701,n
470,694,2702,n
470,694,2703,y
470,694,2704,n
470,694,2705,n
473,695,2706,n
473,695,2707,n
473,695,2708,y
473,695,2709,n
460,696,2710,n
460,696,2711,y
460,696,2712,n
460,696,2713,n
471,697,2714,n
471,697,2715,n
471,697,2716,y
471,697,2717,n
468,698,2718,y
468,698,2719,n
468,698,2720,n
468,698,2721,n
459,699,2722,n
459,699,2723,y
459,699,2724,n
459,699,2725,n
458,700,2726,n
458,700,2727,y
458,700,2728,n
458,700,2729,n
476,701,2730,n
476,701,2731,n
476,701,2732,y
476,701,2733,n
461,702,2734,n
461,702,2735,n
461,702,2736,y
461,702,2737,n
479,703,2738,n
479,703,2739,n
479,703,2740,n
479,703,2741,y
457,704,2742,y
457,704,2743,n
457,704,2744,n
457,704,2745,n
477,705,2746,n
477,705,2747,y
477,705,2748,n
477,705,2749,n
457,706,2750,n
457,706,2751,y
457,706,2752,n
457,706,2753,n
483,707,2754,n
483,707,2755,n
483,707,2756,y
464,708,2757,n
464,708,2758,n
464,708,2759,y
464,708,2760,n
480,709,2761,n
480,709,2762,n
480,709,2763,n
480,709,2764,y
481,710,2765,n
481,710,2766,y
481,710,2767,n
481,710,2768,n
456,711,2769,y
456,711,2770,n
456,711,2771,n
456,711,2772,n
482,712,2773,n
482,712,2774,n
482,712,2775,y
482,712,2776,n
458,713,2777,y
458,713,2778,n
458,713,2779,n
458,713,2780,n
484,714,2781,y
484,714,2782,n
487,715,2783,y
487,715,2784,n
487,715,2785,n
487,715,2786,n
485,716,2787,n
485,716,2788,y
486,717,2789,n
486,717,2790,n
486,717,2791,y
486,717,2792,n
485,718,2793,y
485,718,2794,n
486,719,2795,n
486,719,2796,n
486,719,2797,y
486,719,2798,n
488,720,2799,n
488,720,2800,y
488,720,2801,n
488,720,2802,n
489,721,2803,y
489,721,2804,n
489,721,2805,n
488,722,2806,n
488,722,2807,n
488,722,2808,n
488,722,2809,y
488,723,2810,y
488,723,2811,n
488,723,2812,n
488,723,2813,n
490,724,2814,y
490,724,2815,n
490,724,2816,n
490,724,2817,n
491,725,2818,n
491,725,2819,n
491,725,2820,n
491,725,2821,y
492,726,2822,n
492,726,2823,n
492,726,2824,y
492,726,2825,n
493,727,2826,n
493,727,2827,y
493,727,2828,n
493,727,2829,n
493,728,2830,n
493,728,2831,y
493,728,2832,n
493,728,2833,n
493,729,2834,n
493,729,2835,y
493,729,2836,n
493,729,2837,n
491,730,2838,n
491,730,2839,n
491,730,2840,y
491,730,2841,n
495,731,2842,y
495,731,2843,n
494,732,2844,n
494,732,2845,n
494,732,2846,y
494,732,2847,n
498,733,2848,n
498,733,2849,n
498,733,2850,n
498,733,2851,y
497,734,2852,n
497,734,2853,n
497,734,2854,n
497,734,2855,y
496,735,2856,y
496,735,2857,n
496,735,2858,n
496,735,2859,n
498,736,2860,n
498,736,2861,n
498,736,2862,n
498,736,2863,y
499,737,2864,y
499,737,2865,n
499,737,2866,n
499,737,2867,n
495,738,2868,n
495,738,2869,n
495,738,2870,y
495,738,2871,n
248,739,2872,n
248,739,2873,n
248,739,2874,y
248,739,2875,n
248,740,2876,n
248,740,2877,n
248,740,2878,y
248,740,2879,n
279,368,2888,n
279,368,2889,n
279,368,2890,n
279,368,2891,y
279,353,2892,n
279,353,2893,y
279,353,2894,n
279,353,2895,n
279,741,2896,n
279,741,2897,n
279,741,2898,y
279,741,2899,n
275,742,2900,n
275,742,2901,n
275,742,2902,y
275,742,2903,n
48,77,2904,n
48,77,2905,y
48,77,2906,n
48,77,2907,n
48,78,2908,n
48,78,2909,y
48,78,2910,n
48,78,2911,n
48,81,2912,n
48,81,2913,n
48,81,2914,n
48,81,2915,y
48,743,2916,y
48,743,2917,n
48,743,2918,n
48,743,2919,n
48,744,2920,y
48,744,2921,n
48,744,2922,n
48,744,2923,n
183,745,2924,n
183,745,2925,n
183,745,2926,y
183,745,2927,n
48,746,2932,n
48,746,2933,y
48,746,2934,n
48,746,2935,n
48,747,2936,n
48,747,2937,n
48,747,2938,n
48,747,2939,y
48,748,2940,n
48,748,2941,y
48,748,2942,n
48,748,2943,n
48,749,2944,y
48,749,2945,n
48,749,2946,n
48,749,2947,n
48,750,2948,n
48,750,2949,y
48,750,2950,n
48,750,2951,n
48,751,2952,y
48,751,2953,n
48,751,2954,n
48,751,2955,n
48,752,2956,n
48,752,2957,y
48,752,2958,n
48,752,2959,n
48,753,2960,y
48,753,2961,n
48,753,2962,n
48,753,2963,n
48,754,2964,n
48,754,2965,n
48,754,2966,n
48,754,2967,y
279,755,2972,n
279,755,2973,n
279,755,2974,y
279,755,2975,n
279,756,2976,n
279,756,2977,y
279,756,2978,n
279,756,2979,n
279,757,2980,n
279,757,2981,n
279,757,2982,n
279,757,2983,y
275,758,2984,y
275,758,2985,n
275,758,2986,n
275,758,2987,n
275,759,2988,n
275,759,2989,n
275,759,2990,y
275,759,2991,n
48,760,2992,n
48,760,2993,y
48,760,2994,n
48,760,2995,n
48,761,2996,y
48,761,2997,n
48,761,2998,n
48,761,2999,n
48,762,3000,n
48,762,3001,y
48,762,3002,n
48,762,3003,n
48,763,3004,n
48,763,3005,n
48,763,3006,n
48,763,3007,y
48,764,3008,y
48,764,3009,n
48,764,3010,n
48,764,3011,n
457,765,3012,n
457,765,3013,y
457,765,3014,n
457,765,3015,n
457,766,3016,n
457,766,3017,n
457,766,3018,y
457,766,3019,n
459,767,3020,n
459,767,3021,n
459,767,3022,n
459,767,3023,y
460,768,3024,y
460,768,3025,n
460,768,3026,n
460,768,3027,n
459,769,3028,n
459,769,3029,n
459,769,3030,n
459,769,3031,y
460,770,3032,n
460,770,3033,n
460,770,3034,n
460,770,3035,y
460,771,3036,n
460,771,3037,y
460,771,3038,n
460,771,3039,n
458,772,3040,n
458,772,3041,y
458,772,3042,n
458,772,3043,n
276,773,3044,n
276,773,3045,n
276,773,3046,n
276,773,3047,y
276,774,3048,n
276,774,3049,n
276,774,3050,n
276,774,3051,y
279,775,3052,n
279,775,3053,n
279,775,3054,n
279,775,3055,y
161,776,3056,y
161,776,3057,n
161,776,3058,n
161,776,3059,n
296,777,3060,n
296,777,3061,n
296,777,3062,n
296,777,3063,y
168,778,3064,n
168,778,3065,y
168,778,3066,n
168,778,3067,n
168,779,3068,n
168,779,3069,y
168,779,3070,n
168,779,3071,n
228,780,3072,y
228,780,3073,n
228,780,3074,n
228,780,3075,n
540,781,3076,n
540,781,3077,n
540,781,3078,y
540,781,3079,n
540,782,3080,y
540,782,3081,n
540,782,3082,n
540,782,3083,n
540,783,3084,n
540,783,3085,n
540,783,3086,n
540,783,3087,y
539,784,3088,n
539,784,3089,y
539,784,3090,n
539,784,3091,n
539,784,3092,n
538,785,3093,n
538,785,3094,n
538,785,3095,y
538,785,3096,n
537,786,3097,n
537,786,3098,n
537,786,3099,y
537,786,3100,n
49,787,3101,n
49,787,3102,n
49,787,3103,y
49,787,3104,n
541,788,3105,n
541,788,3106,n
541,788,3107,y
541,788,3108,n
539,789,3109,y
539,789,3110,n
539,789,3111,n
539,789,3112,n
442,790,3113,y
442,790,3114,n
442,790,3115,n
442,790,3116,n
195,791,3117,n
195,791,3118,n
195,791,3119,n
195,791,3120,y
195,792,3121,n
195,792,3122,n
195,792,3123,n
195,792,3124,y
159,793,3125,n
159,793,3126,n
159,793,3127,y
159,793,3128,n
159,794,3129,n
159,794,3130,n
159,794,3131,n
159,794,3132,y
183,795,3133,n
183,795,3134,n
183,795,3135,y
183,795,3136,n
537,796,3137,n
537,796,3138,n
537,796,3139,y
537,796,3140,n
539,797,3141,n
539,797,3142,y
539,797,3143,n
539,797,3144,n
44,798,3145,n
44,798,3146,n
44,798,3147,n
44,798,3148,n
44,798,3149,y
49,799,3150,n
49,799,3151,y
49,799,3152,n
49,799,3153,n
195,800,3154,n
195,800,3155,n
195,800,3156,n
195,800,3157,y
436,801,3158,n
436,801,3159,y
436,801,3160,n
436,801,3161,n
438,802,3162,n
438,802,3163,n
438,802,3164,y
438,802,3165,n
439,803,3166,n
439,803,3167,y
439,803,3168,n
439,803,3169,n
442,804,3170,y
442,804,3171,n
442,804,3172,n
442,804,3173,n
444,805,3174,n
444,805,3175,n
444,805,3176,n
444,805,3177,y
446,806,3178,y
446,806,3179,n
446,806,3180,n
446,806,3181,n
447,807,3182,n
447,807,3183,n
447,807,3184,y
447,807,3185,n
448,808,3186,n
448,808,3187,n
448,808,3188,y
448,808,3189,n
449,809,3190,n
449,809,3191,n
449,809,3192,n
449,809,3193,y
450,810,3194,n
450,810,3195,y
450,810,3196,n
450,810,3197,n
451,811,3198,n
451,811,3199,n
451,811,3200,n
451,811,3201,y
452,812,3202,n
452,812,3203,n
452,812,3204,n
452,812,3205,y
453,813,3206,n
453,813,3207,n
453,813,3208,y
453,813,3209,n
454,814,3210,y
454,814,3211,n
454,814,3212,n
454,814,3213,n
455,815,3214,n
455,815,3215,y
455,815,3216,n
455,815,3217,n
241,816,3218,n
241,816,3219,n
241,816,3220,y
241,816,3221,n
242,817,3222,n
242,817,3223,n
242,817,3224,y
242,817,3225,n
27,818,3226,n
27,818,3227,y
27,818,3228,n
27,818,3229,n
27,819,3230,n
