course_id,student_id,course_rating,date_rated
7,279428,5,2022-07-30
7,279458,5,2022-06-27
7,279468,5,2022-06-28
24,279468,5,2022-07-10
2,279482,5,2022-09-25
3,279482,5,2022-09-24
12,279482,5,2022-10-03
13,279482,5,2022-09-30
16,279482,5,2022-10-03
21,279482,5,2022-07-11
23,279482,5,2022-09-01
24,279482,5,2022-07-31
39,279482,5,2022-09-30
42,279482,5,2022-09-27
46,279482,5,2022-09-27
7,279508,5,2022-07-16
14,279508,5,2022-08-27
21,279508,5,2022-08-13
23,279508,5,2022-07-29
14,279535,5,2022-08-16
7,279537,5,2022-07-27
42,279537,5,2022-07-24
7,279562,5,2022-08-16
14,279562,5,2022-09-19
16,279562,5,2022-09-08
21,279562,5,2022-09-05
7,279597,5,2022-09-04
7,279615,5,2022-06-29
29,279680,5,2022-06-30
22,279726,5,2022-08-15
3,279738,5,2022-08-02
7,279738,5,2022-06-29
12,279738,4,2022-07-19
13,279738,4,2022-07-09
21,279738,4,2022-07-15
23,279738,4,2022-07-08
28,279738,3,2022-07-28
35,279738,3,2022-08-05
42,279738,3,2022-07-06
7,279766,5,2022-06-30
7,279768,5,2022-06-30
7,279784,5,2022-06-30
7,279787,5,2022-06-30
33,279802,5,2022-07-14
7,279862,5,2022-07-06
23,279862,5,2022-07-06
13,279874,5,2022-08-17
23,279874,5,2022-08-15
55,279874,5,2022-08-15
7,279881,5,2022-07-03
37,279907,5,2022-07-01
7,279908,5,2022-07-01
37,279986,2,2022-07-11
7,280019,5,2022-07-03
21,280019,5,2022-10-19
35,280034,4,2022-07-02
7,280049,5,2022-07-02
30,280059,5,2022-07-05
21,280061,5,2022-07-09
2,280114,5,2022-07-02
2,280121,4,2022-10-08
7,280121,5,2022-07-06
13,280121,4,2022-08-12
14,280121,5,2022-09-27
20,280121,5,2022-08-03
21,280121,5,2022-09-07
23,280121,5,2022-07-19
26,280121,5,2022-10-12
30,280121,5,2022-08-23
35,280121,5,2022-07-19
39,280121,5,2022-08-17
42,280121,5,2022-07-25
46,280121,5,2022-07-11
7,280126,5,2022-07-04
43,280142,3,2022-07-03
48,280148,3,2022-09-23
23,280152,5,2022-08-15
7,280155,5,2022-07-03
23,280159,5,2022-07-04
21,280162,5,2022-07-04
7,280168,5,2022-07-08
29,280178,5,2022-07-10
35,280193,5,2022-08-07
4,280207,4,2022-07-25
11,280207,5,2022-07-22
13,280207,5,2022-07-17
23,280207,5,2022-07-17
39,280207,5,2022-07-17
13,280216,5,2022-08-16
39,280216,5,2022-08-17
7,280233,5,2022-07-05
24,280233,5,2022-07-27
23,280243,5,2022-08-15
7,280248,4,2022-07-04
2,280249,3,2022-07-29
7,280249,5,2022-07-12
13,280249,5,2022-07-19
20,280249,5,2022-07-25
21,280249,5,2022-07-23
22,280249,5,2022-07-25
23,280249,4,2022-07-19
25,280249,5,2022-10-09
39,280249,5,2022-07-20
42,280249,4,2022-07-14
46,280249,4,2022-07-17
7,280324,5,2022-07-06
16,280324,5,2022-08-08
21,280324,5,2022-07-10
24,280324,5,2022-08-05
30,280324,5,2022-07-13
42,280324,5,2022-07-08
7,280327,5,2022-07-05
7,280330,5,2022-10-05
44,280345,5,2022-10-02
21,280372,5,2022-09-20
23,280372,5,2022-08-31
35,280372,5,2022-08-18
7,280379,5,2022-07-11
14,280379,5,2022-08-22
35,280379,5,2022-07-18
42,280379,5,2022-08-31
46,280379,5,2022-09-28
7,280392,5,2022-07-05
7,280412,5,2022-07-13
7,280430,5,2022-07-06
7,280481,5,2022-07-06
42,280489,4,2022-07-06
42,280516,5,2022-07-07
42,280548,3,2022-07-13
7,280570,5,2022-07-06
7,280581,5,2022-07-06
42,280581,5,2022-07-06
21,280611,2,2022-09-23
2,280613,5,2022-09-01
7,280613,5,2022-07-17
11,280613,5,2022-09-15
13,280613,5,2022-08-10
14,280613,5,2022-08-30
16,280613,5,2022-09-05
21,280613,5,2022-08-14
22,280613,5,2022-08-15
23,280613,5,2022-08-06
24,280613,5,2022-08-18
26,280613,5,2022-09-04
28,280613,5,2022-09-19
30,280613,5,2022-09-14
35,280613,5,2022-08-10
39,280613,5,2022-08-13
42,280613,5,2022-07-28
44,280613,5,2022-09-17
45,280613,5,2022-09-15
46,280613,5,2022-07-31
50,280613,4,2022-08-17
7,280633,5,2022-08-18
7,280644,4,2022-08-17
21,280644,3,2022-09-30
23,280644,3,2022-09-22
7,280655,5,2022-07-18
2,280685,5,2022-08-15
7,280724,5,2022-07-08
16,280724,5,2022-07-29
41,280770,5,2022-08-15
3,280772,3,2022-07-24
12,280772,3,2022-07-17
21,280772,2,2022-08-15
35,280788,5,2022-07-09
7,280794,5,2022-07-09
13,280794,5,2022-07-24
23,280794,5,2022-07-24
7,280799,5,2022-07-08
7,280813,5,2022-07-09
7,280814,5,2022-07-11
23,280818,1,2022-07-11
7,280821,3,2022-07-11
16,280821,5,2022-08-09
21,280821,4,2022-07-22
7,280850,4,2022-07-10
42,280850,5,2022-07-21
7,280853,5,2022-08-21
21,280853,5,2022-10-06
7,280854,5,2022-07-13
7,280868,5,2022-07-12
16,280868,5,2022-08-18
21,280868,5,2022-07-28
22,280868,5,2022-08-26
23,280868,5,2022-07-15
24,280868,5,2022-08-17
7,280894,5,2022-07-10
7,280948,5,2022-08-15
34,280948,5,2022-08-15
7,280957,4,2022-07-10
7,280969,5,2022-07-10
7,281010,5,2022-07-25
23,281010,5,2022-08-06
7,281045,5,2022-07-11
33,281071,5,2022-07-11
16,281074,5,2022-07-12
7,281076,5,2022-07-25
2,281084,5,2022-08-16
14,281084,5,2022-08-17
45,281084,5,2022-08-18
42,281107,5,2022-08-05
23,281113,5,2022-07-11
35,281196,5,2022-08-13
7,281200,3,2022-07-12
42,281200,4,2022-07-12
7,281243,5,2022-07-14
7,281255,5,2022-07-13
7,281256,5,2022-07-12
33,281282,5,2022-07-13
35,281293,5,2022-07-12
7,281295,5,2022-08-07
7,281299,5,2022-07-12
21,281299,5,2022-07-21
45,281321,5,2022-07-14
23,281325,5,2022-07-25
42,281339,4,2022-07-20
23,281362,5,2022-08-17
7,281370,5,2022-07-18
23,281370,4,2022-08-30
35,281370,5,2022-07-28
14,281379,5,2022-08-18
21,281404,4,2022-07-14
35,281413,5,2022-07-14
7,281440,5,2022-07-16
23,281440,5,2022-07-26
24,281440,1,2022-08-03
30,281501,5,2022-07-14
5,281522,4,2022-07-23
21,281522,4,2022-07-31
7,281528,5,2022-07-21
16,281556,5,2022-07-14
7,281608,5,2022-07-24
21,281608,4,2022-09-04
13,281609,5,2022-08-05
42,281609,5,2022-07-15
23,281610,5,2022-07-16
7,281627,5,2022-07-16
7,281637,5,2022-07-16
14,281671,5,2022-08-23
21,281734,5,2022-07-17
16,281742,5,2022-08-07
23,281802,5,2022-07-29
23,281809,5,2022-07-17
16,281832,3,2022-08-18
7,281870,5,2022-07-28
21,281870,5,2022-08-05
23,281870,5,2022-08-09
24,281870,5,2022-09-24
29,281870,5,2022-10-07
42,281870,5,2022-07-29
46,281870,4,2022-08-03
48,281870,5,2022-09-20
7,281900,5,2022-07-30
42,281900,4,2022-09-03
7,281938,5,2022-10-18
23,281938,5,2022-10-18
28,281938,5,2022-10-19
26,281942,5,2022-07-18
2,281961,5,2022-07-20
7,281961,5,2022-07-18
21,281961,5,2022-07-20
22,281961,5,2022-07-18
24,281961,5,2022-07-20
28,281961,5,2022-07-21
37,281961,5,2022-07-21
7,281966,5,2022-07-19
21,281966,5,2022-10-03
24,281966,4,2022-10-19
7,281984,5,2022-07-18
7,281993,5,2022-07-27
13,281993,5,2022-10-07
21,281993,5,2022-10-12
23,281993,5,2022-10-05
39,281993,5,2022-10-11
42,281993,5,2022-09-29
46,281993,5,2022-09-18
23,281999,5,2022-07-26
7,282010,5,2022-09-15
7,282033,5,2022-08-01
42,282033,5,2022-08-04
7,282066,5,2022-08-18
7,282094,5,2022-07-19
7,282107,5,2022-07-19
5,282111,5,2022-08-15
11,282111,5,2022-08-15
23,282111,5,2022-08-16
7,282121,5,2022-07-21
16,282121,5,2022-08-30
21,282121,5,2022-08-01
7,282124,5,2022-07-19
7,282138,5,2022-07-20
7,282159,5,2022-08-15
11,282159,5,2022-08-16
13,282159,5,2022-08-15
14,282159,5,2022-08-15
23,282171,5,2022-08-23
7,282207,4,2022-07-22
23,282207,4,2022-08-06
7,282218,5,2022-07-21
42,282235,5,2022-07-27
3,282273,4,2022-10-05
7,282278,5,2022-07-26
35,282278,5,2022-08-01
5,282291,5,2022-07-27
22,282291,5,2022-08-20
35,282291,5,2022-08-10
16,282307,5,2022-08-15
7,282318,5,2022-07-27
14,282318,5,2022-08-17
16,282318,5,2022-08-07
21,282318,5,2022-08-01
22,282318,5,2022-08-09
24,282318,5,2022-08-04
23,282322,5,2022-08-14
37,282336,3,2022-08-06
7,282344,4,2022-07-22
23,282352,4,2022-08-10
7,282356,4,2022-07-28
7,282366,5,2022-07-28
7,282370,5,2022-08-13
23,282370,5,2022-08-13
21,282371,5,2022-07-30
24,282371,5,2022-08-09
7,282405,5,2022-07-23
7,282408,4,2022-07-28
46,282408,5,2022-09-04
7,282419,5,2022-07-30
7,282426,4,2022-07-25
7,282430,4,2022-07-24
14,282430,5,2022-08-29
23,282430,5,2022-07-25
35,282430,5,2022-09-25
7,282446,4,2022-07-26
21,282446,4,2022-08-10
7,282462,5,2022-07-24
13,282462,5,2022-09-19
23,282462,5,2022-08-02
7,282466,5,2022-08-14
7,282491,5,2022-08-20
7,282529,5,2022-08-01
20,282529,5,2022-10-11
21,282529,4,2022-10-06
35,282529,5,2022-10-11
7,282542,5,2022-07-27
7,282546,5,2022-07-28
7,282560,4,2022-08-10
21,282560,5,2022-08-22
24,282560,5,2022-09-06
7,282564,5,2022-07-26
23,282564,4,2022-07-27
25,282567,5,2022-07-26
7,282575,5,2022-08-07
21,282575,5,2022-09-07
22,282575,5,2022-10-19
24,282575,5,2022-09-29
25,282575,5,2022-10-05
28,282575,5,2022-10-19
13,282586,4,2022-08-15
21,282586,4,2022-08-18
23,282586,4,2022-08-15
39,282586,4,2022-08-15
42,282586,4,2022-08-13
46,282586,4,2022-08-06
7,282591,5,2022-07-27
13,282591,5,2022-09-14
23,282591,5,2022-09-04
39,282591,5,2022-09-21
42,282591,5,2022-08-22
46,282591,5,2022-08-07
23,282594,5,2022-08-04
7,282595,5,2022-07-31
14,282595,5,2022-09-29
42,282595,5,2022-08-09
46,282595,5,2022-10-07
2,282601,5,2022-10-15
7,282601,4,2022-09-25
13,282601,5,2022-09-24
14,282601,5,2022-08-21
21,282601,5,2022-08-07
23,282601,5,2022-10-17
28,282601,5,2022-10-16
46,282601,5,2022-10-10
7,282610,5,2022-09-01
14,282610,4,2022-10-06
23,282610,5,2022-09-06
7,282614,5,2022-07-26
7,282617,4,2022-07-26
7,282626,5,2022-08-09
7,282637,5,2022-07-26
23,282637,5,2022-07-27
16,282643,4,2022-09-24
20,282643,5,2022-08-02
46,282643,5,2022-07-30
23,282668,5,2022-07-30
23,282680,5,2022-08-17
7,282687,5,2022-07-27
22,282687,5,2022-08-21
7,282697,4,2022-08-05
16,282697,5,2022-08-18
7,282700,5,2022-07-27
42,282700,5,2022-07-27
7,282705,5,2022-08-01
7,282706,5,2022-07-30
7,282713,5,2022-09-21
35,282720,4,2022-08-04
42,282720,4,2022-07-26
7,282726,5,2022-10-08
13,282726,5,2022-08-08
23,282726,5,2022-08-10
28,282726,5,2022-08-24
45,282726,5,2022-08-09
7,282738,4,2022-07-29
2,282739,5,2022-10-11
7,282739,5,2022-07-27
11,282739,5,2022-10-15
14,282739,5,2022-09-19
25,282739,4,2022-10-20
26,282739,5,2022-09-30
30,282739,5,2022-10-10
35,282739,5,2022-09-26
39,282739,5,2022-10-18
42,282739,4,2022-10-06
46,282739,5,2022-10-09
22,282741,5,2022-07-30
7,282749,5,2022-07-28
42,282751,5,2022-08-08
46,282751,4,2022-08-17
35,282763,5,2022-07-27
7,282776,4,2022-08-01
21,282776,5,2022-10-08
23,282776,4,2022-09-09
43,282784,5,2022-07-28
7,282803,5,2022-08-08
3,282807,5,2022-07-27
7,282825,4,2022-08-09
7,282829,5,2022-07-28
42,282829,5,2022-08-01
46,282829,5,2022-08-07
7,282839,5,2022-07-28
46,282839,5,2022-08-15
7,282845,5,2022-07-29
23,282849,5,2022-08-15
7,282864,5,2022-07-28
22,282881,5,2022-07-29
7,282892,5,2022-08-04
23,282892,5,2022-10-08
7,282901,5,2022-08-01
42,282901,5,2022-08-02
36,282915,5,2022-08-16
7,282920,5,2022-08-02
21,282920,5,2022-08-04
23,282920,4,2022-08-02
7,282926,5,2022-08-03
21,282926,5,2022-08-09
42,282935,4,2022-09-23
7,282948,5,2022-08-23
7,282950,5,2022-07-29
2,282954,5,2022-09-26
7,282954,5,2022-07-30
13,282954,5,2022-08-23
21,282954,5,2022-09-16
23,282954,5,2022-08-17
24,282954,5,2022-10-09
39,282954,5,2022-08-26
42,282954,5,2022-08-06
46,282954,5,2022-08-10
7,282956,5,2022-08-11
7,282960,4,2022-08-24
35,282960,4,2022-10-18
2,282977,5,2022-08-12
3,282977,5,2022-08-21
14,282977,5,2022-08-07
15,282977,5,2022-07-29
19,282977,5,2022-08-01
21,282977,5,2022-09-07
22,282977,5,2022-10-05
24,282977,5,2022-10-20
26,282977,5,2022-08-04
30,282977,5,2022-10-15
33,282977,5,2022-08-15
37,282977,5,2022-09-19
45,282977,5,2022-09-16
7,283025,5,2022-08-02
21,283025,5,2022-08-03
14,283029,5,2022-08-25
20,283029,5,2022-09-16
50,283029,5,2022-09-16
7,283066,5,2022-08-06
7,283130,5,2022-08-12
3,283131,5,2022-08-17
25,283138,5,2022-07-31
7,283143,5,2022-07-31
13,283166,5,2022-08-17
53,283166,5,2022-08-15
7,283185,5,2022-07-31
23,283237,5,2022-08-03
7,283300,5,2022-08-21
7,283301,5,2022-08-01
7,283318,5,2022-08-08
7,283335,5,2022-08-02
7,283336,5,2022-08-02
7,283341,5,2022-08-02
7,283350,5,2022-08-02
23,283353,5,2022-08-01
7,283357,5,2022-08-05
14,283357,4,2022-08-09
16,283357,5,2022-08-11
21,283357,5,2022-08-06
22,283357,5,2022-08-11
15,283370,5,2022-08-02
7,283382,5,2022-08-02
7,283406,4,2022-08-10
13,283406,4,2022-10-19
23,283406,4,2022-10-15
42,283406,4,2022-10-03
46,283406,3,2022-08-30
7,283407,5,2022-08-02
14,283407,5,2022-08-17
7,283435,5,2022-08-01
7,283452,5,2022-10-07
20,283452,5,2022-09-26
22,283452,5,2022-08-26
7,283472,5,2022-08-01
45,283473,5,2022-08-03
7,283479,5,2022-08-02
45,283479,5,2022-08-17
21,283576,5,2022-08-15
7,283584,5,2022-08-10
21,283584,5,2022-08-11
13,283612,5,2022-09-27
35,283612,5,2022-08-04
51,283612,5,2022-08-05
35,283623,5,2022-08-14
7,283641,5,2022-08-13
7,283648,5,2022-08-04
7,283658,5,2022-08-03
23,283658,5,2022-08-16
7,283679,5,2022-08-09
30,283679,5,2022-08-10
7,283696,4,2022-08-04
21,283696,5,2022-08-15
24,283696,4,2022-09-10
5,283730,5,2022-08-25
7,283730,5,2022-08-05
11,283730,5,2022-08-31
23,283730,5,2022-08-14
35,283730,5,2022-08-17
42,283730,5,2022-08-09
21,283735,5,2022-09-11
7,283745,5,2022-08-04
46,283745,5,2022-08-11
23,283755,5,2022-08-17
7,283782,5,2022-08-17
23,283806,5,2022-08-08
25,283806,5,2022-10-02
7,283809,5,2022-08-11
7,283824,5,2022-08-08
12,283824,5,2022-09-28
21,283824,5,2022-10-15
23,283824,5,2022-10-03
29,283824,5,2022-08-10
42,283831,5,2022-08-08
7,283848,4,2022-08-04
21,283852,5,2022-08-04
14,283854,5,2022-09-19
21,283854,5,2022-08-26
54,283854,5,2022-08-16
14,283855,5,2022-08-16
7,283882,5,2022-09-03
23,283885,5,2022-08-08
7,283886,5,2022-08-05
16,283886,4,2022-08-17
19,283886,5,2022-08-18
35,283886,5,2022-08-16
42,283886,5,2022-08-04
7,283927,5,2022-08-05
23,283927,5,2022-08-08
7,283936,5,2022-08-06
15,283942,5,2022-08-06
7,283967,5,2022-08-18
14,284011,5,2022-08-06
14,284015,5,2022-08-16
16,284015,5,2022-10-06
7,284022,5,2022-08-16
13,284022,5,2022-08-16
21,284022,5,2022-08-17
23,284022,5,2022-08-17
7,284066,5,2022-08-14
23,284066,5,2022-08-22
7,284067,4,2022-08-28
24,284072,5,2022-08-26
51,284091,3,2022-08-06
7,284152,5,2022-08-09
23,284152,5,2022-08-18
42,284160,4,2022-08-09
24,284171,4,2022-08-17
7,284180,5,2022-08-16
21,284180,5,2022-08-24
7,284230,5,2022-09-02
7,284241,5,2022-08-10
23,284241,5,2022-08-12
35,284241,5,2022-08-08
21,284265,5,2022-08-15
23,284266,4,2022-08-21
35,284266,5,2022-09-18
42,284289,5,2022-08-15
7,284292,5,2022-08-09
7,284311,5,2022-08-14
23,284319,5,2022-08-08
7,284334,5,2022-09-01
7,284346,5,2022-08-22
7,284372,5,2022-08-09
7,284379,5,2022-08-18
23,284379,5,2022-08-20
30,284387,5,2022-08-09
7,284397,5,2022-08-18
7,284402,5,2022-08-15
11,284406,5,2022-08-18
2,284438,5,2022-08-22
3,284438,5,2022-09-15
5,284438,5,2022-09-28
7,284438,5,2022-08-10
11,284438,5,2022-10-15
12,284438,5,2022-10-12
13,284438,5,2022-08-24
14,284438,5,2022-09-13
23,284438,5,2022-08-15
26,284438,5,2022-10-07
39,284438,5,2022-09-14
42,284438,5,2022-08-14
46,284438,5,2022-09-21
43,284464,4,2022-08-09
7,284482,4,2022-08-16
13,284482,5,2022-09-12
21,284482,4,2022-10-06
23,284482,4,2022-09-10
39,284482,4,2022-09-21
42,284482,4,2022-08-30
46,284482,4,2022-08-25
7,284492,4,2022-09-14
23,284497,5,2022-08-10
11,284531,5,2022-09-05
22,284531,5,2022-09-04
7,284535,5,2022-08-10
7,284550,5,2022-09-16
42,284556,5,2022-08-17
7,284560,5,2022-08-09
7,284561,5,2022-08-16
42,284561,5,2022-08-17
7,284566,5,2022-08-12
7,284633,5,2022-08-11
15,284643,5,2022-10-10
23,284656,5,2022-08-10
42,284657,4,2022-08-10
35,284662,5,2022-08-16
28,284679,5,2022-08-17
7,284700,5,2022-08-11
7,284731,5,2022-08-11
7,284748,5,2022-08-17
7,284790,5,2022-08-13
23,284790,5,2022-08-17
7,284792,5,2022-08-21
28,284802,5,2022-08-11
7,284803,4,2022-08-11
23,284848,5,2022-08-11
7,284858,4,2022-08-12
13,284858,5,2022-08-17
21,284858,5,2022-08-28
23,284858,4,2022-08-17
39,284858,4,2022-08-19
13,284867,5,2022-08-17
7,284869,5,2022-08-13
3,284907,5,2022-08-13
7,284907,5,2022-08-11
11,284907,5,2022-08-14
14,284907,5,2022-08-17
23,284907,5,2022-08-12
35,284907,5,2022-08-12
45,284907,5,2022-08-18
16,284909,5,2022-08-12
7,284916,5,2022-08-17
42,284916,5,2022-09-06
5,284923,5,2022-08-17
11,284923,5,2022-08-17
14,284923,5,2022-08-17
23,284923,5,2022-08-16
27,284923,5,2022-08-17
30,284923,5,2022-08-17
32,284923,5,2022-08-17
49,284923,5,2022-08-17
52,284923,5,2022-08-17
53,284923,5,2022-08-17
55,284923,5,2022-08-17
7,284997,5,2022-09-10
7,285000,5,2022-08-11
23,285016,5,2022-08-14
7,285037,5,2022-08-14
11,285053,5,2022-08-17
4,285081,5,2022-08-18
26,285081,5,2022-08-18
23,285155,4,2022-08-13
37,285155,4,2022-08-17
39,285155,4,2022-08-16
15,285191,5,2022-08-22
3,285203,5,2022-08-15
7,285241,4,2022-08-16
11,285244,4,2022-08-15
7,285276,5,2022-08-14
23,285296,5,2022-09-08
2,285352,5,2022-09-26
7,285352,5,2022-08-18
14,285352,5,2022-10-01
16,285352,5,2022-10-20
20,285352,5,2022-08-25
21,285352,5,2022-09-04
22,285352,5,2022-08-25
23,285352,5,2022-08-27
24,285352,5,2022-09-20
26,285352,5,2022-10-15
35,285352,5,2022-10-17
42,285352,5,2022-08-20
29,285387,5,2022-08-16
53,285387,5,2022-08-17
13,285397,5,2022-09-05
21,285397,5,2022-09-07
23,285397,5,2022-08-21
7,285406,4,2022-08-31
23,285406,5,2022-09-01
3,285411,4,2022-09-10
7,285411,5,2022-08-15
11,285411,3,2022-09-21
21,285411,3,2022-09-08
23,285411,5,2022-08-16
25,285411,4,2022-09-30
35,285411,3,2022-09-06
43,285411,4,2022-09-26
13,285413,5,2022-08-17
16,285413,5,2022-08-16
42,285414,5,2022-08-14
14,285452,5,2022-08-17
14,285488,5,2022-08-16
7,285489,5,2022-08-17
36,285489,2,2022-08-15
21,285501,4,2022-08-17
7,285509,5,2022-08-17
35,285515,5,2022-08-15
7,285521,5,2022-08-17
15,285540,5,2022-08-15
7,285545,5,2022-08-15
20,285553,5,2022-08-15
30,285583,5,2022-08-15
13,285592,5,2022-08-17
23,285630,5,2022-08-16
21,285633,5,2022-08-15
24,285633,5,2022-08-15
52,285633,5,2022-08-15
28,285636,5,2022-08-17
20,285642,5,2022-08-17
37,285642,5,2022-08-16
52,285642,5,2022-08-17
54,285642,5,2022-08-17
55,285642,5,2022-08-17
13,285643,5,2022-08-17
13,285645,5,2022-08-15
21,285651,4,2022-08-16
13,285652,5,2022-08-17
23,285652,5,2022-08-15
39,285652,5,2022-08-17
39,285679,5,2022-08-16
7,285683,5,2022-08-18
21,285686,5,2022-08-16
22,285686,5,2022-08-15
25,285686,5,2022-08-15
21,285727,5,2022-08-17
12,285738,5,2022-08-15
37,285776,5,2022-10-18
14,285782,5,2022-08-16
14,285792,5,2022-08-18
14,285803,5,2022-08-18
13,285816,5,2022-08-17
21,285816,5,2022-08-17
23,285816,4,2022-08-15
7,285823,5,2022-08-16
42,285823,5,2022-08-16
23,285825,5,2022-08-15
16,285885,5,2022-08-17
14,285899,5,2022-09-04
21,285899,5,2022-08-16
23,285899,5,2022-08-15
13,285901,5,2022-08-15
21,285901,5,2022-08-17
3,285902,4,2022-08-15
49,285902,4,2022-08-18
14,285914,5,2022-08-24
13,285931,5,2022-08-15
23,285942,4,2022-08-16
13,285994,5,2022-08-15
2,286007,5,2022-08-17
45,286012,3,2022-08-16
13,286014,5,2022-08-16
39,286014,5,2022-08-17
23,286031,5,2022-08-18
42,286061,5,2022-08-15
28,286063,5,2022-08-17
7,286078,5,2022-08-17
21,286087,5,2022-08-17
13,286090,5,2022-08-17
45,286090,5,2022-08-15
39,286101,5,2022-08-16
42,286111,5,2022-08-17
2,286113,5,2022-08-16
7,286113,5,2022-08-17
28,286114,5,2022-08-16
23,286115,5,2022-08-15
21,286130,5,2022-08-18
23,286131,5,2022-08-16
16,286151,5,2022-08-15
20,286151,5,2022-08-15
29,286151,4,2022-08-15
35,286151,5,2022-08-15
37,286151,5,2022-08-15
13,286173,5,2022-08-16
13,286174,4,2022-08-17
7,286175,5,2022-08-28
7,286178,5,2022-08-18
23,286178,5,2022-08-15
30,286178,5,2022-08-16
7,286203,4,2022-08-16
23,286203,5,2022-08-18
23,286218,4,2022-08-31
28,286218,4,2022-08-16
23,286240,4,2022-08-19
13,286252,5,2022-08-16
13,286263,5,2022-08-17
13,286265,5,2022-08-16
7,286271,5,2022-08-16
23,286271,2,2022-08-17
26,286308,2,2022-08-16
53,286309,5,2022-08-16
7,286324,5,2022-08-16
23,286324,5,2022-08-16
7,286358,5,2022-08-16
23,286358,5,2022-08-17
14,286367,5,2022-08-17
23,286380,4,2022-08-16
21,286396,5,2022-08-16
45,286396,5,2022-08-16
23,286399,5,2022-08-17
21,286406,5,2022-08-16
39,286415,5,2022-08-17
3,286440,5,2022-08-18
7,286440,5,2022-08-16
21,286440,5,2022-08-18
22,286440,5,2022-08-18
23,286440,5,2022-08-17
24,286440,5,2022-08-18
35,286440,5,2022-08-17
36,286440,5,2022-08-16
39,286440,5,2022-08-17
50,286458,5,2022-08-17
23,286466,5,2022-08-22
28,286466,5,2022-08-23
3,286475,5,2022-08-17
7,286475,5,2022-08-16
14,286475,5,2022-08-18
19,286475,5,2022-08-19
21,286475,5,2022-08-17
23,286487,4,2022-08-16
35,286487,5,2022-08-21
23,286488,5,2022-08-17
5,286507,5,2022-08-17
7,286527,4,2022-08-19
21,286529,5,2022-08-24
21,286540,5,2022-09-02
55,286563,5,2022-09-04
42,286570,5,2022-08-19
26,286573,5,2022-08-18
7,286585,5,2022-08-17
30,286591,5,2022-08-18
37,286598,5,2022-08-18
27,286606,2,2022-09-19
46,286607,5,2022-08-17
30,286608,5,2022-08-16
13,286609,4,2022-08-16
13,286642,5,2022-08-16
16,286642,5,2022-08-16
30,286642,5,2022-08-17
36,286642,4,2022-08-17
37,286642,5,2022-08-17
50,286642,5,2022-08-17
52,286642,4,2022-08-17
53,286642,4,2022-08-17
55,286642,4,2022-08-17
13,286653,5,2022-08-17
23,286674,5,2022-08-23
7,286675,5,2022-08-18
30,286675,5,2022-08-17
15,286704,5,2022-08-17
7,286708,5,2022-08-17
35,286717,4,2022-09-04
23,286723,4,2022-09-29
7,286730,5,2022-08-17
42,286730,5,2022-08-17
33,286735,5,2022-08-17
42,286753,5,2022-08-18
21,286799,4,2022-10-01
39,286806,5,2022-08-17
35,286807,5,2022-08-17
42,286819,5,2022-08-18
22,286824,5,2022-08-19
49,286824,5,2022-08-20
14,286826,5,2022-08-30
16,286826,5,2022-09-27
21,286826,5,2022-09-19
24,286826,5,2022-09-19
37,286834,5,2022-09-30
2,286849,4,2022-08-17
23,286850,5,2022-08-17
42,286850,5,2022-08-17
11,286853,5,2022-08-18
41,286860,5,2022-08-17
7,286865,5,2022-08-26
7,286877,5,2022-08-17
7,286880,5,2022-08-17
2,286883,5,2022-08-17
14,286884,5,2022-08-20
19,286887,5,2022-08-17
7,286936,5,2022-08-21
13,286945,5,2022-08-17
19,286959,5,2022-08-18
7,287043,4,2022-08-25
42,287104,4,2022-09-14
7,287118,5,2022-09-01
42,287137,5,2022-08-26
7,287143,5,2022-08-19
14,287143,5,2022-09-06
16,287143,5,2022-09-15
21,287143,5,2022-08-23
22,287143,5,2022-09-26
23,287143,3,2022-08-22
24,287143,4,2022-09-09
37,287143,5,2022-09-28
7,287214,5,2022-08-20
11,287214,3,2022-08-23
20,287214,5,2022-08-21
7,287238,5,2022-08-24
7,287287,5,2022-08-19
7,287330,5,2022-08-24
11,287330,5,2022-09-08
23,287330,5,2022-09-13
39,287330,5,2022-09-16
42,287330,5,2022-08-24
15,287331,5,2022-09-05
21,287331,5,2022-08-23
7,287334,5,2022-08-23
23,287334,5,2022-08-26
42,287347,5,2022-08-20
21,287373,5,2022-09-20
29,287420,5,2022-08-20
16,287436,5,2022-09-03
21,287436,5,2022-08-28
7,287473,5,2022-09-18
21,287473,5,2022-10-06
7,287482,5,2022-08-21
7,287490,5,2022-09-03
16,287490,5,2022-09-20
21,287490,5,2022-09-21
22,287490,5,2022-10-04
35,287490,4,2022-10-20
35,287504,5,2022-08-21
7,287527,5,2022-08-24
23,287537,5,2022-08-22
7,287548,5,2022-08-22
7,287579,5,2022-08-22
7,287632,5,2022-08-29
21,287632,5,2022-09-03
7,287633,5,2022-08-22
7,287636,5,2022-10-04
23,287660,5,2022-08-24
7,287688,4,2022-08-24
28,287711,5,2022-08-23
7,287737,4,2022-09-21
21,287737,5,2022-10-16
46,287737,5,2022-10-19
7,287825,5,2022-08-24
21,287825,5,2022-08-26
43,287874,5,2022-08-25
7,287926,5,2022-08-24
33,287975,5,2022-09-26
7,287981,5,2022-08-26
27,287993,5,2022-08-25
7,288003,5,2022-09-13
7,288021,5,2022-10-10
7,288029,5,2022-08-25
2,288071,4,2022-09-23
23,288088,5,2022-10-02
21,288098,5,2022-10-20
