exam_attempt_id,student_id,exam_id,exam_result,exam_completion_time,date_exam_completed
180302,261777,370,50,2.82,2022-01-28
180304,261777,370,67,1.00,2022-01-28
180305,260998,522,100,16.45,2022-01-28
180306,261777,370,100,0.73,2022-01-28
180308,261787,368,50,2.28,2022-01-28
180310,260831,371,100,3.63,2022-01-28
180311,259524,525,67,3.80,2022-01-28
180312,259524,525,100,0.40,2022-01-28
180313,259524,526,88,20.00,2022-01-28
180315,260593,478,100,6.17,2022-01-28
180318,259300,312,0,8.98,2022-01-29
180319,259300,312,0,0.88,2022-01-29
180320,259300,312,33,0.80,2022-01-29
180321,259300,312,67,1.00,2022-01-29
180322,259300,312,100,0.97,2022-01-29
180324,261212,384,67,7.38,2022-01-29
180325,261212,384,100,0.35,2022-01-29
180330,261720,518,17,3.48,2022-01-29
180331,261685,420,83,4.35,2022-01-29
180335,261822,368,50,5.12,2022-01-29
180336,261822,368,83,1.08,2022-01-29
180338,261822,368,83,0.37,2022-01-29
180342,261785,369,67,4.82,2022-01-29
180343,261777,420,83,3.07,2022-01-29
180344,261777,420,83,0.52,2022-01-29
180345,261777,420,100,0.53,2022-01-29
180346,261777,421,50,4.43,2022-01-29
180348,261785,370,67,5.92,2022-01-29
180349,261777,421,100,0.70,2022-01-29
180350,261785,370,100,1.38,2022-01-29
180353,260486,478,67,3.48,2022-01-29
180354,260486,478,100,0.57,2022-01-29
180355,261720,518,17,20.00,2022-01-29
180359,261777,422,50,3.30,2022-01-29
180360,261515,369,67,1.72,2022-01-29
180361,261515,369,100,0.33,2022-01-29
180362,261777,422,83,0.50,2022-01-29
180363,261777,420,83,1.20,2022-01-29
180365,261019,380,100,8.03,2022-01-29
180366,261777,421,100,1.20,2022-01-29
180368,261777,423,71,11.40,2022-01-29
180370,261515,370,67,3.07,2022-01-29
180371,261515,370,100,0.42,2022-01-29
180372,261515,371,71,15.38,2022-01-29
180373,259865,518,0,20.00,2022-01-29
180377,261515,371,100,3.38,2022-01-29
180390,260754,443,79,22.77,2022-01-29
180402,260754,423,71,17.15,2022-01-29
180412,261654,369,50,2.58,2022-01-29
180414,261654,369,100,0.58,2022-01-29
180416,261654,370,67,2.87,2022-01-29
180417,261654,370,100,0.35,2022-01-29
180427,261685,421,67,5.35,2022-01-29
180428,261685,421,100,0.43,2022-01-29
180432,261268,386,17,4.32,2022-01-29
180435,261268,386,100,0.85,2022-01-29
180437,261746,368,83,9.95,2022-01-29
180439,261746,368,100,1.25,2022-01-29
180443,261268,387,22,6.03,2022-01-29
180446,258906,380,50,4.20,2022-01-29
180450,258906,380,83,5.03,2022-01-29
180451,261339,368,50,1.83,2022-01-29
180456,261339,368,100,0.28,2022-01-29
180457,258906,380,100,0.82,2022-01-29
180458,261455,371,71,17.28,2022-01-29
180459,261721,369,33,0.97,2022-01-29
180460,261721,369,100,0.22,2022-01-29
180461,261721,368,83,0.37,2022-01-29
180462,261466,369,83,6.25,2022-01-29
180463,261721,370,50,3.02,2022-01-29
180464,261268,387,100,2.63,2022-01-29
180465,261692,368,83,2.77,2022-01-29
180466,261721,370,100,0.25,2022-01-29
180467,261721,371,33,4.45,2022-01-29
180468,261466,370,67,5.85,2022-01-29
180469,261721,370,67,1.33,2022-01-29
180471,261466,370,83,1.03,2022-01-29
180473,259781,368,33,3.87,2022-01-29
180474,261019,381,83,17.05,2022-01-29
180475,259781,368,33,2.05,2022-01-29
180476,261466,371,88,14.62,2022-01-29
180477,259781,368,100,0.83,2022-01-29
180478,261721,371,100,2.07,2022-01-29
180479,261019,381,100,0.37,2022-01-29
180482,261593,368,83,3.40,2022-01-29
180483,261828,381,100,7.52,2022-01-29
180485,260891,478,67,3.00,2022-01-29
180486,260891,478,100,1.57,2022-01-29
180493,260486,479,100,6.60,2022-01-29
180495,260915,518,100,9.32,2022-01-29
180506,261822,369,33,4.57,2022-01-29
180508,259865,518,50,20.00,2022-01-29
180509,261822,369,100,0.73,2022-01-29
180513,259174,518,100,11.70,2022-01-29
180516,261059,510,50,6.42,2022-01-29
180517,261822,370,50,5.93,2022-01-29
180518,261059,510,83,0.93,2022-01-29
180519,261059,510,100,0.58,2022-01-29
180520,261822,370,100,0.77,2022-01-29
180523,260486,480,100,3.50,2022-01-29
180525,259865,518,83,19.98,2022-01-29
180533,261777,439,100,3.18,2022-01-29
180540,261777,440,50,1.85,2022-01-29
180541,261777,440,100,0.75,2022-01-29
180543,261777,441,83,1.28,2022-01-29
180544,261777,441,100,0.25,2022-01-29
180549,258906,381,83,11.40,2022-01-29
180550,258906,381,100,0.32,2022-01-29
180551,259174,519,100,20.00,2022-01-29
180560,261778,368,67,9.52,2022-01-30
180561,261778,368,83,0.33,2022-01-30
180562,261778,368,100,0.28,2022-01-30
180565,260345,368,67,4.28,2022-01-30
180566,260345,368,100,0.48,2022-01-30
180568,261822,380,67,5.88,2022-01-30
180569,261822,380,100,0.55,2022-01-30
180572,260486,481,83,5.02,2022-01-30
180578,260486,481,100,0.37,2022-01-30
180580,261777,442,100,3.88,2022-01-30
180582,261777,443,75,10.97,2022-01-30
180586,261431,380,67,8.67,2022-01-30
180588,261431,380,100,0.85,2022-01-30
180589,261785,420,67,5.95,2022-01-30
180592,261822,381,83,11.10,2022-01-30
180593,261822,381,100,0.58,2022-01-30
180597,261790,368,17,4.55,2022-01-30
180599,261790,368,83,0.47,2022-01-30
180612,260593,479,100,8.05,2022-01-30
180613,261359,381,83,7.48,2022-01-30
180614,261359,381,100,0.70,2022-01-30
180620,261519,370,50,4.75,2022-01-30
180621,261519,370,100,1.18,2022-01-30
180629,260980,420,83,6.32,2022-01-30
180631,260792,439,0,0.98,2022-01-30
180632,260792,439,100,0.38,2022-01-30
180634,261682,420,67,6.32,2022-01-30
180636,261682,420,100,0.67,2022-01-30
180639,261263,371,71,22.50,2022-01-30
180647,260356,441,83,2.87,2022-01-30
180648,260356,441,100,0.62,2022-01-30
180649,260356,440,83,3.47,2022-01-30
180650,260356,440,100,1.13,2022-01-30
180651,260980,421,67,9.22,2022-01-30
180652,260356,439,50,4.80,2022-01-30
180654,260356,439,100,0.88,2022-01-30
180655,260980,421,83,0.73,2022-01-30
180656,260980,421,100,1.85,2022-01-30
180658,260898,381,67,13.22,2022-01-30
180661,262037,368,33,6.85,2022-01-30
180662,262037,368,100,0.42,2022-01-30
180667,261184,369,50,3.30,2022-01-30
180669,261184,369,100,4.18,2022-01-30
180672,261184,371,79,14.05,2022-01-30
180673,261446,380,100,7.43,2022-01-30
180674,259494,523,67,7.40,2022-01-30
180675,259494,523,0,8.00,2022-01-30
180679,259494,523,100,0.67,2022-01-30
180680,261737,368,67,8.33,2022-01-30
180681,261550,523,83,4.00,2022-01-30
180683,262046,239,50,2.92,2022-01-30
180684,261550,523,100,0.35,2022-01-30
180685,262046,239,100,0.43,2022-01-30
180686,261737,368,100,0.43,2022-01-30
180693,261550,524,67,3.98,2022-01-30
180694,261550,524,100,0.38,2022-01-30
180695,261550,525,100,4.85,2022-01-30
180697,261550,526,88,15.55,2022-01-30
180700,261790,369,83,4.63,2022-01-30
180712,261891,368,50,8.20,2022-01-30
180713,261790,370,50,4.38,2022-01-30
180715,261891,368,33,3.90,2022-01-30
180716,261790,370,83,0.62,2022-01-30
180717,260211,520,67,17.05,2022-01-30
180718,261891,368,50,1.82,2022-01-30
180723,261773,369,50,3.80,2022-01-30
180725,261773,369,83,0.78,2022-01-30
180728,261773,370,67,4.48,2022-01-30
180732,261773,371,67,16.07,2022-01-30
180735,260477,519,100,17.50,2022-01-30
180741,261212,385,67,9.10,2022-01-31
180743,261212,385,100,0.37,2022-01-31
180752,261263,383,50,49.98,2022-01-31
180753,259174,520,0,25.00,2022-01-31
180758,260486,482,33,13.47,2022-01-31
180759,261778,369,50,4.65,2022-01-31
180760,261778,369,83,0.72,2022-01-31
180761,261778,369,100,0.40,2022-01-31
180762,259938,479,100,11.08,2022-01-31
180763,260486,482,97,2.02,2022-01-31
180764,261778,370,50,6.72,2022-01-31
180765,261778,370,100,0.82,2022-01-31
180766,260593,480,100,6.83,2022-01-31
180770,262000,380,33,10.00,2022-01-31
180771,262000,380,67,6.45,2022-01-31
180772,262000,380,100,0.52,2022-01-31
180776,260850,387,100,12.85,2022-01-31
180786,260649,479,100,7.95,2022-01-31
180787,261407,380,100,3.17,2022-01-31
180788,261323,368,50,2.63,2022-01-31
180790,261407,368,33,3.67,2022-01-31
180791,261407,368,100,0.40,2022-01-31
180801,261171,518,67,19.98,2022-01-31
180802,261644,368,33,1.40,2022-01-31
180804,260465,518,100,17.45,2022-01-31
180805,261644,368,83,0.50,2022-01-31
180807,261644,368,100,0.50,2022-01-31
180810,261647,368,67,2.75,2022-01-31
180816,260126,479,100,19.28,2022-01-31
180821,261979,368,50,5.92,2022-01-31
180822,261359,382,33,10.47,2022-01-31
180825,261979,368,100,0.87,2022-01-31
180828,261519,518,33,20.00,2022-01-31
180832,261567,385,33,7.53,2022-01-31
180833,261567,385,50,0.38,2022-01-31
180834,261359,382,83,1.43,2022-01-31
180835,261522,420,67,3.82,2022-01-31
180836,261359,382,100,0.30,2022-01-31
180837,261522,420,83,0.72,2022-01-31
180838,261522,420,100,0.47,2022-01-31
180844,261519,518,50,14.88,2022-01-31
180846,261519,518,83,0.43,2022-01-31
180847,261519,518,100,0.32,2022-01-31
180850,262117,415,50,2.97,2022-01-31
180851,261268,478,67,1.80,2022-01-31
180852,261268,478,100,0.45,2022-01-31
180853,261995,368,67,2.73,2022-01-31
180855,261995,368,50,1.20,2022-01-31
180856,261567,386,83,4.60,2022-01-31
180857,261995,368,83,0.83,2022-01-31
180858,261522,421,50,4.18,2022-01-31
180859,260754,519,83,8.98,2022-01-31
180860,261522,421,100,0.68,2022-01-31
180862,261979,369,67,6.82,2022-01-31
180874,261455,518,17,20.00,2022-01-31
180877,261979,369,100,1.33,2022-01-31
180885,260126,480,100,5.87,2022-01-31
180891,261391,368,67,3.92,2022-01-31
180892,261979,370,83,5.67,2022-01-31
180894,261567,387,44,30.02,2022-01-31
180899,260935,368,0,10.00,2022-01-31
180902,260338,380,83,4.03,2022-01-31
180903,261979,371,67,25.23,2022-01-31
180904,261995,97,67,1.95,2022-01-31
180906,261567,387,83,7.22,2022-01-31
180910,261661,368,33,6.43,2022-01-31
180914,261661,368,67,0.67,2022-01-31
180915,261802,368,17,2.75,2022-01-31
180916,260338,381,67,6.77,2022-01-31
180917,261661,368,100,1.15,2022-01-31
180919,261802,368,67,0.70,2022-01-31
180921,261802,368,100,0.43,2022-01-31
180925,260971,440,83,2.08,2022-01-31
180926,262167,518,50,3.53,2022-01-31
180927,260971,440,100,0.45,2022-01-31
180939,261446,381,67,5.38,2022-01-31
180940,261446,381,100,0.37,2022-01-31
180941,261682,421,67,11.53,2022-01-31
180944,261682,421,100,0.92,2022-01-31
180955,262162,368,50,4.57,2022-01-31
180957,262162,368,100,0.60,2022-01-31
180958,261750,368,50,1.47,2022-01-31
180959,261212,386,83,11.85,2022-01-31
180961,259106,380,50,4.15,2022-01-31
180963,259106,380,100,0.40,2022-01-31
180964,261558,420,50,5.12,2022-01-31
180965,261995,369,83,2.73,2022-01-31
180966,261212,386,100,0.28,2022-01-31
180968,261995,371,50,15.60,2022-01-31
180971,260968,371,67,25.08,2022-01-31
180972,260971,441,100,1.23,2022-01-31
180974,261466,518,83,13.93,2022-01-31
180976,261293,382,0,20.00,2022-01-31
180977,261750,369,83,3.93,2022-01-31
180980,261750,370,50,2.63,2022-01-31
180981,260321,368,67,7.87,2022-01-31
180982,260321,368,100,1.05,2022-01-31
180983,261905,368,50,5.43,2022-02-01
180984,261905,368,67,1.80,2022-02-01
180985,261905,368,100,0.58,2022-02-01
180987,261212,387,72,39.85,2022-02-01
180988,261785,421,17,7.35,2022-02-01
180989,260345,369,83,4.43,2022-02-01
180990,261785,421,100,2.87,2022-02-01
180996,261608,368,67,4.55,2022-02-01
180998,260486,426,79,31.92,2022-02-01
180999,261608,368,100,0.60,2022-02-01
181001,260915,519,100,6.60,2022-02-01
181003,261778,420,33,7.27,2022-02-01
181005,261778,420,100,0.45,2022-02-01
181006,261995,518,67,17.45,2022-02-01
181019,261777,518,100,10.98,2022-02-01
181023,260850,425,33,8.80,2022-02-01
181029,260850,425,100,0.97,2022-02-01
181030,260850,426,42,36.88,2022-02-01
181033,262210,380,67,8.53,2022-02-01
181037,260850,426,100,4.67,2022-02-01
181039,260126,481,83,13.28,2022-02-01
181042,260649,480,100,3.20,2022-02-01
181046,259767,383,33,50.00,2022-02-01
181047,261359,383,50,50.00,2022-02-01
181055,260168,519,67,3.23,2022-02-01
181067,260465,519,100,14.00,2022-02-01
181070,261567,478,67,2.72,2022-02-01
181077,261391,369,67,2.62,2022-02-01
181083,261391,370,33,3.02,2022-02-01
181084,261391,370,83,1.18,2022-02-01
181092,261979,439,67,8.72,2022-02-01
181093,262248,380,100,3.72,2022-02-01
181095,262248,381,67,8.88,2022-02-01
181097,262248,381,100,0.30,2022-02-01
181099,261391,371,75,19.13,2022-02-01
181101,260792,478,67,5.07,2022-02-01
181102,260792,478,100,0.60,2022-02-01
181118,262054,368,67,5.32,2022-02-01
181120,259524,380,67,7.08,2022-02-01
181121,259524,380,100,0.50,2022-02-01
181122,262198,368,33,2.82,2022-02-01
181123,260345,371,83,13.28,2022-02-01
181124,262198,368,83,0.95,2022-02-01
181125,261491,520,83,23.38,2022-02-01
181126,259174,520,50,25.00,2022-02-01
181130,262198,369,67,3.37,2022-02-01
181131,262198,369,83,1.17,2022-02-01
181132,260321,369,100,4.88,2022-02-01
181133,261819,380,100,4.97,2022-02-01
181135,262198,370,83,6.25,2022-02-01
181140,261171,439,33,4.35,2022-02-01
181141,261682,380,100,9.90,2022-02-01
181144,261212,478,50,2.93,2022-02-01
181148,261212,478,100,0.27,2022-02-01
181155,261359,383,83,14.98,2022-02-01
181157,261268,479,83,6.27,2022-02-01
181158,261268,479,100,0.75,2022-02-01
181165,261819,381,67,12.57,2022-02-01
181167,261819,381,83,2.18,2022-02-01
181168,261819,381,100,0.87,2022-02-01
181177,261288,380,67,10.00,2022-02-01
181178,261288,380,83,3.97,2022-02-01
181179,261491,521,83,25.00,2022-02-01
181180,261288,380,83,1.00,2022-02-01
181181,261288,380,100,0.37,2022-02-01
181188,259524,381,83,8.03,2022-02-01
181190,261777,519,100,6.72,2022-02-01
181193,261491,522,93,74.50,2022-02-01
181195,260971,442,67,2.65,2022-02-01
181196,260971,442,100,0.58,2022-02-01
181197,259767,383,43,48.67,2022-02-01
181199,260971,371,75,9.30,2022-02-01
181201,260971,443,63,12.77,2022-02-01
181202,261995,510,100,3.83,2022-02-01
181208,261374,420,67,6.15,2022-02-02
181210,261374,420,100,0.67,2022-02-02
181218,260211,521,50,21.02,2022-02-02
181221,259283,368,17,7.25,2022-02-02
181222,259283,368,100,0.68,2022-02-02
181223,259283,368,100,0.35,2022-02-02
181224,259283,368,100,0.22,2022-02-02
181225,259283,368,100,0.25,2022-02-02
181226,259283,368,100,0.30,2022-02-02
181227,259283,368,100,0.20,2022-02-02
181228,259283,368,100,0.23,2022-02-02
181229,259283,368,100,0.22,2022-02-02
181230,259283,368,100,0.18,2022-02-02
181231,259283,368,100,0.18,2022-02-02
181232,259283,368,100,0.20,2022-02-02
181233,259283,368,100,0.20,2022-02-02
181234,259283,368,100,0.18,2022-02-02
181235,259283,368,100,0.20,2022-02-02
181236,259283,368,100,0.30,2022-02-02
181237,259283,368,100,0.25,2022-02-02
181238,259283,368,100,0.18,2022-02-02
181239,259283,368,100,0.18,2022-02-02
181240,259283,368,100,0.30,2022-02-02
181242,261455,518,0,14.65,2022-02-02
181243,260345,380,100,7.87,2022-02-02
181245,261778,421,50,8.23,2022-02-02
181247,261455,518,17,19.98,2022-02-02
181249,261778,421,100,0.60,2022-02-02
181254,261455,518,67,20.00,2022-02-02
181257,261455,518,100,4.77,2022-02-02
181260,261263,510,83,7.22,2022-02-02
181261,261802,369,67,3.47,2022-02-02
181264,261263,510,100,0.43,2022-02-02
181265,261802,369,100,0.72,2022-02-02
181266,261777,520,83,23.38,2022-02-02
181268,260291,381,83,16.18,2022-02-02
181272,259283,387,94,35.12,2022-02-02
181273,260829,371,0,50.00,2022-02-02
181275,259429,421,17,8.55,2022-02-02
181276,259429,421,100,0.68,2022-02-02
181278,261714,368,33,2.88,2022-02-02
181285,262313,530,0,16.00,2022-02-02
181290,261817,368,50,3.40,2022-02-02
181293,261817,368,100,0.63,2022-02-02
181297,261802,370,67,3.70,2022-02-02
181299,261802,370,100,0.50,2022-02-02
181308,261519,519,33,20.00,2022-02-02
181317,262284,368,33,2.12,2022-02-02
181321,262284,368,83,1.37,2022-02-02
181324,261519,519,100,0.42,2022-02-02
181330,261979,440,33,4.28,2022-02-02
181333,261979,440,50,6.57,2022-02-02
181337,261979,440,100,1.42,2022-02-02
181344,261359,530,100,9.63,2022-02-02
181353,261359,531,50,8.12,2022-02-02
181357,261359,531,100,3.48,2022-02-02
181359,261359,532,83,15.87,2022-02-02
181362,261647,369,83,3.82,2022-02-02
181364,261268,480,100,3.98,2022-02-02
181370,261647,370,83,3.25,2022-02-02
181376,260173,383,37,50.00,2022-02-02
181377,261455,519,50,20.00,2022-02-02
181381,261455,519,100,2.30,2022-02-02
181386,261812,368,67,4.22,2022-02-02
181387,261812,368,100,0.60,2022-02-02
181390,262348,368,67,3.62,2022-02-02
181391,262348,368,100,0.50,2022-02-02
181399,261979,441,100,4.33,2022-02-02
181401,261658,368,50,3.70,2022-02-02
181402,261658,368,100,1.25,2022-02-02
181408,261905,369,83,3.92,2022-02-02
181410,261905,369,100,0.72,2022-02-02
181414,261995,511,0,12.00,2022-02-02
181418,261905,370,50,6.78,2022-02-02
181420,261682,381,83,15.13,2022-02-02
181421,261905,370,100,1.55,2022-02-02
181423,262357,380,100,6.28,2022-02-02
181425,262374,530,33,0.93,2022-02-02
181426,261969,380,33,6.68,2022-02-02
181427,261391,420,50,4.70,2022-02-02
181428,261682,381,100,1.48,2022-02-02
181430,261969,380,83,1.78,2022-02-02
181433,261969,380,100,0.55,2022-02-02
181436,261391,420,100,0.43,2022-02-02
181440,261782,368,67,1.87,2022-02-02
181441,261782,368,100,0.43,2022-02-02
181448,261819,382,67,15.08,2022-02-02
181449,261819,382,67,1.65,2022-02-02
181450,260998,510,33,3.05,2022-02-02
181451,261819,382,100,0.88,2022-02-02
181452,260998,510,100,0.72,2022-02-02
181455,261905,371,75,20.25,2022-02-02
181459,261593,369,83,4.05,2022-02-02
181478,259865,425,50,9.00,2022-02-02
181479,261905,371,96,7.60,2022-02-02
181480,261510,401,0,5.60,2022-02-02
181482,261510,401,0,15.00,2022-02-02
181483,262405,415,0,10.00,2022-02-03
181490,261374,421,67,10.35,2022-02-03
181491,261374,421,100,0.63,2022-02-03
181494,259938,480,100,5.00,2022-02-03
181505,260998,401,0,7.10,2022-02-03
181507,260998,401,100,0.58,2022-02-03
181509,261685,423,38,11.67,2022-02-03
181513,261608,369,83,6.78,2022-02-03
181514,259524,382,50,17.25,2022-02-03
181515,261608,369,100,0.67,2022-02-03
181517,261263,383,90,41.70,2022-02-03
181518,259524,382,33,2.68,2022-02-03
181519,261608,370,50,6.32,2022-02-03
181520,259524,382,100,1.65,2022-02-03
181522,261608,370,100,0.62,2022-02-03
181534,261801,510,67,5.17,2022-02-03
181536,261801,510,67,2.87,2022-02-03
181537,261801,510,100,1.35,2022-02-03
181540,261778,422,50,10.07,2022-02-03
181542,261778,422,100,0.28,2022-02-03
181552,262444,380,17,3.75,2022-02-03
181561,261567,479,100,8.58,2022-02-03
181563,261802,420,17,3.77,2022-02-03
181565,261802,420,100,0.62,2022-02-03
181578,260825,368,33,1.82,2022-02-03
181579,260825,368,83,0.53,2022-02-03
181580,260825,368,100,0.28,2022-02-03
181581,261785,422,33,6.25,2022-02-03
181582,261785,422,50,3.97,2022-02-03
181586,261785,422,100,1.03,2022-02-03
181587,260216,368,33,6.88,2022-02-03
181588,261785,423,42,24.10,2022-02-03
181593,262492,380,0,10.00,2022-02-03
181595,262492,381,0,18.00,2022-02-03
181601,259781,369,67,6.92,2022-02-03
181603,259781,369,100,1.48,2022-02-03
181604,262298,368,50,7.08,2022-02-03
181605,262298,368,100,1.13,2022-02-03
181613,261184,518,83,15.97,2022-02-03
181617,261184,518,100,0.35,2022-02-03
181621,262512,530,67,14.63,2022-02-03
181623,261026,380,100,7.63,2022-02-03
181638,261567,480,100,2.18,2022-02-03
181639,259408,478,67,3.90,2022-02-03
181640,259408,478,100,0.95,2022-02-03
181648,261661,369,50,4.10,2022-02-03
181649,261661,369,100,1.73,2022-02-03
181650,261785,423,96,15.78,2022-02-03
181653,262237,523,83,3.87,2022-02-03
181667,260477,520,50,24.98,2022-02-03
181675,261905,533,100,7.07,2022-02-03
181676,260477,520,100,17.78,2022-02-03
181677,262533,533,83,10.00,2022-02-03
181678,262533,533,100,0.80,2022-02-03
181679,261995,479,83,7.23,2022-02-03
181680,261466,519,100,14.25,2022-02-03
181682,260042,368,67,2.43,2022-02-03
181684,260042,368,100,0.87,2022-02-03
181687,262283,368,50,2.43,2022-02-03
181692,261682,382,33,20.00,2022-02-03
181693,261750,518,67,3.87,2022-02-03
181697,261777,478,67,3.25,2022-02-03
181704,259039,519,33,20.00,2022-02-03
181706,259781,370,67,6.03,2022-02-03
181709,261682,535,100,0.80,2022-02-03
181717,262392,422,67,3.52,2022-02-03
181719,262392,422,50,2.27,2022-02-03
181725,261585,368,33,1.75,2022-02-03
181726,261585,368,100,0.27,2022-02-03
181727,261491,384,67,6.45,2022-02-03
181728,261585,369,17,1.90,2022-02-03
181729,261585,369,100,0.23,2022-02-03
181731,260200,368,17,3.65,2022-02-03
181732,262390,368,50,4.35,2022-02-03
181733,261585,370,50,1.27,2022-02-03
181734,261585,370,100,0.25,2022-02-03
181735,261585,534,33,7.45,2022-02-03
181736,260200,368,67,1.53,2022-02-03
181738,260200,368,67,0.62,2022-02-03
181739,261491,384,100,2.73,2022-02-03
181740,260200,368,100,0.70,2022-02-03
181743,261585,534,50,0.87,2022-02-03
181744,261585,534,100,0.22,2022-02-03
181745,261585,533,67,5.97,2022-02-03
181747,259171,534,50,8.03,2022-02-03
181748,262392,368,33,2.92,2022-02-03
181751,261585,533,100,0.38,2022-02-03
181752,261585,535,67,3.02,2022-02-03
181753,262392,368,100,0.65,2022-02-03
181754,261585,535,67,0.30,2022-02-03
181755,261585,536,0,50.00,2022-02-03
181757,262459,368,67,5.20,2022-02-03
181758,261288,380,83,10.00,2022-02-03
181759,260998,402,50,0.70,2022-02-03
181761,260998,402,100,0.48,2022-02-03
181762,259171,534,50,4.47,2022-02-03
181763,260998,403,17,3.95,2022-02-03
181764,259171,534,83,2.58,2022-02-03
181765,261391,421,17,5.28,2022-02-03
181767,261391,421,100,0.60,2022-02-03
181768,262392,369,83,2.35,2022-02-03
181769,262459,368,83,0.58,2022-02-03
181770,262459,368,100,0.42,2022-02-03
181772,260998,403,92,2.30,2022-02-03
181777,261121,518,100,9.25,2022-02-03
181781,261813,368,100,4.55,2022-02-03
181782,262576,368,50,3.00,2022-02-03
181783,262576,368,100,0.47,2022-02-03
181793,259767,536,70,42.73,2022-02-04
181796,262392,534,0,18.00,2022-02-04
181798,261323,368,67,2.87,2022-02-04
181800,261750,519,67,2.70,2022-02-04
181802,261777,521,83,16.75,2022-02-04
181805,261905,534,83,11.22,2022-02-04
181806,261121,519,100,6.58,2022-02-04
181807,261212,479,100,5.10,2022-02-04
181808,261905,534,100,0.77,2022-02-04
181810,261995,480,83,4.07,2022-02-04
181811,261785,439,50,6.70,2022-02-04
181817,261819,371,75,15.83,2022-02-04
181821,261819,530,100,11.48,2022-02-04
181825,261995,481,83,8.00,2022-02-04
181827,262459,369,100,3.88,2022-02-04
181829,262459,370,0,1.08,2022-02-04
181830,262459,370,83,4.18,2022-02-04
181834,262467,368,100,3.17,2022-02-04
181835,259171,535,33,8.40,2022-02-04
181836,262533,534,50,18.00,2022-02-04
181838,262533,534,83,10.15,2022-02-04
181841,260916,520,33,23.13,2022-02-04
181847,262533,530,50,16.00,2022-02-04
181848,262533,530,100,0.48,2022-02-04
181849,260916,520,100,12.08,2022-02-04
181850,260649,481,100,3.57,2022-02-04
181852,261737,369,67,4.77,2022-02-04
181853,261737,369,100,0.48,2022-02-04
181854,261979,442,0,12.00,2022-02-04
181860,261737,370,83,4.65,2022-02-04
181862,261737,370,100,0.42,2022-02-04
181867,261979,442,50,8.23,2022-02-04
181872,262237,523,100,0.58,2022-02-04
181876,262636,368,50,3.27,2022-02-04
181878,261979,442,100,0.93,2022-02-04
181880,261979,443,54,30.48,2022-02-04
181883,261777,522,80,73.52,2022-02-04
181902,262551,368,50,7.82,2022-02-04
181906,261979,443,100,5.92,2022-02-04
181920,260980,422,33,6.37,2022-02-04
181922,260980,422,100,2.45,2022-02-04
181927,260173,536,90,37.97,2022-02-04
181928,262506,368,67,4.92,2022-02-04
181936,262585,368,33,3.58,2022-02-04
181939,262585,368,83,0.45,2022-02-04
181940,262585,368,100,0.37,2022-02-04
181943,262660,368,50,2.68,2022-02-04
181944,262660,368,67,1.13,2022-02-04
181945,262660,368,67,0.42,2022-02-04
181946,262660,368,83,0.48,2022-02-04
181949,261597,368,33,4.15,2022-02-04
181954,261597,368,50,4.92,2022-02-04
181956,262660,368,100,0.52,2022-02-04
181957,261597,368,83,2.33,2022-02-04
181958,261597,368,100,0.50,2022-02-04
181971,261212,480,100,5.75,2022-02-04
181976,262677,518,17,20.00,2022-02-04
181978,261658,369,50,3.63,2022-02-04
181979,261658,369,100,1.15,2022-02-04
181980,261658,370,33,3.52,2022-02-04
181982,261658,370,100,0.78,2022-02-04
181992,262578,533,83,4.98,2022-02-04
181995,262677,518,100,4.70,2022-02-04
181996,259011,481,100,8.67,2022-02-04
181997,259174,521,50,25.00,2022-02-04
182004,262677,519,100,9.27,2022-02-04
182005,260998,511,50,1.28,2022-02-04
182006,260998,511,100,0.63,2022-02-04
182013,261905,535,0,20.00,2022-02-04
182022,262585,369,83,3.07,2022-02-05
182024,262585,369,100,0.58,2022-02-05
182027,260971,420,83,2.78,2022-02-05
182028,260971,420,100,0.37,2022-02-05
182031,260998,512,30,7.90,2022-02-05
182033,261905,535,100,5.45,2022-02-05
182034,262585,370,67,2.98,2022-02-05
182035,262585,370,100,0.37,2022-02-05
182046,261685,439,67,3.35,2022-02-05
182047,260998,512,97,9.17,2022-02-05
182048,261685,439,100,0.45,2022-02-05
182057,260998,167,100,2.27,2022-02-05
182061,260998,168,92,5.67,2022-02-05
182077,261790,368,67,8.77,2022-02-05
182078,261790,368,100,1.70,2022-02-05
182081,261777,384,67,6.68,2022-02-05
182083,261777,384,100,3.77,2022-02-05
182084,262585,420,100,4.52,2022-02-05
182086,262459,371,88,31.72,2022-02-05
182089,262641,239,67,5.22,2022-02-05
182090,261121,520,67,25.00,2022-02-05
182091,260593,481,100,9.48,2022-02-05
182093,262643,368,33,6.65,2022-02-05
182094,262643,368,100,0.53,2022-02-05
182096,262641,240,100,4.70,2022-02-05
182097,261121,520,100,6.13,2022-02-05
182115,262645,368,50,3.05,2022-02-05
182117,260980,423,71,20.03,2022-02-05
182120,261644,533,100,3.50,2022-02-05
182132,259654,368,50,4.07,2022-02-05
182133,262297,368,50,4.13,2022-02-05
182134,261979,420,83,6.63,2022-02-05
182138,261682,536,33,49.97,2022-02-05
182139,262297,368,33,2.68,2022-02-05
182140,262297,368,100,0.58,2022-02-05
182145,261019,535,33,20.00,2022-02-05
182148,261682,534,100,6.25,2022-02-05
182151,262746,167,83,10.00,2022-02-05
182153,261682,535,100,17.02,2022-02-05
182158,261682,536,67,50.00,2022-02-05
