student_id,course_id,minutes_watched,date_watched
263353,7,22.3,2022-02-11
263353,7,7.3,2022-02-12
263353,7,0.6,2022-02-13
263354,3,87.2,2022-08-16
263354,4,48.0,2022-02-11
263354,5,12.7,2022-02-12
263354,5,7.9,2022-02-13
263354,5,13.6,2022-08-17
263354,16,2.9,2022-08-15
263355,23,37.4,2022-02-15
263355,23,17.5,2022-02-16
263355,23,14.5,2022-02-17
263355,23,13.6,2022-02-18
263355,23,4.9,2022-02-19
263355,23,15.6,2022-02-21
263355,23,5.0,2022-02-22
263355,23,20.3,2022-02-23
263355,23,1.6,2022-02-24
263356,7,10.3,2022-02-11
263356,7,8.1,2022-02-12
263358,2,3.3,2022-02-11
263360,16,0.2,2022-02-11
263361,7,0.3,2022-03-21
263361,7,6.7,2022-03-22
263363,7,68.0,2022-02-18
263363,7,44.2,2022-02-19
263363,16,27.4,2022-02-17
263363,16,22.2,2022-02-21
263363,16,9.1,2022-03-04
263363,16,19.3,2022-02-25
263363,21,23.2,2022-02-22
263363,21,14.2,2022-02-23
263363,7,18.4,2022-02-15
263363,7,18.0,2022-02-16
263364,7,92.7,2022-02-13
263364,7,10.9,2022-02-14
263364,14,1.0,2022-02-21
263364,23,48.1,2022-02-15
263364,23,10.2,2022-02-16
263364,23,0.2,2022-03-13
263364,7,8.3,2022-02-11
263364,7,20.6,2022-02-12
263367,7,66.5,2022-02-11
263368,2,66.0,2022-04-22
263368,2,62.4,2022-04-23
263368,2,27.7,2022-04-26
263368,2,13.7,2022-04-24
263368,7,110.3,2022-02-14
263368,14,7.1,2022-02-17
263368,14,69.8,2022-03-21
263368,14,66.7,2022-03-22
263368,16,76.8,2022-04-18
263368,16,24.7,2022-04-19
263368,16,1.8,2022-04-20
263368,16,54.1,2022-04-27
263368,21,16.4,2022-02-15
263368,21,8.2,2022-02-16
263368,21,26.0,2022-02-21
263368,21,11.9,2022-02-19
263368,21,29.2,2022-02-20
263368,25,40.5,2022-03-11
263368,28,60.3,2022-03-09
263368,28,71.5,2022-03-10
263368,28,21.7,2022-03-14
263368,28,16.0,2022-03-15
263368,29,36.3,2022-03-29
263368,29,68.4,2022-03-30
263368,42,60.0,2022-04-14
263369,7,1.5,2022-02-11
263370,3,0.3,2022-02-16
263370,37,0.2,2022-02-15
263371,7,1.2,2022-02-11
263373,14,19.5,2022-02-11
263373,25,1.9,2022-02-12
263376,7,0.3,2022-02-11
263378,7,0.1,2022-02-11
263379,22,19.1,2022-02-11
263380,21,2.7,2022-02-14
263381,16,43.7,2022-03-08
263381,7,13.9,2022-02-20
263385,42,0.1,2022-02-11
263386,23,15.3,2022-02-11
263386,23,15.4,2022-02-12
263386,23,34.1,2022-02-13
263386,23,21.7,2022-04-03
263386,23,9.1,2022-04-05
263386,28,8.3,2022-03-03
263387,13,0.9,2022-02-11
263388,7,32.8,2022-02-12
263388,7,1.4,2022-02-18
263388,7,77.8,2022-02-19
263388,16,120.4,2022-03-01
263388,16,45.3,2022-03-04
263388,16,56.8,2022-03-07
263388,16,8.3,2022-03-08
263388,16,85.5,2022-03-09
263388,16,15.0,2022-04-12
263388,21,67.6,2022-02-20
263388,21,19.8,2022-02-22
263388,23,25.1,2022-02-23
263388,23,50.6,2022-02-25
263388,23,74.8,2022-02-26
263388,23,45.3,2022-02-27
263388,7,10.6,2022-02-11
263391,7,1.0,2022-02-11
263392,7,31.1,2022-02-13
263392,7,32.1,2022-02-15
263392,7,84.6,2022-02-17
263392,21,42.7,2022-02-21
263392,21,3.9,2022-08-06
263392,23,14.0,2022-03-03
263392,23,1.2,2022-04-10
263392,23,23.5,2022-06-17
263392,23,20.3,2022-04-13
263392,23,6.7,2022-04-15
263392,7,19.8,2022-02-11
263392,7,19.4,2022-02-12
263392,42,81.3,2022-03-04
263392,42,11.6,2022-03-11
263392,42,28.0,2022-03-05
263392,42,9.2,2022-03-06
263392,42,8.6,2022-03-15
263392,42,3.4,2022-03-22
263392,42,28.0,2022-03-23
263392,42,26.5,2022-03-28
263392,42,34.4,2022-03-29
263392,42,19.2,2022-03-30
263392,42,12.0,2022-03-31
263392,42,0.4,2022-04-01
263392,42,103.6,2022-04-09
263392,46,25.9,2022-02-19
263392,46,17.0,2022-02-20
263392,46,6.5,2022-02-22
263392,46,33.5,2022-02-23
263393,29,8.6,2022-02-14
263395,7,5.2,2022-02-24
263396,7,0.5,2022-02-11
263399,15,0.7,2022-02-11
263402,16,0.1,2022-02-12
263406,7,51.0,2022-02-13
263408,37,5.0,2022-02-12
263409,7,7.5,2022-02-12
263410,7,2.1,2022-02-12
263412,35,5.6,2022-02-12
263415,7,7.5,2022-02-14
263415,7,33.2,2022-02-13
263417,13,0.1,2022-02-12
263418,15,0.7,2022-02-12
263419,7,33.3,2022-02-12
263420,7,5.0,2022-02-12
263421,23,0.4,2022-02-12
263422,7,0.4,2022-02-12
263422,7,0.2,2022-02-24
263423,23,1.9,2022-02-12
263425,39,1.7,2022-02-12
263426,7,0.6,2022-02-12
263428,7,6.0,2022-02-12
263431,41,26.7,2022-02-12
263434,42,0.5,2022-02-12
263438,7,23.2,2022-02-14
263438,23,25.0,2022-06-27
263438,7,21.0,2022-02-12
263438,50,6.1,2022-07-23
263441,2,79.3,2022-08-15
263441,21,4.9,2022-10-11
263441,7,17.1,2022-02-12
263441,7,8.9,2022-07-23
263444,29,2.4,2022-02-12
263444,29,27.0,2022-02-13
263447,34,43.6,2022-02-12
263447,34,2.1,2022-02-13
263448,23,0.8,2022-02-12
263448,23,0.9,2022-02-15
263448,23,4.9,2022-03-06
263449,7,2.6,2022-02-14
263450,7,1.2,2022-02-12
263451,20,0.3,2022-02-14
263451,22,3.8,2022-02-12
263454,16,2.5,2022-02-12
263455,15,8.6,2022-02-12
263456,7,48.3,2022-06-15
263456,7,11.7,2022-06-16
263456,7,36.5,2022-06-19
263456,7,55.2,2022-06-18
263456,12,1.6,2022-02-12
263456,14,35.7,2022-08-26
263456,14,0.9,2022-10-10
263456,14,25.1,2022-08-28
263456,21,3.2,2022-06-27
263456,21,0.8,2022-07-11
263456,21,42.3,2022-07-14
263456,21,1.0,2022-10-19
263456,21,29.5,2022-10-20
263456,23,30.5,2022-06-20
263456,23,10.0,2022-06-28
263456,23,1.6,2022-05-29
263456,23,17.1,2022-06-21
263456,23,48.1,2022-06-23
263456,23,0.1,2022-06-25
263456,23,0.2,2022-06-26
263456,23,150.7,2022-07-10
263456,7,0.2,2022-06-13
263457,14,3.9,2022-02-12
263458,2,0.6,2022-02-12
263459,27,0.1,2022-02-12
263464,7,56.3,2022-02-13
263464,7,1.2,2022-02-12
263466,7,3.4,2022-02-13
263466,7,28.5,2022-02-12
263468,21,16.0,2022-02-12
263470,2,37.6,2022-03-02
263472,7,32.9,2022-02-13
263472,7,132.2,2022-05-12
263472,7,10.6,2022-02-12
263474,46,3.5,2022-02-12
263474,46,4.8,2022-02-13
263477,45,30.3,2022-02-17
263479,2,135.6,2022-03-20
263479,2,0.8,2022-03-21
263479,3,44.5,2022-02-13
263479,7,22.8,2022-02-15
263479,7,42.7,2022-02-16
263479,12,106.0,2022-03-19
263479,13,29.9,2022-03-12
263479,13,17.2,2022-03-13
263479,13,36.3,2022-03-14
263479,14,67.4,2022-03-15
263479,14,6.9,2022-03-16
263479,14,106.9,2022-03-17
263479,14,106.8,2022-03-18
263479,23,42.6,2022-03-09
263479,23,48.2,2022-03-10
263479,23,103.9,2022-03-11
263479,42,96.1,2022-02-21
263479,42,54.3,2022-02-22
263479,42,14.3,2022-02-27
263479,42,11.8,2022-03-01
263479,42,13.2,2022-03-02
263479,42,13.2,2022-03-03
263479,42,32.6,2022-03-04
263479,42,57.7,2022-03-05
263479,42,25.2,2022-03-06
263479,46,20.0,2022-02-17
263479,46,21.4,2022-02-18
263479,46,69.1,2022-02-19
263479,46,116.4,2022-02-20
263480,2,182.3,2022-03-07
263480,3,0.1,2022-10-10
263480,7,74.3,2022-02-13
263480,13,0.8,2022-02-18
263480,14,26.4,2022-03-14
263480,14,8.9,2022-03-15
263480,14,37.0,2022-03-16
263480,14,90.5,2022-03-17
263480,14,56.8,2022-03-21
263480,14,75.2,2022-03-18
263480,14,4.7,2022-03-19
263480,14,32.5,2022-03-22
263480,14,0.3,2022-03-23
263480,14,46.6,2022-03-24
263480,14,41.8,2022-03-28
263480,14,5.8,2022-03-25
263480,14,49.5,2022-04-04
263480,14,7.2,2022-03-29
263480,14,41.9,2022-03-30
263480,14,24.1,2022-04-03
263480,14,113.6,2022-04-06
263480,16,95.2,2022-02-21
263480,16,72.9,2022-02-22
263480,16,22.4,2022-03-03
263480,16,34.2,2022-02-25
263480,16,93.8,2022-02-23
263480,16,107.9,2022-02-24
263480,16,106.6,2022-03-02
263480,16,4.3,2022-02-26
263480,16,94.3,2022-03-01
263480,16,85.8,2022-03-05
263480,16,137.8,2022-03-06
263480,20,112.8,2022-02-17
263480,21,11.0,2022-02-16
263480,21,16.8,2022-04-07
263480,21,24.2,2022-04-08
263480,23,81.2,2022-02-14
263480,23,133.3,2022-02-15
263480,28,120.6,2022-03-08
263480,28,134.1,2022-03-09
263480,28,31.5,2022-03-10
263480,28,39.1,2022-03-11
263480,28,0.8,2022-03-12
263480,35,69.9,2022-02-19
263481,16,25.4,2022-02-13
263481,16,19.1,2022-02-14
263482,34,25.9,2022-04-05
263482,34,22.5,2022-05-08
263482,34,0.6,2022-03-30
263482,34,11.3,2022-05-14
263482,34,1.1,2022-05-16
263482,7,10.9,2022-02-13
263482,7,0.5,2022-02-19
263483,7,13.0,2022-02-13
263484,7,16.8,2022-02-13
263484,35,7.1,2022-02-20
263485,36,3.9,2022-02-13
263486,22,6.5,2022-02-13
263488,23,1.8,2022-02-13
263489,7,3.9,2022-02-13
263491,27,96.1,2022-02-13
263494,3,8.0,2022-05-27
263494,28,8.9,2022-04-30
263494,28,26.4,2022-05-01
263494,28,62.4,2022-05-02
263494,28,12.5,2022-05-03
263494,28,1.8,2022-05-04
263494,28,13.0,2022-05-05
263494,28,16.5,2022-05-06
263494,28,44.0,2022-05-07
263494,28,57.3,2022-05-08
263494,28,26.1,2022-05-09
263494,28,25.7,2022-05-10
263494,28,46.9,2022-05-11
263494,28,64.6,2022-05-12
263494,28,24.0,2022-05-13
263494,28,69.6,2022-05-14
263494,28,59.4,2022-05-15
263494,28,51.2,2022-05-16
263494,28,33.5,2022-05-17
263494,28,80.5,2022-05-20
263494,28,13.0,2022-05-18
263494,28,38.3,2022-05-19
263494,28,1.1,2022-05-23
263494,28,13.8,2022-05-24
263496,7,6.0,2022-02-24
263496,7,10.8,2022-03-07
263496,7,76.0,2022-04-05
263496,11,67.0,2022-04-30
263496,14,43.9,2022-07-12
263496,14,37.0,2022-07-18
263496,14,8.3,2022-07-13
263496,14,90.7,2022-07-19
263496,14,38.5,2022-07-16
263496,14,26.4,2022-07-17
263496,14,12.0,2022-08-18
263496,14,120.1,2022-07-20
263496,14,63.3,2022-07-21
263496,14,1.7,2022-07-23
263496,14,32.1,2022-07-25
263496,14,21.7,2022-07-27
263496,14,112.3,2022-07-29
263496,14,81.1,2022-07-28
263496,14,7.2,2022-07-30
263496,14,49.1,2022-08-01
263496,14,20.0,2022-08-11
263496,14,5.2,2022-08-12
263496,14,40.1,2022-08-15
263496,14,2.7,2022-08-26
263496,14,1.1,2022-08-27
263496,14,4.2,2022-08-31
263496,14,17.1,2022-09-02
263496,14,11.4,2022-09-03
263496,14,15.2,2022-09-04
263496,14,8.1,2022-09-05
263496,14,18.4,2022-09-06
263496,14,12.7,2022-09-14
263496,14,13.5,2022-09-15
263496,14,29.2,2022-09-16
263496,14,19.5,2022-09-17
263496,14,16.1,2022-09-18
263496,14,15.8,2022-09-20
263496,16,15.9,2022-02-18
263496,16,10.4,2022-02-16
263496,16,5.4,2022-10-10
263496,16,33.7,2022-02-21
263496,16,0.1,2022-04-14
263496,16,15.0,2022-04-15
263496,16,0.1,2022-10-12
263496,16,18.6,2022-04-16
263496,16,25.9,2022-10-13
263496,16,7.2,2022-04-17
263496,16,3.0,2022-10-14
263496,16,12.9,2022-04-21
263496,16,20.5,2022-04-22
263496,16,15.5,2022-04-23
263496,16,8.3,2022-04-24
263496,16,13.4,2022-04-25
263496,16,35.3,2022-04-26
263496,16,1.4,2022-04-27
263496,16,8.4,2022-04-29
263496,16,1.9,2022-05-01
263496,16,0.8,2022-06-22
263496,20,40.1,2022-09-24
263496,20,2.8,2022-09-25
263496,22,3.6,2022-02-15
263496,23,14.1,2022-03-31
263496,23,4.1,2022-04-01
263496,23,17.3,2022-04-28
263496,23,18.7,2022-04-09
263496,26,23.2,2022-09-27
263496,35,41.4,2022-09-28
263496,35,37.3,2022-09-30
263496,35,4.0,2022-10-01
263496,35,14.6,2022-10-04
263496,35,9.4,2022-10-06
263496,23,0.6,2022-03-30
263496,7,34.9,2022-02-13
263496,7,17.3,2022-09-29
263497,7,20.4,2022-02-16
263497,7,3.5,2022-02-17
263497,7,5.0,2022-02-20
263497,7,6.0,2022-02-22
263497,7,14.8,2022-02-23
263497,7,33.8,2022-02-24
263497,7,21.3,2022-02-26
263497,21,1.4,2022-03-01
263497,21,0.2,2022-03-03
263497,21,4.2,2022-03-04
263497,21,10.6,2022-03-07
263497,21,0.8,2022-03-12
263497,21,10.5,2022-03-10
263497,21,9.2,2022-03-17
263497,21,6.1,2022-03-16
263497,21,9.6,2022-03-22
263497,21,11.5,2022-03-23
263497,7,9.4,2022-02-13
263497,7,9.2,2022-02-15
263498,16,15.6,2022-02-13
263499,7,35.3,2022-02-13
263501,14,0.7,2022-03-27
263501,7,11.5,2022-03-21
263501,7,12.5,2022-03-22
263501,45,13.8,2022-05-14
263501,45,15.0,2022-05-15
263506,7,18.1,2022-02-14
263506,7,18.8,2022-02-13
263509,23,54.6,2022-02-13
263511,7,0.4,2022-02-13
263514,14,2.6,2022-02-13
263514,14,2.6,2022-02-28
263515,24,31.4,2022-02-15
263515,24,9.9,2022-02-16
263515,24,17.8,2022-02-20
263519,7,45.6,2022-02-13
263519,13,8.7,2022-08-16
263519,45,0.7,2022-03-09
263519,13,0.1,2022-08-15
263521,20,18.6,2022-09-29
263521,35,0.3,2022-02-14
263522,7,36.0,2022-03-13
263522,7,4.2,2022-03-14
263524,7,18.4,2022-02-13
263526,7,51.0,2022-02-14
263526,22,6.2,2022-02-15
263526,22,17.5,2022-07-26
263526,7,1.8,2022-02-13
263529,7,72.0,2022-03-12
263529,7,115.2,2022-03-15
263529,7,83.6,2022-03-14
263529,23,142.3,2022-05-18
263529,23,30.7,2022-05-19
263529,23,63.5,2022-05-22
263529,23,44.5,2022-05-24
263529,7,6.7,2022-02-13
263529,46,35.1,2022-03-16
263529,46,42.7,2022-04-10
263529,46,64.4,2022-04-11
263530,7,0.7,2022-02-13
263531,7,220.9,2022-02-14
263531,14,108.8,2022-03-16
263531,14,32.0,2022-03-17
263531,14,63.8,2022-03-28
263531,14,60.5,2022-03-30
263531,14,15.4,2022-03-31
263531,14,42.7,2022-04-01
263531,14,70.5,2022-04-04
263531,14,17.7,2022-04-05
263531,14,15.9,2022-04-11
263531,16,182.3,2022-02-21
263531,16,113.9,2022-02-22
263531,16,63.1,2022-02-24
263531,16,32.3,2022-02-27
263531,16,26.6,2022-03-01
263531,16,18.0,2022-03-02
263531,16,42.7,2022-03-03
263531,16,25.0,2022-03-05
263531,16,32.3,2022-03-07
263531,16,62.4,2022-03-08
263531,16,19.6,2022-03-09
263531,16,76.0,2022-03-10
263531,16,28.5,2022-03-11
263531,16,30.6,2022-03-13
263531,16,5.6,2022-03-23
263531,16,150.8,2022-03-14
263531,21,44.5,2022-02-15
263531,21,150.6,2022-02-16
263531,23,77.9,2022-06-09
263531,23,2.1,2022-09-28
263531,23,16.3,2022-06-10
263531,24,44.4,2022-02-17
263531,24,23.9,2022-02-18
263531,24,64.0,2022-02-19
263531,37,10.2,2022-05-12
263531,46,39.1,2022-05-24
263531,46,14.5,2022-05-25
263532,32,52.6,2022-02-13
263533,7,0.2,2022-02-13
263534,7,10.7,2022-02-15
263535,30,7.0,2022-02-13
263535,30,3.1,2022-08-22
263535,30,9.7,2022-08-23
263535,30,37.4,2022-08-30
263535,30,2.8,2022-09-02
263536,16,0.8,2022-02-22
263536,21,12.8,2022-02-15
263536,21,17.5,2022-08-16
263536,21,1.4,2022-02-16
263536,21,1.7,2022-02-17
263536,21,17.8,2022-03-10
263536,24,7.7,2022-02-19
263537,7,0.6,2022-02-13
263540,7,40.6,2022-02-13
263540,23,15.7,2022-02-21
263540,23,6.2,2022-02-22
263540,23,46.1,2022-02-23
263540,23,8.3,2022-02-24
263540,23,24.0,2022-02-25
263540,23,0.3,2022-02-28
263541,35,0.2,2022-02-13
263542,7,0.2,2022-02-13
263542,7,1.9,2022-02-26
263543,7,0.9,2022-02-13
263545,7,11.3,2022-02-15
263545,7,39.9,2022-02-16
263545,7,46.2,2022-02-23
263545,7,30.7,2022-02-13
263549,7,87.7,2022-02-14
263549,21,49.7,2022-02-16
263549,21,30.8,2022-02-18
263549,22,9.6,2022-02-15
263549,24,22.4,2022-02-19
263549,7,27.4,2022-02-13
263550,16,12.7,2022-02-13
263551,7,19.6,2022-02-14
263551,7,16.2,2022-02-15
263551,7,51.0,2022-02-16
263551,23,54.9,2022-02-17
263551,23,19.9,2022-03-02
263551,23,43.1,2022-03-03
263551,7,34.0,2022-02-13
263553,7,1.4,2022-02-14
263557,23,1.3,2022-02-13
263561,7,0.2,2022-02-13
263562,23,5.6,2022-02-13
263562,42,10.5,2022-02-14
263563,45,0.6,2022-02-13
263564,7,113.2,2022-02-15
263564,20,48.0,2022-02-20
263564,20,96.4,2022-02-25
263564,20,126.1,2022-02-21
263564,21,70.0,2022-02-16
263564,21,176.2,2022-02-17
263564,21,135.6,2022-02-18
263564,23,29.1,2022-02-19
263564,24,9.6,2022-02-23
263564,24,32.2,2022-02-24
263564,28,52.6,2022-03-03
263564,28,80.1,2022-03-08
263564,30,58.7,2022-03-01
263564,35,62.4,2022-02-26
263564,35,69.5,2022-02-27
263564,35,11.4,2022-02-28
263564,7,62.5,2022-02-13
263565,7,11.8,2022-02-16
263565,7,28.5,2022-02-14
263568,28,21.4,2022-02-18
263568,28,52.3,2022-02-19
263570,32,0.3,2022-02-13
263571,41,3.5,2022-02-13
263573,7,24.6,2022-02-13
263574,35,0.1,2022-02-13
263576,7,12.6,2022-08-16
263576,7,19.8,2022-08-15
263577,16,0.5,2022-02-13
263578,7,1.0,2022-02-13
263579,3,5.8,2022-06-26
263579,21,21.2,2022-04-01
263579,21,25.3,2022-06-23
263579,21,24.4,2022-04-02
263579,21,21.6,2022-04-03
263579,21,25.2,2022-04-07
263579,21,6.9,2022-06-24
263579,21,22.5,2022-06-13
263579,21,14.6,2022-04-12
263579,21,22.1,2022-04-15
263579,21,32.1,2022-04-16
263579,21,10.2,2022-04-18
263579,21,13.8,2022-04-23
263579,21,21.8,2022-05-01
263579,21,24.1,2022-05-03
263579,21,11.7,2022-06-02
263579,21,16.7,2022-06-07
263579,21,5.6,2022-06-08
263579,21,10.3,2022-06-09
263579,24,10.7,2022-06-28
263579,24,25.7,2022-07-02
263579,24,35.7,2022-07-04
263579,24,16.4,2022-07-05
263579,24,19.5,2022-07-06
263579,24,24.4,2022-07-07
263579,24,6.6,2022-07-08
263579,24,25.5,2022-07-09
263579,24,6.5,2022-07-11
263579,24,20.2,2022-07-16
263579,24,0.4,2022-07-17
263579,24,10.1,2022-07-24
263580,7,4.7,2022-02-14
263583,7,1.8,2022-02-14
263583,7,22.9,2022-02-15
263583,7,0.4,2022-05-03
263583,7,1.4,2022-06-30
263584,7,46.8,2022-02-18
263584,7,18.0,2022-02-17
263585,7,7.1,2022-02-14
263587,7,13.2,2022-02-14
263587,7,9.6,2022-08-02
263587,7,15.5,2022-08-03
263587,7,14.6,2022-08-04
263588,7,3.0,2022-08-15
263588,7,0.6,2022-02-14
263592,7,10.3,2022-02-14
263593,7,1.2,2022-02-14
263594,7,0.3,2022-02-14
263599,23,4.4,2022-02-14
263600,23,34.2,2022-02-14
263601,12,18.6,2022-08-05
263602,11,5.6,2022-02-14
263603,7,29.6,2022-02-14
263604,30,7.3,2022-02-15
263605,7,1.4,2022-02-14
263606,34,36.1,2022-02-14
263606,34,24.8,2022-02-16
263607,7,6.0,2022-02-14
263608,33,0.2,2022-02-14
263610,23,0.9,2022-02-15
263611,7,0.2,2022-02-14
263614,7,26.9,2022-02-14
263618,16,3.7,2022-02-14
263619,7,41.2,2022-02-15
263619,7,32.7,2022-02-14
263623,7,3.9,2022-02-14
263624,34,0.8,2022-02-14
263625,7,0.3,2022-02-14
263626,7,0.1,2022-02-14
263628,13,14.6,2022-06-17
263628,42,8.9,2022-02-14
263631,25,2.3,2022-02-14
263634,21,1.3,2022-02-14
263639,2,55.6,2022-03-15
263639,2,190.2,2022-03-16
263639,2,26.6,2022-03-17
263639,7,46.8,2022-02-17
263639,7,170.0,2022-02-28
263639,13,333.8,2022-03-08
263639,16,207.6,2022-03-18
263639,16,124.4,2022-03-19
263639,16,130.2,2022-04-04
263639,16,115.4,2022-03-20
263639,20,389.5,2022-03-12
263639,21,301.2,2022-03-11
263639,21,183.5,2022-03-13
263639,23,176.4,2022-03-07
263639,23,208.6,2022-03-09
263639,39,68.5,2022-03-10
263639,42,537.6,2022-03-05
263640,23,1.4,2022-02-15
263640,23,33.8,2022-02-16
263640,7,7.7,2022-02-14
263641,26,28.7,2022-02-14
263641,26,17.0,2022-02-15
263642,7,1.0,2022-02-14
263644,7,0.9,2022-02-14
263647,7,0.4,2022-02-14
263648,2,7.6,2022-03-15
263648,2,33.9,2022-03-16
263648,2,21.5,2022-03-17
263648,4,12.5,2022-03-18
263648,4,5.7,2022-07-20
263648,20,6.1,2022-09-07
263648,20,26.2,2022-09-13
263648,21,5.1,2022-02-17
263648,21,6.3,2022-02-22
263648,21,16.0,2022-07-04
263648,21,0.1,2022-10-12
263648,21,9.9,2022-10-13
263648,23,17.3,2022-07-10
263648,23,0.1,2022-10-17
263648,24,28.5,2022-09-14
263648,24,7.5,2022-09-15
263648,28,3.4,2022-02-16
263648,23,0.8,2022-05-21
263648,35,5.1,2022-05-13
263648,7,11.6,2022-06-09
263650,7,21.1,2022-02-17
263650,7,75.7,2022-02-20
263650,14,34.1,2022-03-05
263650,14,70.1,2022-03-07
263650,14,22.5,2022-03-23
263650,14,40.0,2022-03-15
263650,14,62.4,2022-03-22
263650,14,37.3,2022-03-17
263650,14,32.3,2022-03-19
263650,14,73.7,2022-03-28
263650,14,34.5,2022-03-31
263650,14,13.2,2022-04-01
263650,14,28.5,2022-03-29
263650,14,3.8,2022-04-02
263650,20,14.2,2022-04-10
263650,20,7.5,2022-04-16
263650,21,53.0,2022-02-26
263650,21,33.2,2022-02-27
263650,21,26.8,2022-03-25
263650,21,43.8,2022-02-28
263650,21,36.3,2022-03-01
263650,21,67.1,2022-03-03
263650,21,33.8,2022-03-04
263650,23,79.8,2022-02-22
263650,23,41.8,2022-02-23
263650,23,33.9,2022-02-24
263650,23,18.9,2022-02-25
263650,28,23.2,2022-03-21
263650,28,48.3,2022-03-24
263650,28,12.9,2022-04-13
263650,28,49.4,2022-03-26
263650,28,17.6,2022-04-12
263650,28,28.6,2022-03-30
263650,28,10.2,2022-09-03
263650,28,1.5,2022-04-17
263650,28,8.1,2022-04-23
263650,28,1.7,2022-04-26
263650,28,2.1,2022-04-27
263650,28,22.2,2022-04-28
263650,28,7.6,2022-04-29
263650,28,12.1,2022-05-03
263650,29,39.4,2022-03-08
263650,29,133.3,2022-03-09
263650,29,33.5,2022-03-10
263650,29,9.8,2022-03-11
263650,29,32.9,2022-03-12
263650,29,61.1,2022-03-13
263650,35,34.3,2022-04-09
263650,35,3.6,2022-09-20
263650,7,6.6,2022-02-14
263650,7,21.0,2022-02-15
263651,7,20.3,2022-02-14
263653,12,5.1,2022-02-14
263654,35,3.0,2022-02-14
263655,11,0.4,2022-02-14
263655,7,0.2,2022-04-03
263656,2,23.7,2022-07-27
263656,7,0.7,2022-02-21
263657,42,22.3,2022-02-14
263657,42,7.1,2022-02-16
263661,7,29.7,2022-03-14
263661,7,4.1,2022-03-15
263661,7,23.5,2022-03-16
263661,7,58.3,2022-03-17
263661,14,13.0,2022-06-06
263661,14,37.6,2022-09-27
263661,14,1.2,2022-10-04
263661,14,37.1,2022-06-07
263661,14,18.6,2022-06-09
263661,14,17.3,2022-07-05
263661,14,78.1,2022-07-07
263661,14,24.4,2022-07-20
263661,14,58.3,2022-07-11
263661,14,4.8,2022-07-19
263661,14,50.7,2022-07-21
263661,14,10.1,2022-07-22
263661,14,13.6,2022-08-16
263661,14,10.4,2022-08-18
263661,14,33.0,2022-07-25
263661,14,7.8,2022-07-28
263661,14,12.6,2022-08-03
263661,14,13.4,2022-08-10
263661,14,75.7,2022-08-11
263661,14,2.8,2022-08-21
263661,14,48.3,2022-08-17
263661,14,39.7,2022-08-19
263661,14,0.3,2022-09-23
263661,14,0.2,2022-09-26
263661,21,16.3,2022-03-23
263661,21,24.0,2022-03-24
263661,21,18.2,2022-05-11
263661,34,35.4,2022-10-11
263661,34,5.9,2022-10-12
263661,34,23.2,2022-10-14
263661,34,128.1,2022-10-17
263661,34,5.6,2022-10-18
263661,34,0.4,2022-10-20
263661,7,0.1,2022-02-15
263661,7,1.6,2022-03-02
263661,7,6.6,2022-03-08
263661,7,22.0,2022-03-10
263664,16,0.1,2022-02-14
263665,35,4.4,2022-02-14
263666,28,22.1,2022-02-16
263666,28,3.8,2022-02-23
263666,28,8.5,2022-02-28
263666,28,1.0,2022-03-01
263666,28,16.3,2022-03-02
263666,28,2.5,2022-03-03
263666,28,22.2,2022-03-04
263666,28,40.1,2022-03-07
263666,7,0.5,2022-02-14
263666,7,6.4,2022-02-15
263669,2,30.6,2022-02-14
263670,7,25.1,2022-02-17
263670,16,18.4,2022-03-14
263670,21,50.6,2022-02-18
263670,7,10.1,2022-02-14
263670,7,8.3,2022-02-16
263672,2,29.0,2022-03-19
263672,21,21.1,2022-02-15
263672,21,4.3,2022-02-16
263672,21,36.1,2022-02-21
263672,21,15.4,2022-02-24
263672,21,6.9,2022-03-08
263672,21,19.4,2022-03-11
263672,21,9.5,2022-03-22
263672,21,1.0,2022-03-30
263672,21,3.5,2022-03-25
263672,21,10.3,2022-03-26
263672,21,16.7,2022-04-02
263672,7,6.5,2022-02-14
263672,48,12.5,2022-08-19
263672,48,38.4,2022-08-20
263673,7,45.2,2022-02-14
263676,7,2.4,2022-02-14
263677,7,19.1,2022-06-02
263677,22,20.9,2022-03-03
263678,7,45.9,2022-02-15
263679,7,0.2,2022-02-14
263681,14,8.3,2022-02-14
263681,14,7.2,2022-02-16
263683,2,33.5,2022-05-02
263683,2,27.0,2022-05-04
263683,2,50.1,2022-07-13
263683,2,12.3,2022-05-11
263683,2,41.5,2022-07-15
263683,7,63.3,2022-02-17
263683,7,14.6,2022-07-18
263683,13,44.5,2022-02-21
263683,21,46.9,2022-02-25
263683,21,68.2,2022-07-17
263683,21,68.3,2022-02-26
263683,21,61.6,2022-03-02
263683,21,23.0,2022-03-03
263683,21,56.9,2022-03-06
263683,21,28.3,2022-03-09
263683,21,24.7,2022-08-10
263683,23,95.3,2022-02-18
263683,24,7.1,2022-03-16
263683,24,16.4,2022-03-17
263683,24,15.2,2022-03-20
263683,24,17.5,2022-03-21
263683,24,10.9,2022-03-29
263683,24,27.0,2022-03-31
263683,24,17.7,2022-04-11
263683,24,14.6,2022-04-13
263683,24,14.0,2022-04-20
263683,24,19.9,2022-04-25
263683,24,28.5,2022-04-26
263683,24,3.3,2022-03-14
263683,7,34.2,2022-02-16
263683,46,14.2,2022-02-24
