engagement_id,student_id,engagement_quizzes,engagement_exams,engagement_lessons,date_engaged
381243,261073,0,0,1,2022-02-25
381244,261073,0,0,1,2022-02-26
381245,261073,0,0,1,2022-04-07
381246,261073,0,0,1,2022-04-08
381247,261073,0,0,1,2022-04-14
381248,261073,0,0,1,2022-04-15
381249,261073,0,0,1,2022-04-16
381250,261073,0,0,1,2022-04-17
381251,261073,0,0,1,2022-04-18
381252,261073,0,0,1,2022-04-19
381253,261073,0,0,1,2022-03-07
381254,261073,0,0,1,2022-03-10
381255,261073,0,0,1,2022-03-12
381256,261073,0,0,1,2022-03-15
381257,261073,0,0,1,2022-03-17
381258,261073,0,0,1,2022-03-24
381259,261073,0,0,1,2022-02-15
381260,261073,0,0,1,2022-02-17
381261,261073,0,0,1,2022-02-18
381262,261073,0,0,1,2022-02-21
381263,261073,0,0,1,2022-02-22
381264,261073,0,0,1,2022-03-25
381265,261073,0,0,1,2022-03-31
381266,261073,0,0,1,2022-04-01
381267,261073,0,0,1,2022-04-02
381268,261073,0,0,1,2022-03-01
381269,261073,0,0,1,2022-03-03
381270,261073,0,0,1,2022-03-05
381271,261073,0,0,1,2022-03-06
381272,261073,0,0,1,2022-01-23
381273,261073,0,0,1,2022-01-27
381274,261073,0,0,1,2022-01-28
381275,261073,0,0,1,2022-01-29
381276,261073,0,0,1,2022-01-30
381277,261073,0,0,1,2022-01-31
381278,261073,0,0,1,2022-02-02
381279,261073,0,0,1,2022-02-03
381280,261073,0,0,1,2022-02-04
381281,261073,0,0,1,2022-02-05
381282,261073,0,0,1,2022-02-06
381283,261073,0,0,1,2022-02-10
381284,261073,0,0,1,2022-02-11
381285,261073,0,0,1,2022-02-12
381286,261073,0,0,1,2022-02-13
381287,261073,0,0,1,2022-02-14
381288,261078,0,0,1,2022-01-20
381289,261083,0,0,1,2022-01-20
381290,261085,0,0,1,2022-03-03
381291,261085,0,0,1,2022-04-01
381292,261086,0,0,1,2022-03-14
381293,261086,0,0,1,2022-03-21
381294,261086,0,0,1,2022-03-26
381295,261086,0,0,1,2022-03-28
381296,261086,0,0,1,2022-03-29
381297,261088,0,0,1,2022-01-20
381298,261089,0,0,1,2022-01-20
381299,261094,0,0,1,2022-01-20
381300,261096,0,0,1,2022-01-20
381301,261098,0,0,1,2022-01-21
381302,261099,0,0,1,2022-01-21
381303,261102,0,0,1,2022-03-04
381304,261110,0,0,1,2022-01-24
381305,261110,0,0,1,2022-04-08
381306,261110,0,0,1,2022-01-28
381307,261115,0,0,1,2022-01-21
381308,261119,0,0,1,2022-01-21
381309,261120,0,0,1,2022-01-21
381310,261121,0,0,1,2022-01-27
381311,261121,0,0,1,2022-02-21
381312,261121,0,0,1,2022-03-04
381313,261121,0,0,1,2022-03-08
381314,261121,0,0,1,2022-03-15
381315,261121,0,0,1,2022-03-17
381316,261121,0,0,1,2022-03-18
381317,261121,0,0,1,2022-03-19
381318,261121,0,0,1,2022-03-20
381319,261121,0,0,1,2022-03-22
381320,261121,0,0,1,2022-03-23
381321,261121,0,0,1,2022-03-24
381322,261121,0,0,1,2022-03-25
381323,261121,0,0,1,2022-03-28
381324,261121,0,0,1,2022-04-03
381325,261121,0,0,1,2022-04-04
381326,261121,0,0,1,2022-04-05
381327,261121,0,0,1,2022-04-06
381328,261121,0,0,1,2022-05-19
381329,261121,0,0,1,2022-02-11
381330,261121,0,0,1,2022-02-12
381331,261121,0,0,1,2022-02-13
381332,261121,0,0,1,2022-02-14
381333,261121,0,0,1,2022-02-15
381334,261121,0,0,1,2022-02-17
381335,261121,0,0,1,2022-02-18
381336,261121,0,0,1,2022-02-07
381337,261121,0,0,1,2022-03-10
381338,261121,0,0,1,2022-03-12
381339,261121,0,0,1,2022-03-13
381340,261121,0,0,1,2022-04-14
381341,261121,0,0,1,2022-04-18
381342,261121,0,0,1,2022-04-19
381343,261121,0,0,1,2022-04-20
381344,261121,0,0,1,2022-04-02
381345,261123,0,0,1,2022-01-21
381346,261125,0,0,1,2022-01-21
381347,261128,0,0,1,2022-01-21
381348,261129,0,0,1,2022-01-21
381349,261130,0,0,1,2022-02-27
381350,261130,0,0,1,2022-01-21
381351,261132,0,0,1,2022-01-24
381352,261134,0,0,1,2022-01-21
381353,261135,0,0,1,2022-01-31
381354,261137,0,0,1,2022-01-21
381355,261139,0,0,1,2022-05-02
381356,261141,0,0,1,2022-01-21
381357,261142,0,0,1,2022-01-21
381358,261149,0,0,1,2022-01-21
381359,261150,0,0,1,2022-01-21
381360,261154,0,0,1,2022-01-25
381361,261154,0,0,1,2022-01-21
381362,261157,0,0,1,2022-01-21
381363,261158,0,0,1,2022-04-08
381364,261158,0,0,1,2022-04-09
381365,261158,0,0,1,2022-03-19
381366,261158,0,0,1,2022-04-13
381367,261159,0,0,1,2022-01-21
381368,261161,0,0,1,2022-01-21
381369,261165,0,0,1,2022-01-26
381370,261168,0,0,1,2022-01-21
381371,261170,0,0,1,2022-01-22
381372,261171,0,0,1,2022-02-23
381373,261171,0,0,1,2022-02-24
381374,261171,0,0,1,2022-03-05
381375,261171,0,0,1,2022-03-07
381376,261171,0,0,1,2022-03-24
381377,261171,0,0,1,2022-01-25
381378,261171,0,0,1,2022-02-07
381379,261171,0,0,1,2022-04-18
381380,261171,0,0,1,2022-04-19
381381,261171,0,0,1,2022-04-20
381382,261171,0,0,1,2022-04-21
381383,261173,0,0,1,2022-01-27
381384,261173,0,0,1,2022-01-31
381385,261173,0,0,1,2022-02-08
381386,261173,0,0,1,2022-02-17
381387,261173,0,0,1,2022-04-01
381388,261176,0,0,1,2022-01-21
381389,261179,0,0,1,2022-01-21
381390,261180,0,0,1,2022-01-21
381391,261182,0,0,1,2022-01-21
381392,261183,0,0,1,2022-01-24
381393,261184,0,0,1,2022-02-02
381394,261184,0,0,1,2022-02-15
381395,261186,0,0,1,2022-01-21
381397,261189,0,0,1,2022-01-21
381398,261189,0,0,1,2022-05-10
381399,261189,0,0,1,2022-05-13
381400,261189,0,0,1,2022-05-17
381401,261191,0,0,1,2022-01-21
381402,261196,0,0,1,2022-01-21
381403,261200,0,0,1,2022-01-23
381404,261201,0,0,1,2022-01-22
381405,261201,0,0,1,2022-01-23
381406,261201,0,0,1,2022-01-21
381407,261201,0,0,1,2022-01-30
381408,261201,0,0,1,2022-02-01
381409,261201,0,0,1,2022-01-27
381410,261204,0,0,1,2022-01-21
381411,261210,0,0,1,2022-01-21
381412,261210,0,0,1,2022-01-22
381413,261210,0,0,1,2022-01-25
381414,261211,0,0,1,2022-01-22
381415,261212,0,0,1,2022-02-26
381416,261212,0,0,1,2022-03-08
381417,261212,0,0,1,2022-03-14
381418,261212,0,0,1,2022-03-24
381419,261212,0,0,1,2022-02-02
381420,261212,0,0,1,2022-02-03
381421,261212,0,0,1,2022-02-06
381422,261212,0,0,1,2022-02-07
381423,261212,0,0,1,2022-02-08
381424,261212,0,0,1,2022-02-14
381425,261212,0,0,1,2022-02-15
381426,261212,0,0,1,2022-02-17
381427,261212,0,0,1,2022-01-25
381428,261212,0,0,1,2022-04-25
381429,261212,0,0,1,2022-04-26
381430,261212,0,0,1,2022-05-02
381431,261212,0,0,1,2022-04-04
381432,261212,0,0,1,2022-04-05
381433,261212,0,0,1,2022-04-06
381434,261212,0,0,1,2022-04-07
381435,261212,0,0,1,2022-04-14
381436,261212,0,0,1,2022-05-06
381437,261218,0,0,1,2022-01-22
381438,261218,0,0,1,2022-01-24
381439,261219,0,0,1,2022-01-24
381440,261223,0,0,1,2022-02-07
381441,261224,0,0,1,2022-01-22
381442,261227,0,0,1,2022-03-13
381443,261227,0,0,1,2022-01-23
381444,261227,0,0,1,2022-03-12
381445,261227,0,0,1,2022-03-14
381446,261228,0,0,1,2022-01-22
381447,261228,0,0,1,2022-01-23
381449,261233,0,0,1,2022-01-22
381451,261239,0,0,1,2022-02-18
381452,261239,0,0,1,2022-02-22
381453,261239,0,0,1,2022-01-23
381454,261239,0,0,1,2022-02-06
381455,261239,0,0,1,2022-05-15
381456,261239,0,0,1,2022-05-17
381457,261239,0,0,1,2022-01-22
381458,261239,0,0,1,2022-02-17
381459,261239,0,0,1,2022-01-30
381460,261239,0,0,1,2022-02-03
381461,261239,0,0,1,2022-02-07
381462,261239,0,0,1,2022-04-28
381463,261239,0,0,1,2022-02-08
381464,261239,0,0,1,2022-02-15
381465,261239,0,0,1,2022-03-05
381466,261239,0,0,1,2022-03-12
381467,261239,0,0,1,2022-03-16
381468,261239,0,0,1,2022-03-19
381469,261239,0,0,1,2022-03-20
381470,261239,0,0,1,2022-03-26
381471,261239,0,0,1,2022-03-31
381472,261240,0,0,1,2022-01-22
381473,261241,0,0,1,2022-04-24
381474,261242,0,0,1,2022-02-07
381475,261242,0,0,1,2022-02-14
381476,261242,0,0,1,2022-01-22
381477,261243,0,0,1,2022-01-22
381478,261244,0,0,1,2022-01-22
381479,261249,0,0,1,2022-01-22
381480,261256,0,0,1,2022-01-22
381481,261258,0,0,1,2022-01-22
381482,261259,0,0,1,2022-01-22
381483,261260,0,0,1,2022-01-22
381484,261261,0,0,1,2022-01-22
381485,261262,0,0,1,2022-01-22
381486,261263,0,0,1,2022-02-26
381487,261263,0,0,1,2022-02-28
381488,261263,0,0,1,2022-02-01
381489,261263,0,0,1,2022-02-04
381490,261263,0,0,1,2022-02-16
381491,261263,0,0,1,2022-02-18
381492,261263,0,0,1,2022-02-20
381493,261263,0,0,1,2022-02-21
381494,261263,0,0,1,2022-02-22
381495,261263,0,0,1,2022-02-24
381496,261263,0,0,1,2022-02-25
381497,261263,0,0,1,2022-02-27
381498,261263,0,0,1,2022-03-03
381499,261263,0,0,1,2022-03-10
381500,261263,0,0,1,2022-03-11
381501,261263,0,0,1,2022-03-12
381502,261263,0,0,1,2022-03-13
381503,261263,0,0,1,2022-03-14
381504,261263,0,0,1,2022-03-22
381505,261263,0,0,1,2022-03-23
381506,261263,0,0,1,2022-03-24
381507,261263,0,0,1,2022-03-26
381508,261264,0,0,1,2022-01-22
381509,261265,0,0,1,2022-01-24
381510,261265,0,0,1,2022-01-26
381511,261267,0,0,1,2022-01-22
381512,261268,0,0,1,2022-02-03
381513,261269,0,0,1,2022-01-31
381514,261269,0,0,1,2022-03-25
381515,261269,0,0,1,2022-01-22
381516,261275,0,0,1,2022-01-22
381517,261278,0,0,1,2022-01-22
381518,261280,0,0,1,2022-01-22
381519,261281,0,0,1,2022-01-23
381520,261286,0,0,1,2022-01-26
381521,261288,0,0,1,2022-01-27
381522,261288,0,0,1,2022-05-17
381523,261288,0,0,1,2022-01-28
381524,261288,0,0,1,2022-01-31
381525,261288,0,0,1,2022-02-02
381526,261288,0,0,1,2022-02-09
381527,261288,0,0,1,2022-02-11
381528,261288,0,0,1,2022-02-14
381529,261288,0,0,1,2022-02-15
381530,261288,0,0,1,2022-02-16
381531,261288,0,0,1,2022-02-18
381532,261288,0,0,1,2022-02-21
381533,261288,0,0,1,2022-02-23
381534,261288,0,0,1,2022-03-01
381535,261288,0,0,1,2022-03-11
381536,261288,0,0,1,2022-03-15
381537,261288,0,0,1,2022-04-08
381538,261288,0,0,1,2022-04-12
381539,261288,0,0,1,2022-04-13
381540,261288,0,0,1,2022-04-14
381541,261288,0,0,1,2022-04-25
381542,261288,0,0,1,2022-05-03
381543,261293,0,0,1,2022-01-24
381544,261293,0,0,1,2022-01-27
381545,261295,0,0,1,2022-02-18
381546,261296,0,0,1,2022-01-23
381547,261298,0,0,1,2022-01-23
381548,261305,0,0,1,2022-01-23
381549,261307,0,0,1,2022-02-15
381550,261308,0,0,1,2022-01-24
381551,261308,0,0,1,2022-01-25
381552,261308,0,0,1,2022-01-27
381553,261312,0,0,1,2022-01-23
381554,261318,0,0,1,2022-01-23
381555,261320,0,0,1,2022-01-23
381556,261323,0,0,1,2022-02-25
381557,261323,0,0,1,2022-02-28
381558,261323,0,0,1,2022-03-01
381559,261323,0,0,1,2022-03-06
381560,261323,0,0,1,2022-03-15
381561,261323,0,0,1,2022-03-21
381562,261323,0,0,1,2022-03-28
381563,261323,0,0,1,2022-05-21
381564,261323,0,0,1,2022-05-26
381565,261323,0,0,1,2022-03-30
381566,261325,0,0,1,2022-03-17
381567,261325,0,0,1,2022-04-05
381568,261325,0,0,1,2022-04-19
381569,261325,0,0,1,2022-04-15
381570,261326,0,0,1,2022-01-26
381571,261327,0,0,1,2022-01-23
381572,261331,0,0,1,2022-01-23
381573,261334,0,0,1,2022-01-23
381574,261334,0,0,1,2022-02-26
381575,261335,0,0,1,2022-01-23
381576,261336,0,0,1,2022-04-08
381577,261336,0,0,1,2022-02-07
381578,261336,0,0,1,2022-02-04
381579,261337,0,0,1,2022-04-10
381580,261337,0,0,1,2022-05-14
381581,261337,0,0,1,2022-04-16
381582,261339,0,0,1,2022-01-28
381583,261343,0,0,1,2022-01-23
381584,261346,0,0,1,2022-01-23
381585,261349,0,0,1,2022-03-18
381586,261349,0,0,1,2022-03-20
381587,261349,0,0,1,2022-03-08
381588,261350,0,0,1,2022-01-23
381589,261352,0,0,1,2022-01-23
381590,261354,0,0,1,2022-02-04
381591,261354,0,0,1,2022-02-22
381592,261354,0,0,1,2022-02-28
381593,261354,0,0,1,2022-03-02
381594,261354,0,0,1,2022-03-03
381595,261355,0,0,1,2022-01-23
381596,261359,0,0,1,2022-02-06
381597,261359,0,0,1,2022-02-08
381598,261359,0,0,1,2022-02-09
381599,261359,0,0,1,2022-02-10
381600,261359,0,0,1,2022-02-11
381601,261359,0,0,1,2022-02-12
381602,261359,0,0,1,2022-02-13
381603,261359,0,0,1,2022-01-24
381604,261359,0,0,1,2022-01-29
381605,261360,0,0,1,2022-01-23
381606,261364,0,0,1,2022-05-10
381607,261364,0,0,1,2022-02-11
381608,261373,0,0,1,2022-01-23
381609,261374,0,0,1,2022-02-15
381610,261374,0,0,1,2022-01-28
381611,261374,0,0,1,2022-01-30
381612,261374,0,0,1,2022-02-01
381613,261374,0,0,1,2022-02-04
381614,261374,0,0,1,2022-02-09
381615,261374,0,0,1,2022-02-11
381616,261374,0,0,1,2022-02-17
381617,261374,0,0,1,2022-02-18
381618,261374,0,0,1,2022-02-16
381619,261374,0,0,1,2022-04-03
381620,261374,0,0,1,2022-05-02
381621,261374,0,0,1,2022-05-04
381622,261376,0,0,1,2022-01-23
381623,261383,0,0,1,2022-01-23
381624,261383,0,0,1,2022-01-24
381625,261384,0,0,1,2022-01-23
381626,261385,0,0,1,2022-03-22
381627,261389,0,0,1,2022-01-29
381628,261390,0,0,1,2022-04-26
381629,261391,0,0,1,2022-01-24
381630,261391,0,0,1,2022-02-17
381631,261391,0,0,1,2022-02-18
381632,261391,0,0,1,2022-02-04
381633,261391,0,0,1,2022-02-06
381634,261391,0,0,1,2022-02-08
381635,261391,0,0,1,2022-02-09
381636,261391,0,0,1,2022-02-10
381637,261391,0,0,1,2022-02-11
381638,261392,0,0,1,2022-01-24
381639,261393,0,0,1,2022-01-29
381640,261397,0,0,1,2022-01-24
381641,261398,0,0,1,2022-01-24
381642,261400,0,0,1,2022-01-24
381643,261402,0,0,1,2022-01-24
381644,261405,0,0,1,2022-01-24
381645,261406,0,0,1,2022-01-24
381646,261407,0,0,1,2022-01-24
381647,261407,0,0,1,2022-02-01
381648,261407,0,0,1,2022-02-07
381649,261407,0,0,1,2022-02-14
381650,261408,0,0,1,2022-01-24
381651,261408,0,0,1,2022-01-25
381652,261408,0,0,1,2022-04-11
381653,261408,0,0,1,2022-02-14
381654,261408,0,0,1,2022-02-16
381655,261408,0,0,1,2022-02-17
381656,261408,0,0,1,2022-03-22
381657,261408,0,0,1,2022-03-23
381658,261408,0,0,1,2022-05-15
381659,261412,0,0,1,2022-03-23
381660,261412,0,0,1,2022-05-14
381661,261412,0,0,1,2022-05-06
381662,261412,0,0,1,2022-05-07
381663,261412,0,0,1,2022-05-08
381664,261412,0,0,1,2022-05-09
381665,261412,0,0,1,2022-05-10
381666,261412,0,0,1,2022-05-11
381667,261412,0,0,1,2022-05-12
381668,261412,0,0,1,2022-05-13
381669,261412,0,0,1,2022-05-21
381670,261412,0,0,1,2022-05-22
381671,261412,0,0,1,2022-05-23
381672,261412,0,0,1,2022-05-25
381673,261412,0,0,1,2022-04-16
381674,261412,0,0,1,2022-04-19
381675,261412,0,0,1,2022-04-22
381676,261412,0,0,1,2022-04-25
381677,261412,0,0,1,2022-05-01
381678,261412,0,0,1,2022-05-04
381679,261414,0,0,1,2022-01-24
381680,261415,0,0,1,2022-01-24
381681,261417,0,0,1,2022-04-14
381682,261417,0,0,1,2022-04-17
381683,261417,0,0,1,2022-04-24
381684,261417,0,0,1,2022-04-25
381685,261418,0,0,1,2022-01-24
381686,261424,0,0,1,2022-01-24
381687,261425,0,0,1,2022-01-24
381688,261426,0,0,1,2022-01-24
381689,261428,0,0,1,2022-01-24
381690,261430,0,0,1,2022-01-24
381691,261431,0,0,1,2022-01-28
381692,261431,0,0,1,2022-01-24
381693,261431,0,0,1,2022-01-27
381694,261437,0,0,1,2022-01-24
381695,261437,0,0,1,2022-02-11
381696,261437,0,0,1,2022-02-12
381697,261440,0,0,1,2022-01-24
381698,261444,0,0,1,2022-01-24
381699,261446,0,0,1,2022-03-02
381700,261446,0,0,1,2022-03-03
381701,261446,0,0,1,2022-03-07
381702,261446,0,0,1,2022-03-09
381703,261446,0,0,1,2022-03-10
381704,261446,0,0,1,2022-03-14
381705,261446,0,0,1,2022-03-16
381706,261446,0,0,1,2022-03-23
381707,261446,0,0,1,2022-03-24
381708,261446,0,0,1,2022-05-11
381709,261446,0,0,1,2022-05-15
381710,261446,0,0,1,2022-05-18
381711,261446,0,0,1,2022-05-19
381712,261446,0,0,1,2022-05-20
381713,261446,0,0,1,2022-05-24
381714,261446,0,0,1,2022-05-25
381715,261446,0,0,1,2022-02-07
381716,261446,0,0,1,2022-02-08
381717,261446,0,0,1,2022-02-15
381718,261446,0,0,1,2022-02-18
381719,261449,0,0,1,2022-04-06
381720,261450,0,0,1,2022-01-25
381721,261452,0,0,1,2022-01-27
381722,261452,0,0,1,2022-01-31
381723,261452,0,0,1,2022-02-16
381724,261452,0,0,1,2022-04-04
381725,261452,0,0,1,2022-05-10
381726,261452,0,0,1,2022-05-16
381727,261452,0,0,1,2022-03-09
381728,261452,0,0,1,2022-03-10
381729,261452,0,0,1,2022-02-26
381730,261452,0,0,1,2022-04-03
381731,261453,0,0,1,2022-04-08
381732,261454,0,0,1,2022-01-24
381733,261456,0,0,1,2022-01-24
381734,261457,0,0,1,2022-01-24
381735,261459,0,0,1,2022-01-24
381736,261460,0,0,1,2022-01-24
381737,261462,0,0,1,2022-01-24
381738,261465,0,0,1,2022-01-24
381739,261466,0,0,1,2022-03-14
381740,261466,0,0,1,2022-05-19
381741,261466,0,0,1,2022-05-20
381742,261466,0,0,1,2022-05-24
381743,261466,0,0,1,2022-02-06
381744,261466,0,0,1,2022-02-11
381745,261466,0,0,1,2022-03-11
381746,261466,0,0,1,2022-03-16
381747,261466,0,0,1,2022-03-17
381748,261466,0,0,1,2022-03-18
381749,261466,0,0,1,2022-03-19
381750,261466,0,0,1,2022-03-22
381751,261466,0,0,1,2022-03-24
381752,261466,0,0,1,2022-03-25
381753,261466,0,0,1,2022-03-29
381754,261466,0,0,1,2022-04-01
381755,261466,0,0,1,2022-04-02
381756,261466,0,0,1,2022-04-11
381757,261466,0,0,1,2022-02-14
381758,261466,0,0,1,2022-02-18
381759,261466,0,0,1,2022-04-19
381760,261466,0,0,1,2022-05-07
381761,261466,0,0,1,2022-05-10
381762,261466,0,0,1,2022-05-13
381763,261466,0,0,1,2022-05-14
381764,261466,0,0,1,2022-05-17
381765,261468,0,0,1,2022-01-27
381766,261468,0,0,1,2022-01-29
381767,261470,0,0,1,2022-01-24
381768,261471,0,0,1,2022-01-24
381769,261471,0,0,1,2022-01-25
381770,261473,0,0,1,2022-01-24
381771,261474,0,0,1,2022-01-24
381772,261477,0,0,1,2022-01-24
381773,261481,0,0,1,2022-01-24
381774,261484,0,0,1,2022-01-24
381775,261486,0,0,1,2022-01-24
381776,261486,0,0,1,2022-01-27
381777,261486,0,0,1,2022-01-28
381778,261486,0,0,1,2022-01-29
381779,261487,0,0,1,2022-02-17
381780,261487,0,0,1,2022-02-18
381781,261487,0,0,1,2022-01-24
381782,261487,0,0,1,2022-01-26
381783,261489,0,0,1,2022-01-24
381784,261490,0,0,1,2022-04-18
381785,261490,0,0,1,2022-05-21
381786,261490,0,0,1,2022-05-22
381787,261490,0,0,1,2022-01-24
381788,261491,0,0,1,2022-02-10
381789,261491,0,0,1,2022-05-01
381790,261491,0,0,1,2022-05-02
381791,261495,0,0,1,2022-01-29
381792,261495,0,0,1,2022-03-21
381793,261495,0,0,1,2022-03-31
381794,261495,0,0,1,2022-04-01
381795,261495,0,0,1,2022-04-20
381796,261495,0,0,1,2022-04-25
381797,261498,0,0,1,2022-01-24
381798,261501,0,0,1,2022-01-25
381799,261502,0,0,1,2022-01-25
381800,261505,0,0,1,2022-01-25
381801,261506,0,0,1,2022-01-25
381802,261509,0,0,1,2022-01-25
381803,261510,0,0,1,2022-01-25
381804,261510,0,0,1,2022-01-27
381805,261510,0,0,1,2022-01-28
381806,261510,0,0,1,2022-01-30
381807,261510,0,0,1,2022-04-29
381808,261510,0,0,1,2022-03-12
381809,261511,0,0,1,2022-01-25
381810,261512,0,0,1,2022-01-27
381811,261512,0,0,1,2022-02-08
381812,261516,0,0,1,2022-01-25
381813,261518,0,0,1,2022-01-27
381814,261518,0,0,1,2022-02-07
381815,261518,0,0,1,2022-02-16
381816,261518,0,0,1,2022-02-19
381817,261519,0,0,1,2022-03-10
381818,261519,0,0,1,2022-03-20
381819,261519,0,0,1,2022-03-24
381820,261519,0,0,1,2022-02-03
381821,261519,0,0,1,2022-02-27
381822,261519,0,0,1,2022-01-26
381823,261519,0,0,1,2022-02-17
381824,261519,0,0,1,2022-02-24
381825,261519,0,0,1,2022-05-01
381826,261519,0,0,1,2022-02-21
381827,261519,0,0,1,2022-02-07
381828,261519,0,0,1,2022-02-08
381829,261519,0,0,1,2022-05-06
381830,261519,0,0,1,2022-05-09
381831,261520,0,0,1,2022-01-25
381832,261521,0,0,1,2022-02-18
381833,261521,0,0,1,2022-02-11
381834,261521,0,0,1,2022-03-30
381835,261522,0,0,1,2022-03-10
381836,261522,0,0,1,2022-03-14
381837,261522,0,0,1,2022-02-08
381838,261522,0,0,1,2022-04-04
381839,261522,0,0,1,2022-04-06
381840,261522,0,0,1,2022-02-03
381841,261522,0,0,1,2022-02-04
381842,261522,0,0,1,2022-02-05
381843,261522,0,0,1,2022-02-06
381844,261522,0,0,1,2022-02-09
381845,261522,0,0,1,2022-02-10
381846,261522,0,0,1,2022-02-15
381847,261522,0,0,1,2022-02-16
381848,261522,0,0,1,2022-02-17
381849,261522,0,0,1,2022-02-21
381850,261522,0,0,1,2022-03-02
381851,261522,0,0,1,2022-03-03
381852,261523,0,0,1,2022-02-10
381853,261523,0,0,1,2022-03-01
381854,261523,0,0,1,2022-03-02
381855,261523,0,0,1,2022-01-25
381856,261523,0,0,1,2022-02-11
381857,261523,0,0,1,2022-02-14
381858,261523,0,0,1,2022-03-28
381859,261523,0,0,1,2022-02-15
381860,261526,0,0,1,2022-02-01
381861,261526,0,0,1,2022-02-10
381862,261527,0,0,1,2022-02-15
381863,261528,0,0,1,2022-01-25
381864,261529,0,0,1,2022-01-27
381865,261529,0,0,1,2022-01-25
381866,261529,0,0,1,2022-01-26
381867,261530,0,0,1,2022-01-25
381868,261533,0,0,1,2022-01-25
381869,261534,0,0,1,2022-01-25
381870,261540,0,0,1,2022-01-25
381871,261544,0,0,1,2022-01-25
381872,261545,0,0,1,2022-01-25
381873,261547,0,0,1,2022-03-09
381874,261548,0,0,1,2022-01-25
381875,261548,0,0,1,2022-01-26
381876,261548,0,0,1,2022-01-27
381877,261550,0,0,1,2022-03-24
381878,261550,0,0,1,2022-04-18
381879,261550,0,0,1,2022-04-21
381880,261550,0,0,1,2022-03-13
381881,261550,0,0,1,2022-03-21
381882,261550,0,0,1,2022-03-23
381883,261550,0,0,1,2022-05-13
381884,261550,0,0,1,2022-05-14
381885,261550,0,0,1,2022-05-15
381886,261550,0,0,1,2022-05-21
381887,261550,0,0,1,2022-02-19
381888,261550,0,0,1,2022-02-21
381889,261550,0,0,1,2022-02-27
381890,261550,0,0,1,2022-02-05
381891,261550,0,0,1,2022-04-22
381892,261550,0,0,1,2022-04-26
381893,261550,0,0,1,2022-04-27
381894,261550,0,0,1,2022-04-29
381895,261550,0,0,1,2022-01-27
381896,261550,0,0,1,2022-02-14
381897,261550,0,0,1,2022-02-16
381898,261550,0,0,1,2022-02-17
381899,261550,0,0,1,2022-05-25
381900,261552,0,0,1,2022-02-02
381901,261552,0,0,1,2022-04-21
381902,261552,0,0,1,2022-04-22
381903,261552,0,0,1,2022-04-23
381904,261552,0,0,1,2022-04-24
381905,261552,0,0,1,2022-04-30
381906,261552,0,0,1,2022-05-05
381907,261552,0,0,1,2022-05-15
381908,261552,0,0,1,2022-02-21
381909,261552,0,0,1,2022-02-24
381910,261553,0,0,1,2022-01-25
381911,261554,0,0,1,2022-01-26
381912,261554,0,0,1,2022-02-20
381913,261554,0,0,1,2022-03-06
381914,261554,0,0,1,2022-01-25
381915,261554,0,0,1,2022-02-19
381916,261554,0,0,1,2022-04-24
381917,261554,0,0,1,2022-05-03
381918,261554,0,0,1,2022-02-05
381919,261556,0,0,1,2022-01-25
381920,261556,0,0,1,2022-01-26
381921,261556,0,0,1,2022-01-30
381922,261557,0,0,1,2022-01-25
381923,261558,0,0,1,2022-03-09
381924,261558,0,0,1,2022-01-26
381925,261558,0,0,1,2022-01-27
381926,261558,0,0,1,2022-01-28
381927,261558,0,0,1,2022-01-30
381928,261558,0,0,1,2022-02-01
381929,261558,0,0,1,2022-02-03
381930,261558,0,0,1,2022-02-05
381931,261558,0,0,1,2022-02-07
381932,261558,0,0,1,2022-02-08
381933,261558,0,0,1,2022-03-08
381934,261558,0,0,1,2022-03-11
381935,261562,0,0,1,2022-01-25
381936,261563,0,0,1,2022-01-25
381937,261567,0,0,1,2022-02-16
381938,261567,0,0,1,2022-05-23
381939,261567,0,0,1,2022-02-18
381940,261567,0,0,1,2022-02-23
381941,261567,0,0,1,2022-04-04
381942,261567,0,0,1,2022-02-02
381943,261567,0,0,1,2022-02-04
381944,261572,0,0,1,2022-01-25
381945,261574,0,0,1,2022-01-25
381946,261575,0,0,1,2022-02-06
381947,261577,0,0,1,2022-01-26
381948,261577,0,0,1,2022-01-27
381949,261577,0,0,1,2022-05-14
381950,261578,0,0,1,2022-01-25
381951,261582,0,0,1,2022-05-20
381952,261582,0,0,1,2022-05-23
381953,261583,0,0,1,2022-01-26
381954,261585,0,0,1,2022-02-02
381955,261585,0,0,1,2022-02-04
381956,261585,0,0,1,2022-02-15
381957,261585,0,0,1,2022-01-27
381958,261585,0,0,1,2022-01-28
381959,261585,0,0,1,2022-01-31
381960,261585,0,0,1,2022-02-01
381961,261588,0,0,1,2022-01-25
381962,261589,0,0,1,2022-01-26
381963,261589,0,0,1,2022-03-15
381964,261590,0,0,1,2022-04-06
381965,261590,0,0,1,2022-04-09
381966,261590,0,0,1,2022-04-11
381967,261590,0,0,1,2022-04-25
381968,261592,0,0,1,2022-01-26
381969,261593,0,0,1,2022-05-04
381970,261593,0,0,1,2022-05-05
381971,261593,0,0,1,2022-05-09
381972,261593,0,0,1,2022-05-10
381973,261593,0,0,1,2022-05-11
381974,261593,0,0,1,2022-05-17
381975,261593,0,0,1,2022-02-01
381976,261593,0,0,1,2022-05-25
381977,261593,0,0,1,2022-04-12
381978,261593,0,0,1,2022-04-23
381979,261593,0,0,1,2022-04-24
