student_id,quiz_id,question_id,answer_id
261121,162,209,823
261121,162,215,847
260345,436,801,3159
260345,437,662,2575
260345,438,802,3164
260345,439,803,3167
260345,440,663,2579
260345,441,668,2600
260345,442,804,3170
260345,443,676,2632
260345,444,805,3177
260345,445,672,2615
260345,446,806,3178
260345,447,807,3184
260345,448,808,3188
260345,449,809,3193
263842,171,202,796
260345,450,810,3195
263842,172,176,689
263842,172,179,704
263842,173,180,705
260345,451,811,3201
260345,452,1198,4525
263998,537,796,3139
259684,437,662,2575
260345,453,813,3208
263531,286,352,1387
263531,287,388,1533
263531,287,393,1552
263531,288,376,1486
263531,288,385,1519
263531,288,386,1524
263531,289,387,1528
263531,289,400,1579
263531,290,392,1550
263531,290,398,1572
263531,290,402,1588
263531,290,403,1593
263531,291,391,1544
263531,291,395,1561
263531,291,397,1569
263531,292,389,1535
263531,292,390,1541
263531,292,394,1556
259953,159,793,3127
259953,159,794,3132
263531,293,396,1563
263531,293,404,1595
259953,160,181,710
263531,294,399,1576
263531,294,401,1583
259953,161,184,723
259953,161,776,3056
263531,295,406,1605
263531,295,420,1661
259953,484,1063,4197
263998,538,785,3095
263531,296,1101,4338
263531,296,1102,4345
263531,296,1103,4351
262907,253,829,3275
263549,273,375,1480
263549,273,382,1509
263549,273,915,3614
261959,44,910,3594
262907,254,312,1233
261801,186,914,3611
263549,274,916,3617
263549,274,917,3623
263549,274,918,3628
262907,255,841,3323
263549,275,742,2902
263549,275,758,2984
263549,275,759,2990
260774,159,793,3127
260774,159,794,3132
260774,160,181,710
263549,276,773,3047
263549,276,774,3051
263549,276,919,3630
263842,174,196,772
260774,161,184,723
260774,161,776,3056
260774,162,209,823
260774,162,215,847
263842,175,185,725
263842,176,178,699
260774,163,193,758
260684,266,1092,4305
260684,266,1093,4309
260684,266,1094,4315
260684,266,1095,4318
260774,164,177,695
263842,177,198,778
260774,165,206,810
261791,45,822,3249
260774,166,182,715
260774,167,186,731
260774,168,778,3065
260774,168,779,3069
260774,169,187,736
260774,169,203,799
260684,267,1096,4323
260684,267,1097,4324
260684,267,1098,4328
260684,267,1099,4332
261791,46,75,309
260774,170,183,719
263480,451,811,3201
263480,452,1198,4525
264084,539,789,3109
264084,539,797,3142
264084,541,788,3107
260774,171,202,796
263065,188,201,792
263480,453,813,3208
258930,540,781,3078
258930,540,782,3080
258930,540,783,3087
263480,454,814,3210
260774,172,176,689
260774,172,179,703
262648,47,76,313
263482,538,785,3095
262648,48,743,2916
262648,48,744,2920
262648,48,746,2933
262648,48,747,2939
262648,48,748,2941
264168,269,1209,4570
264168,269,1210,4573
260774,173,180,705
264207,537,796,3140
264084,43,72,294
263118,537,796,3139
264084,44,910,3594
261790,252,828,3270
263065,189,214,843
259959,269,1209,4570
259959,269,1210,4573
263118,538,785,3095
263065,190,211,831
261552,249,823,3253
261552,249,824,3254
261552,250,825,3257
261552,250,826,3264
261552,251,827,3267
260684,268,1100,4336
261171,436,801,3159
263065,191,212,836
261171,437,662,2575
261593,252,828,3270
262686,537,796,3139
261171,438,802,3164
261171,439,803,3167
262686,538,785,3095
261171,440,663,2579
261171,441,668,2600
261171,442,804,3170
261171,443,676,2632
261171,444,805,3177
262686,540,781,3078
262686,540,782,3080
262686,540,783,3087
261552,252,828,3270
262686,539,789,3109
262686,539,797,3142
264222,484,1063,4197
262686,541,788,3107
261790,253,829,3275
258930,539,789,3109
258930,539,797,3142
262686,43,72,294
262686,44,910,3594
264222,485,1064,4200
264222,485,1065,4201
261790,254,312,1233
264222,486,1066,4205
264222,486,1067,4209
264222,487,1068,4211
258930,541,788,3107
264145,193,236,930
264145,193,238,938
264145,193,239,942
264145,193,240,948
264145,194,230,905
264145,194,232,914
264145,194,237,936
261790,255,841,3323
264145,195,250,987
264145,195,791,3120
264145,195,800,3157
261593,253,829,3275
261593,254,312,1232
261593,255,841,3324
263065,310,426,1686
263065,310,862,3401
263065,310,912,3604
263998,540,781,3078
263998,540,782,3080
263998,540,783,3087
263065,311,443,1756
263065,312,430,1704
263065,312,863,3403
263065,313,864,3408
263065,314,865,3411
263065,314,866,3418
262357,162,209,823
262357,162,215,847
263568,369,493,1953
263568,369,496,1962
263568,369,497,1966
263568,369,500,1972
263568,369,501,1974
263568,369,920,3634
263065,315,867,3420
263065,316,455,1803
261121,163,193,758
262357,163,193,758
261121,164,177,695
262357,164,177,695
264222,488,1069,4216
264222,488,1070,4219
264222,488,1071,4226
261121,165,206,810
264116,436,801,3159
264222,489,1072,4227
264233,537,796,3139
264233,538,785,3095
263388,45,822,3249
263998,539,789,3109
263998,539,797,3142
261121,166,182,715
264233,540,781,3078
264233,540,782,3081
264233,540,783,3087
264237,537,796,3139
263388,46,75,309
264237,538,785,3095
261212,159,793,3127
261212,159,794,3132
261212,160,181,710
261212,161,184,723
261212,161,776,3056
264237,540,781,3078
264237,540,782,3080
264237,540,783,3087
261791,47,76,313
262596,179,204,802
264233,539,789,3109
264233,539,797,3142
261791,48,743,2916
261791,48,744,2923
261791,48,746,2933
261791,48,747,2939
261791,48,748,2941
264233,541,788,3108
264237,539,789,3109
264237,539,797,3142
263388,47,76,313
263388,48,743,2916
263388,48,744,2920
263388,48,746,2933
263388,48,747,2939
263388,48,748,2941
262988,176,178,699
260345,454,814,3210
260345,455,815,3215
259865,323,873,3446
259865,323,874,3449
263798,47,76,313
264233,43,72,294
263388,49,83,340
263388,49,84,345
263388,49,787,3103
263388,49,799,3153
263798,48,743,2916
263798,48,744,2920
263798,48,746,2933
263798,48,747,2939
263798,48,748,2941
262988,177,198,780
264233,44,910,3594
260345,545,1045,4127
260345,545,1046,4132
262988,178,205,806
263388,50,86,353
260345,546,1047,4137
260345,546,1048,4140
260345,546,1049,4144
263388,51,87,359
260345,547,1050,4150
260345,547,1051,4154
259865,324,875,3454
264165,537,796,3139
264165,538,785,3096
264165,540,781,3078
264165,540,782,3080
264165,540,783,3087
264253,537,796,3139
261452,218,979,3868
263301,417,645,2506
264253,538,785,3095
264222,490,1073,4230
264114,539,789,3109
264114,539,797,3142
262988,179,204,802
259865,325,913,3608
264253,540,781,3078
264253,540,782,3080
264253,540,783,3087
264222,491,1074,4236
264222,491,1199,4529
262988,180,213,838
264240,537,796,3139
264258,484,1063,4197
261121,167,186,731
259865,326,876,3455
264240,538,785,3095
264258,485,1064,4200
264258,485,1065,4201
264259,537,796,3139
261121,161,184,723
261121,161,776,3056
264165,539,789,3109
264165,539,797,3142
264259,538,785,3095
264259,540,781,3078
264259,540,782,3080
264259,540,783,3087
259865,327,431,1710
264253,539,789,3109
264253,539,797,3142
264253,541,788,3107
259865,328,877,3460
264258,486,1066,4205
264258,486,1067,4209
264258,487,1068,4211
261121,168,778,3065
261121,168,779,3069
263197,45,822,3249
263798,49,83,340
263798,49,84,345
263798,49,787,3103
263798,49,799,3151
263798,50,86,353
263197,46,75,309
264258,488,1069,4216
264258,488,1070,4219
264258,488,1071,4226
262988,181,210,826
264253,43,72,294
264253,44,910,3594
262988,182,190,745
262988,182,197,775
263798,51,87,359
263798,248,1088,4290
263798,248,1089,4294
260173,171,202,796
264253,45,822,3249
260173,172,176,689
260173,172,179,703
259865,329,878,3463
263888,454,814,3210
259865,330,879,3470
263888,455,815,3215
260173,173,180,705
262784,273,375,1480
262784,273,382,1509
262784,273,915,3614
263888,545,1045,4127
263888,545,1046,4132
263888,546,1047,4137
263888,546,1048,4140
263888,546,1049,4144
263888,547,1050,4150
263888,547,1051,4154
264141,485,1064,4200
264141,485,1065,4201
262784,274,916,3617
262784,274,917,3623
262784,274,918,3628
262791,438,802,3164
262791,439,803,3167
262791,440,663,2579
262791,441,668,2600
262791,442,804,3170
262791,443,676,2632
260593,183,795,3135
263126,248,1088,4288
263126,248,1089,4294
263126,249,823,3253
263126,249,824,3254
260345,159,793,3127
260345,159,794,3132
260345,160,181,710
260345,162,209,823
260345,162,215,847
260345,163,193,758
260345,164,177,695
260345,165,206,810
264290,537,796,3139
264290,538,785,3095
260345,166,182,715
262714,45,822,3249
260345,167,186,731
264290,540,781,3078
264290,540,782,3080
264290,540,783,3086
260345,168,778,3065
260345,168,779,3069
262714,46,75,309
264290,539,789,3109
264290,539,797,3142
260345,169,187,736
260345,169,203,799
264291,537,796,3139
264291,538,785,3095
260345,170,183,717
264290,541,788,3108
260345,171,202,796
264290,43,72,294
264290,44,910,3593
264259,539,789,3109
264259,539,797,3142
264259,541,788,3107
264290,45,822,3249
264259,43,72,294
264290,46,75,309
259262,179,204,802
263842,178,205,806
263998,541,788,3107
260345,172,176,689
260345,172,179,703
260345,173,180,705
263842,179,204,802
262641,266,1092,4305
262641,266,1093,4309
262641,266,1094,4315
262641,266,1095,4318
259262,183,795,3135
263842,180,213,838
262641,267,1096,4323
262641,267,1097,4324
262641,267,1098,4328
262641,267,1099,4332
263998,43,72,294
264305,537,796,3138
264306,537,796,3139
264290,47,76,313
264290,48,743,2919
264290,48,744,2920
264290,48,746,2933
264290,48,747,2939
264290,48,748,2942
264249,537,796,3139
261171,445,672,2615
264249,538,785,3095
261171,446,806,3179
264249,540,781,3079
264249,540,782,3080
264249,540,783,3087
261171,447,807,3184
264308,537,796,3139
264165,541,788,3107
264249,539,789,3109
264249,539,797,3142
264249,541,788,3107
261171,448,808,3187
261171,449,809,3193
264249,43,72,294
262641,268,1100,4335
261171,450,810,3194
264307,537,796,3137
264249,44,910,3594
261171,451,811,3201
261171,452,1198,4525
264165,43,72,296
261171,453,813,3208
264306,538,785,3095
264165,44,910,3594
262569,43,72,294
264317,537,796,3139
261171,454,814,3210
264317,538,785,3095
261552,253,829,3275
262569,44,910,3594
263126,250,825,3257
263126,250,826,3263
263126,251,827,3268
261171,455,815,3215
263126,252,828,3270
261791,49,83,340
261791,49,84,345
261791,49,787,3103
261791,49,799,3153
261791,50,86,353
261791,51,87,359
261171,545,1045,4127
261171,545,1046,4132
261171,546,1047,4137
261171,546,1048,4140
261171,546,1049,4144
261171,547,1050,4150
261171,547,1051,4154
263515,277,380,1499
263515,278,358,1411
263515,278,367,1448
263515,279,741,2898
263515,279,756,2977
263515,279,775,3055
263515,280,357,1407
263515,280,363,1433
263515,280,364,1436
263515,281,360,1420
263515,281,362,1430
263515,281,366,1443
264290,49,83,342
264290,49,84,344
264290,49,787,3103
264290,49,799,3152
264290,50,86,352
264222,492,1076,4244
264290,51,87,359
264222,493,1077,4247
264222,493,1078,4251
264222,493,1132,4464
263786,246,1113,4391
263786,246,1114,4394
263786,246,1115,4396
263786,246,1116,4401
262826,484,1063,4197
261171,21,821,3245
261171,22,22,86
261171,22,23,91
261437,25,27,108
261437,25,28,113
261437,25,29,115
258930,43,72,294
264306,540,781,3078
264306,540,782,3080
264306,540,783,3087
261171,23,24,95
258930,44,910,3594
264334,484,1063,4197
264222,494,1080,4260
264222,495,1081,4262
264222,495,1082,4266
264222,496,1083,4268
264222,497,1084,4275
264222,498,1085,4279
264222,498,1086,4283
264222,499,1087,4284
263368,253,829,3275
264339,537,796,3139
264339,538,785,3095
263368,254,312,1233
262826,389,589,2286
262826,389,590,2290
262826,389,591,2292
262826,389,592,2295
264339,540,781,3078
264339,540,782,3080
264339,540,783,3087
262826,390,565,2195
264339,539,789,3109
264339,539,797,3142
262826,391,561,2179
262826,391,567,2204
262826,391,569,2210
263283,537,796,3139
263283,538,785,3095
264339,541,788,3107
263283,540,781,3078
263283,540,782,3080
263283,540,783,3087
263283,539,789,3109
263283,539,797,3142
262826,392,554,2156
262826,392,555,2159
262826,392,556,2161
263283,541,788,3107
263283,43,72,294
263283,44,910,3594
262826,393,568,2208
262826,396,557,2166
263368,255,841,3323
264346,537,796,3139
264346,538,785,3095
264348,537,796,3139
264348,538,785,3095
264141,486,1066,4205
264141,486,1067,4209
263388,248,1088,4290
263388,248,1089,4294
264351,537,796,3139
263388,249,823,3253
263388,249,824,3254
263388,250,825,3257
263388,250,826,3264
259959,273,375,1480
259959,273,382,1509
259959,273,915,3614
263388,251,827,3267
263388,252,828,3270
264337,537,796,3139
264337,538,785,3095
264337,540,781,3078
264337,540,782,3080
264337,540,783,3087
261446,248,1088,4290
261446,248,1089,4292
261446,249,823,3253
261446,249,824,3254
261446,250,825,3257
261446,250,826,3264
261446,251,827,3267
263388,253,829,3275
263388,254,312,1233
263388,255,841,3323
263650,44,910,3594
264259,44,910,3594
263650,45,822,3249
263301,418,629,2444
263650,46,75,309
263301,419,842,3326
263301,420,636,2473
260649,159,793,3127
260649,159,794,3132
264259,45,822,3249
260649,160,181,710
262357,165,206,810
260649,161,184,723
260649,161,776,3056
262596,180,213,838
264253,46,75,309
263650,47,76,313
263301,421,631,2452
261682,183,795,3135
263210,251,827,3267
264259,46,75,309
263210,252,828,3270
264366,409,621,2411
264366,409,1002,3959
262173,537,796,3139
264366,410,623,2418
263907,540,781,3078
263907,540,782,3080
263907,540,783,3087
264254,159,793,3127
264254,159,794,3132
264254,160,181,709
264254,161,184,724
264254,161,776,3059
264254,162,209,823
264254,162,215,847
258971,160,181,710
263907,539,789,3109
263907,539,797,3142
264254,163,193,758
264254,164,177,695
264254,165,206,810
263381,537,796,3139
263907,541,788,3107
264254,166,182,715
263381,538,785,3095
264254,167,186,731
263210,253,829,3275
264254,168,778,3065
264254,168,779,3069
262988,183,795,3135
264254,169,187,736
264254,169,203,799
263798,249,823,3253
263798,249,824,3254
264253,47,76,313
264254,170,183,719
264368,537,796,3139
264254,171,202,796
263798,250,825,3257
263798,250,826,3264
264253,48,743,2916
264253,48,744,2920
264253,48,746,2933
264253,48,747,2938
264253,48,748,2941
264368,538,785,3095
264254,172,176,689
264254,172,179,703
258971,161,184,723
258971,161,776,3056
264366,411,611,2370
264366,411,1003,3964
264366,411,1004,3966
260998,25,27,108
260998,25,28,113
260998,25,29,115
262580,538,785,3095
264259,47,76,313
264253,49,83,340
264253,49,84,345
264253,49,787,3103
264253,49,799,3151
264253,50,86,353
258971,162,209,823
258971,162,215,847
260998,550,1200,4531
260998,550,1201,4536
260998,550,1202,4540
260998,550,1203,4545
260998,550,1204,4550
262596,181,210,826
263484,439,803,3167
262596,182,190,745
262596,182,197,775
264366,412,614,2385
264366,412,1005,3971
262634,258,314,1242
263786,271,1189,4489
263786,271,1190,4492
263786,271,1191,4496
261682,184,195,768
264366,413,619,2405
264366,413,1006,3976
264366,413,1007,3980
262784,275,742,2902
262784,275,758,2984
262784,275,759,2990
260998,27,818,3227
260998,27,819,3232
262784,276,773,3047
262784,276,774,3051
262784,276,919,3630
263907,43,72,294
262784,277,380,1499
263907,44,910,3594
262784,278,358,1413
262784,278,367,1448
262988,185,194,762
263786,247,1121,4421
263786,247,1197,4520
264366,414,1008,3982
264366,414,1194,4508
264259,48,743,2916
264259,48,744,2920
264259,48,746,2933
264259,48,747,2939
264259,48,748,2941
262988,186,914,3611
264366,415,625,2429
262714,47,76,313
264366,416,615,2386
264366,416,1009,3987
263564,269,1209,4570
263564,269,1210,4573
263564,270,1187,4482
263564,270,1188,4484
263564,270,1211,4575
263564,271,1189,4489
263564,271,1190,4492
263564,271,1191,4496
262784,279,741,2898
262784,279,756,2977
262784,279,775,3055
263786,272,1192,4497
263786,272,1193,4502
264259,49,83,340
264259,49,84,345
264259,49,787,3103
264259,49,799,3151
263564,246,1113,4391
263564,246,1114,4394
263564,246,1115,4399
263564,246,1116,4401
262784,280,357,1407
262784,280,363,1432
262784,280,364,1437
262988,187,192,754
263564,247,1121,4421
263564,247,1197,4520
261212,162,209,823
261212,162,215,847
261212,163,193,758
261510,162,209,823
261510,162,215,847
263564,272,1192,4498
263564,272,1193,4502
260593,184,195,768
261510,163,193,758
260211,273,375,1480
260211,273,382,1508
260211,273,915,3613
260211,274,916,3619
260211,274,917,3623
260211,274,918,3628
260211,275,742,2902
260211,275,758,2985
260211,275,759,2990
260211,276,773,3047
260211,276,774,3048
260211,276,919,3630
263480,455,815,3215
263480,545,1045,4127
263480,545,1046,4133
263480,546,1047,4137
263480,546,1048,4140
263480,546,1049,4144
263480,547,1050,4150
263480,547,1051,4154
263103,537,796,3139
263103,538,785,3095
263103,540,781,3078
263103,540,782,3080
263103,540,783,3087
263103,539,789,3109
263103,539,797,3142
260345,174,196,772
264388,537,796,3139
260345,175,185,725
264388,538,785,3095
263998,44,910,3594
260345,176,178,699
260345,177,198,780
263798,251,827,3267
260499,537,796,3139
264391,537,796,3139
263531,297,1104,4353
263531,297,1105,4357
263531,298,1106,4362
263531,298,1107,4367
263531,299,1108,4368
263531,299,1109,4373
263531,300,1110,4376
261041,537,796,3139
261041,538,785,3095
263531,301,1111,4380
261802,280,357,1407
261802,280,363,1432
261802,280,364,1437
263531,302,1112,4385
260850,262,331,1307
260850,263,328,1298
263531,303,419,1658
263531,304,405,1602
263531,305,423,1673
261802,281,360,1420
261802,281,362,1430
261802,281,366,1443
264388,540,781,3078
264388,540,782,3080
264388,540,783,3087
261802,282,373,1473
261802,282,374,1475
261802,282,377,1490
261802,282,378,1492
260465,296,1101,4338
260465,296,1102,4345
260465,296,1103,4351
261802,283,355,1401
264388,539,789,3109
264388,539,797,3142
261802,284,381,1503
264388,541,788,3107
263197,47,76,313
263531,306,425,1681
263531,307,422,1672
261041,540,781,3078
261041,540,782,3080
261041,540,783,3087
263065,317,452,1793
263531,308,421,1665
264388,43,72,294
261802,285,365,1441
263531,309,424,1680
260465,297,1104,4353
260465,297,1105,4357
264388,44,910,3594
260465,298,1106,4362
260465,298,1107,4367
263065,318,868,3423
263065,319,869,3430
260465,299,1108,4368
260465,299,1109,4373
264409,273,375,1480
264409,273,382,1509
264409,273,915,3614
264409,274,916,3617
264409,274,917,3623
264409,274,918,3628
264409,275,742,2902
264409,275,758,2984
264409,275,759,2990
260465,300,1110,4376
264409,276,773,3047
264409,276,774,3051
264409,276,919,3630
263065,320,870,3433
263065,321,871,3435
260465,301,1111,4380
263065,322,872,3439
259684,246,1113,4391
259684,246,1114,4394
259684,246,1115,4399
259684,246,1116,4401
264400,537,796,3139
260465,302,1112,4385
264400,538,785,3095
261802,286,352,1387
263104,47,76,313
263104,48,743,2916
263104,48,744,2920
263104,48,746,2933
263104,48,747,2939
263104,48,748,2940
264404,192,234,924
264404,192,235,927
263065,323,873,3446
263065,323,874,3449
263065,324,875,3453
263065,325,913,3608
263065,326,876,3455
261171,24,25,99
261171,24,26,101
263104,49,83,340
263104,49,84,345
263104,49,787,3103
263104,49,799,3151
263104,50,86,353
263104,51,87,359
262907,273,375,1480
262907,273,382,1509
262907,273,915,3614
264083,537,796,3139
262907,274,916,3617
262907,274,917,3623
262907,274,918,3628
264083,538,785,3095
261452,219,980,3871
261452,220,981,3874
261452,221,982,3880
263126,253,829,3276
263829,539,789,3109
263829,539,797,3142
261452,222,983,3883
263126,254,312,1234
263126,255,841,3322
264404,193,236,930
264404,193,238,940
264404,193,239,942
264404,193,240,948
263210,254,312,1233
263210,255,841,3323
263065,331,444,1761
263197,48,743,2916
263197,48,744,2920
263197,48,746,2933
263197,48,747,2939
263197,48,748,2941
263197,49,83,340
263197,49,84,345
263197,49,787,3103
263197,49,799,3151
261452,223,984,3886
264430,159,793,3127
264430,159,794,3132
264430,160,181,710
264430,161,184,723
264430,161,776,3056
260649,162,209,823
260649,162,215,847
261452,231,995,3933
261452,231,996,3934
261452,231,997,3939
264430,162,209,823
264430,162,215,847
260649,163,193,758
264344,537,796,3139
261452,232,998,3942
260649,164,177,695
264430,163,193,758
264430,164,177,695
260649,165,206,810
260649,166,182,715
264430,165,206,810
259524,286,352,1387
260649,167,186,731
264436,537,796,3139
264436,538,785,3096
264436,540,781,3078
264436,540,782,3080
264436,540,783,3087
259524,287,388,1533
259524,287,393,1552
263672,250,825,3257
263672,250,826,3264
263672,251,827,3267
263672,252,828,3270
259865,331,444,1761
263672,253,829,3275
264455,537,796,3139
263672,254,312,1233
260173,174,196,772
264455,538,785,3095
264455,540,781,3078
264455,540,782,3080
264455,540,783,3087
260173,175,185,725
263920,538,785,3094
264442,537,796,3139
263300,264,325,1286
263300,264,831,3283
260173,176,178,699
264442,538,785,3095
264455,539,789,3109
264455,539,797,3142
263920,540,781,3078
263920,540,782,3080
263920,540,783,3086
264455,541,788,3107
264442,540,781,3078
264442,540,782,3083
264442,540,783,3087
264455,43,72,294
263920,539,789,3109
263920,539,797,3141
264455,44,910,3594
263920,541,788,3107
261173,253,829,3275
264471,537,796,3139
264442,539,789,3109
264442,539,797,3141
263920,43,72,294
260173,177,198,780
264442,541,788,3107
263920,44,910,3594
264471,538,785,3095
264475,389,589,2286
264475,389,590,2290
264475,389,591,2292
264475,389,592,2296
263920,45,822,3249
264471,540,781,3078
264471,540,782,3080
264471,540,783,3087
264475,390,565,2196
264442,43,72,294
264476,537,796,3139
264471,539,789,3109
264471,539,797,3142
264442,44,910,3594
264476,538,785,3095
264471,541,788,3107
263920,46,75,309
264471,43,72,294
264471,44,910,3594
262791,444,805,NULL
262870,250,825,3257
262870,250,826,3264
262870,251,827,3267
262870,252,828,3270
263920,47,76,313
261041,539,789,3109
261041,539,797,3142
260200,159,793,3127
260200,159,794,3132
260200,160,181,710
263920,48,743,2916
263920,48,744,2920
263920,48,746,2933
263920,48,747,2939
263920,48,748,2941
261041,541,788,3107
261041,43,72,294
260200,161,184,723
260200,161,776,3056
260200,162,209,823
260200,162,215,847
263920,49,83,340
263920,49,84,345
263920,49,787,3103
263920,49,799,3153
264259,50,86,353
263920,50,86,353
260200,163,193,758
260200,164,177,695
259524,489,1072,4227
264259,51,87,359
259524,490,1073,4230
259865,332,880,3473
260572,252,828,3270
260200,165,206,810
264497,537,796,3139
260345,178,205,806
260200,166,182,715
260200,167,186,731
260200,168,778,3065
260200,168,779,3069
260173,178,205,806
263690,261,329,1301
261680,537,796,3139
260217,49,83,340
260217,49,84,345
260217,49,787,3103
260217,49,799,3151
259865,333,881,3478
261680,538,785,3095
260200,169,187,736
260200,169,203,799
259684,438,802,3165
259684,439,803,3167
261593,256,315,1245
261593,257,830,3277
263690,262,331,1307
259684,440,663,2579
259684,441,668,2600
259865,334,882,3482
259684,442,804,3170
261593,258,314,1242
260217,50,86,353
261593,259,322,1274
259684,443,676,2632
260173,179,204,802
263690,263,328,1298
259684,444,805,3177
263564,267,1096,4320
263564,267,1097,4324
263564,267,1098,4328
263564,267,1099,4332
259262,184,195,768
259865,405,598,2319
259865,405,606,2351
259865,405,609,2362
259865,405,832,3288
259684,445,672,NULL
259684,446,806,3179
260173,180,213,838
259684,447,807,NULL
261212,164,177,695
264514,537,796,3139
262580,540,781,3078
262580,540,782,3080
262580,540,783,3087
264514,538,785,3095
262580,539,789,3109
262580,539,797,3142
264442,159,793,3127
264442,159,794,3132
264442,160,181,710
264442,161,184,723
264442,161,776,3056
260217,51,87,359
264442,162,209,823
264442,162,215,847
262784,281,360,1420
262784,281,362,1430
262784,281,366,1443
258930,45,822,3249
261905,286,352,1387
264442,163,193,758
264442,164,177,695
259684,448,808,3188
259684,449,809,3193
261905,287,388,1533
261905,287,393,1552
264277,159,793,3127
264277,159,794,3132
264277,160,181,710
261905,288,376,1486
261905,288,385,1519
261905,288,386,1524
264442,165,206,810
261905,289,387,1528
261905,289,400,1579
261905,290,392,1550
261905,290,398,1572
261905,290,402,1588
261905,290,403,1593
261905,291,391,1544
261905,291,395,1561
261905,291,397,1569
264523,537,796,3139
261905,292,389,1535
261905,292,390,1541
261905,292,394,1556
262580,541,788,3107
262784,282,373,1473
262784,282,374,1475
262784,282,377,1490
262784,282,378,1492
261121,169,187,736
261121,169,203,799
263879,537,796,3139
261212,165,206,810
261212,166,182,715
263879,538,785,3095
261212,167,186,731
261212,168,778,3065
261212,168,779,3069
263879,540,781,3078
263879,540,782,3080
263879,540,783,3087
260211,277,380,1502
262784,283,355,1401
260211,278,358,1411
260211,278,367,1448
263879,539,789,3109
263879,539,797,3142
262784,284,381,1503
263879,541,788,3107
260211,279,741,2898
260211,279,756,2977
260211,279,775,3055
264538,484,1063,4197
262784,285,365,1441
260211,280,357,1407
260211,280,363,1431
260211,280,364,1437
260211,281,360,1420
260211,281,362,1427
260211,281,366,1446
264337,539,789,3109
264337,539,797,3141
264337,541,788,3107
264337,43,72,294
264337,44,910,3594
264544,537,796,3139
263087,253,829,3275
263087,254,312,1233
264544,538,785,3095
264076,248,1088,4290
264076,248,1089,4294
261212,169,187,736
261212,169,203,799
264076,249,823,3253
264076,249,824,3254
261212,170,183,719
264076,250,825,3257
264076,250,826,3264
261212,171,202,796
264538,485,1064,4200
264538,485,1065,4201
264076,251,827,3267
261212,172,176,689
261212,172,179,703
261212,173,180,705
264538,486,1066,4205
264538,486,1067,4209
264544,540,781,3078
264544,540,782,3080
264544,540,783,3087
262714,48,743,2916
262714,48,744,2920
262714,48,746,2933
262714,48,747,2939
262714,48,748,2941
264538,487,1068,4211
260345,180,213,838
262714,49,83,340
262714,49,84,345
262714,49,787,3103
262714,49,799,3151
263363,248,1088,4290
263363,248,1089,4294
264076,252,828,3270
264476,540,781,3078
264476,540,782,3080
264476,540,783,3084
263363,249,823,3253
263363,249,824,3254
262714,50,86,353
264556,404,595,2306
264556,404,597,2314
264556,404,604,2343
264556,404,608,2361
264556,404,610,2369
264476,539,789,3109
264476,539,797,3141
264476,541,788,3107
264476,43,72,294
264476,44,910,3594
261121,170,183,719
261121,171,202,796
264476,45,822,3249
262714,51,87,359
263497,45,822,3249
264572,537,796,3139
264572,538,785,3095
264476,46,75,309
261802,287,388,1533
261802,287,393,1552
264476,47,76,313
261802,288,376,1486
261802,288,385,1519
261802,288,386,1524
261802,289,387,1528
261802,289,400,1579
264476,48,743,2916
264476,48,744,2921
264476,48,746,2933
264476,48,747,2939
264476,48,748,2940
264572,540,781,3078
264572,540,782,3080
264572,540,783,3087
264581,537,796,3139
264035,537,796,3139
261802,290,392,1550
261802,290,398,1572
261802,290,402,1588
261802,290,403,1594
261802,291,391,1544
261802,291,395,1562
261802,291,397,1569
264035,538,785,3095
261802,292,389,1535
261802,292,390,1541
261802,292,394,1556
263197,50,86,353
264035,540,781,3078
264035,540,782,3080
264035,540,783,3087
263197,51,87,359
261802,293,396,1563
261802,293,404,1595
264572,539,789,3109
264572,539,797,3142
264572,541,788,3107
261802,294,399,1576
261802,294,401,1583
264035,539,789,3109
264035,539,797,3142
261802,295,406,1605
261802,295,420,1661
264035,541,788,3107
264581,538,785,3095
264476,49,83,340
264476,49,84,345
264476,49,787,3103
264476,49,799,3151
264476,50,86,353
261802,296,1101,4338
261802,296,1102,4342
261802,296,1103,4351
264476,51,87,359
262068,45,822,3249
263938,537,796,3139
261323,49,83,341
261323,49,84,344
261323,49,787,3103
261323,49,799,3151
261323,50,86,353
261523,275,742,2902
261523,275,758,2984
261523,275,759,2990
261802,297,1104,4353
261802,297,1105,4357
261802,298,1106,4362
261802,298,1107,4367
261802,299,1108,4368
261802,299,1109,4373
261802,300,1110,4376
264600,409,621,2411
264600,409,1002,3959
261802,301,1111,4380
264600,410,623,2418
261802,302,1112,4385
264600,411,611,2370
264600,411,1003,3964
264600,411,1004,3966
264600,412,614,2385
264600,412,1005,3971
264600,413,619,2405
264600,413,1006,3976
264600,413,1007,3980
264600,414,1008,3982
264600,414,1194,4508
264600,415,625,2429
264600,416,615,2386
264600,416,1009,3988
264600,417,645,2506
264600,418,629,2444
263126,256,315,1244
263126,257,830,3279
264513,246,1113,4391
264513,246,1114,4394
264513,246,1115,4396
264513,246,1116,4401
264549,537,796,3139
264549,538,785,3095
263126,258,314,1241
262634,256,315,1245
263126,259,322,1271
263126,260,313,1236
264549,540,781,3078
264549,540,782,3080
264549,540,783,3087
259524,491,1074,4236
259524,491,1199,4529
259524,492,1076,4244
263948,537,796,3139
264600,419,842,3326
264600,420,636,2473
264603,537,796,3138
263948,538,785,3095
264606,537,796,3137
